,Unnamed: 0,structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,mri_voxel_x,mri_voxel_y,mri_voxel_z,mni_x,mni_y,mni_z,mni_nlin_x,mni_nlin_y,mni_nlin_z,donor,sample,position_along_hipp_AP_axis
100,2695,4256,8,160091947,CX,CA3,"CA3 field, left",147066199,121,126,107,-30.0,-16.0,-17.0,-31.013526263210203,-18.5468211182995,-15.075941427218599,15697,441,107
101,2696,4251,8,160091899,CX,S,"subiculum, left",147066197,113,132,107,-22.0,-16.0,-23.0,-23.93570671926989,-18.2074311904313,-21.6946127061866,15697,442,109
102,2737,4257,9,160091895,CX,CA4,"CA4 field, left",148020445,121,121,117,-30.0,-26.0,-12.0,-29.9857579381876,-28.146089155402894,-10.5558126015644,15697,483,98
103,2738,4256,9,160091879,CX,CA3,"CA3 field, left",148020446,124,120,117,-33.0,-26.0,-11.0,-32.915126200016,-28.41052748795189,-9.09984546393627,15697,484,97
104,2739,4251,9,160091831,CX,S,"subiculum, left",148020506,112,121,117,-21.0,-26.0,-12.0,-21.34170416415949,-27.37738547342809,-11.1557056601738,15697,485,99
105,2741,4257,10,160091835,CX,CA4,"CA4 field, left",157086721,106,107,133,-15.0,-42.0,2.0,-14.7124155247893,-43.168980438533794,2.99460685526675,15697,487,87
106,2742,4255,10,160091993,CX,CA2,"CA2 field, left",157086950,111,107,133,-20.0,-42.0,2.0,-19.1012905713042,-43.848362123004996,3.27934754593486,15697,488,88
107,2743,4254,10,160091977,CX,CA1,"CA1 field, left",157086949,103,106,133,-12.0,-42.0,3.0,-12.0310581297789,-42.97664829569849,3.88658068543972,15697,489,88
108,2744,4251,10,160091961,CX,S,"subiculum, left",157086681,102,110,133,-11.0,-42.0,-1.0,-10.62651059786,-43.0595169022753,-1.18863809074533,15697,490,88
109,2745,4254,7,159438977,CX,CA1,"CA1 field, left",156265315,115,135,94,-24.0,-3.0,-26.0,-28.5900310760703,-6.207613802158621,-25.088203084239396,15697,491,117
110,2760,4266,17,2785,CX,CA4,"CA4 field, right",41142,63,104,106,31.1,-31.3,-7.3,32.200550237217996,-29.4025594588723,-9.47711399570634,9861,5,97
111,2761,4267,17,2793,CX,DG,"dentate gyrus, right",41141,63,104,107,31.1,-32.3,-7.1,32.1646440778349,-30.414456535364998,-9.160682064014367,9861,6,95
112,2765,4251,17,2858,CX,S,"subiculum, left",41212,114,108,100,-22.6,-27.4,-13.8,-24.1214994322969,-26.0120289432056,-15.886416586427801,9861,10,100
113,2766,4254,17,2850,CX,CA1,"CA1 field, left",41211,124,107,100,-33.2,-27.4,-12.9,-34.4911030184779,-25.790769982093398,-15.0701142766046,9861,11,101
114,3062,4258,17,2491,CX,DG,"dentate gyrus, left",41207,116,105,100,-24.7,-26.6,-10.6,-25.886155444279197,-24.9105500134165,-12.914626805339804,9861,307,101
115,3066,4260,16,2667,CX,S,"subiculum, right",39174,68,109,98,26.0,-24.5,-14.3,26.8828331987599,-23.023872348313,-17.4549851505926,9861,311,103
116,3067,4263,16,2611,CX,CA1,"CA1 field, right",64946,60,108,97,34.5,-22.9,-13.3,35.8342459839949,-21.5063319011585,-15.823521057762198,9861,312,104
117,3068,4264,16,2604,CX,CA2,"CA2 field, right",55429,65,105,95,29.3,-20.1,-10.6,30.533451110761398,-18.132658977420398,-13.660208741022801,9861,313,102
