x,y,z,ind,surface
57,102,58,118,0.0
57,102,59,118,0.0
57,102,60,118,0.0
57,102,61,110,0.0
57,102,62,110,0.0
57,102,63,110,1.0
57,103,53,26,1.0
57,103,54,26,1.0
57,103,55,118,0.0
57,103,56,118,0.0
57,103,57,118,0.0
57,103,58,118,0.0
57,103,59,118,0.0
57,103,60,118,0.0
57,103,61,118,0.0
57,103,62,110,1.0
57,103,63,110,1.0
57,104,53,26,1.0
57,104,54,26,1.0
57,104,55,118,0.0
57,104,56,118,0.0
57,104,57,118,0.0
57,104,58,118,0.0
57,104,59,118,0.0
57,104,60,118,0.0
57,104,61,118,1.0
57,104,62,118,1.0
57,105,52,26,1.0
57,105,53,26,1.0
57,105,54,26,0.0
57,105,55,26,0.0
57,105,56,118,0.0
57,105,57,119,0.0
57,105,58,119,0.0
57,105,59,119,0.0
57,105,60,119,0.0
57,105,61,119,1.0
57,105,62,119,1.0
57,106,51,26,1.0
57,106,52,26,1.0
57,106,53,26,0.0
57,106,54,26,0.0
57,106,55,26,0.0
57,106,56,119,0.0
57,106,57,119,0.0
57,106,58,119,0.0
57,106,59,119,0.0
57,106,60,119,1.0
57,106,61,119,1.0
57,107,50,26,1.0
57,107,51,26,1.0
57,107,52,26,0.0
57,107,53,26,0.0
57,107,54,26,0.0
57,107,55,26,0.0
57,107,56,26,0.0
57,107,57,119,0.0
57,107,58,117,0.0
57,107,59,117,1.0
57,107,60,117,1.0
57,108,49,26,1.0
57,108,50,26,1.0
57,108,51,26,0.0
57,108,52,26,0.0
57,108,53,26,0.0
57,108,54,26,0.0
57,108,55,26,0.0
57,108,56,26,0.0
57,108,57,117,0.0
57,108,58,117,0.0
57,108,59,117,1.0
57,108,60,117,1.0
57,109,48,26,1.0
57,109,49,26,1.0
57,109,50,26,1.0
57,109,51,26,0.0
57,109,52,26,0.0
57,109,53,26,0.0
57,109,54,26,0.0
57,109,55,26,0.0
57,109,56,39,0.0
57,109,57,117,0.0
57,109,58,117,1.0
57,109,59,117,1.0
57,110,48,26,1.0
57,110,49,26,1.0
57,110,50,26,0.0
57,110,51,26,0.0
57,110,52,26,0.0
57,110,53,26,0.0
57,110,54,26,0.0
57,110,55,26,0.0
57,110,56,39,0.0
57,110,57,117,1.0
57,110,58,117,1.0
57,111,47,26,1.0
57,111,48,26,1.0
57,111,49,26,0.0
57,111,50,26,0.0
57,111,51,26,0.0
57,111,52,26,0.0
57,111,53,26,0.0
57,111,54,26,0.0
57,111,55,26,0.0
57,111,56,39,1.0
57,111,57,117,1.0
57,111,58,117,1.0
57,112,47,26,1.0
57,112,48,26,1.0
57,112,49,26,0.0
57,112,50,26,0.0
57,112,51,26,0.0
57,112,52,26,0.0
57,112,53,26,0.0
57,112,54,26,0.0
57,112,55,26,1.0
57,112,56,39,1.0
57,112,57,117,1.0
57,113,46,26,1.0
57,113,47,26,1.0
57,113,48,26,1.0
57,113,49,26,0.0
57,113,50,26,0.0
57,113,51,26,0.0
57,113,52,26,0.0
57,113,53,26,0.0
57,113,54,26,1.0
57,113,55,26,1.0
57,113,56,39,1.0
57,114,46,26,1.0
57,114,47,26,1.0
57,114,48,26,0.0
57,114,49,26,0.0
57,114,50,26,0.0
57,114,51,26,0.0
57,114,52,26,0.0
57,114,53,26,0.0
57,114,54,26,1.0
57,114,55,26,1.0
57,115,46,26,1.0
57,115,47,26,1.0
57,115,48,26,1.0
57,115,49,26,0.0
57,115,50,26,0.0
57,115,51,26,0.0
57,115,52,26,1.0
57,115,53,26,1.0
57,115,54,26,1.0
57,116,47,26,1.0
57,116,48,26,1.0
57,116,49,26,1.0
57,116,50,26,1.0
57,116,51,26,1.0
57,116,52,26,1.0
57,116,53,26,1.0
57,117,47,26,1.0
57,117,48,26,1.0
57,117,49,26,1.0
57,117,50,26,1.0
57,117,51,26,1.0
57,117,52,26,1.0
57,118,47,26,1.0
57,118,48,26,1.0
57,118,49,26,1.0
57,118,50,26,1.0
57,119,48,26,1.0
57,119,49,26,1.0
58,87,69,156,1.0
58,88,67,156,1.0
58,88,68,156,1.0
58,88,69,156,1.0
58,88,70,156,1.0
58,89,66,162,1.0
58,89,67,156,1.0
58,89,68,156,1.0
58,89,69,156,1.0
58,89,70,156,1.0
58,89,71,156,1.0
58,90,64,162,1.0
58,90,65,162,1.0
58,90,66,162,1.0
58,90,67,156,0.0
58,90,68,156,0.0
58,90,69,156,1.0
58,90,70,156,1.0
58,91,63,162,1.0
58,91,64,162,1.0
58,91,65,162,0.0
58,91,66,162,0.0
58,91,67,156,0.0
58,91,68,156,1.0
58,91,69,156,1.0
58,91,70,156,1.0
58,92,62,162,1.0
58,92,63,162,1.0
58,92,64,162,1.0
58,92,65,162,0.0
58,92,66,162,0.0
58,92,67,156,0.0
58,92,68,156,1.0
58,92,69,156,1.0
58,93,61,147,1.0
58,93,62,147,1.0
58,93,63,151,1.0
58,93,64,162,0.0
58,93,65,148,0.0
58,93,66,148,0.0
58,93,67,156,1.0
58,93,68,156,1.0
58,94,61,147,1.0
58,94,62,147,0.0
58,94,63,151,0.0
58,94,64,149,0.0
58,94,65,148,0.0
58,94,66,148,0.0
58,94,67,148,1.0
58,94,68,156,1.0
58,95,60,164,1.0
58,95,61,151,1.0
58,95,62,151,0.0
58,95,63,151,0.0
58,95,64,149,0.0
58,95,65,149,0.0
58,95,66,149,1.0
58,95,67,149,1.0
58,96,58,111,1.0
58,96,59,111,1.0
58,96,60,111,1.0
58,96,61,111,0.0
58,96,62,111,0.0
58,96,63,111,0.0
58,96,64,158,0.0
58,96,65,158,0.0
58,96,66,158,1.0
58,97,58,110,1.0
58,97,59,110,1.0
58,97,60,110,0.0
58,97,61,110,0.0
58,97,62,110,0.0
58,97,63,110,0.0
58,97,64,110,0.0
58,97,65,110,1.0
58,97,66,110,1.0
58,98,57,110,1.0
58,98,58,110,1.0
58,98,59,110,0.0
58,98,60,110,0.0
58,98,61,110,0.0
58,98,62,110,0.0
58,98,63,110,0.0
58,98,64,110,0.0
58,98,65,110,1.0
58,99,57,118,1.0
58,99,58,110,0.0
58,99,59,110,0.0
58,99,60,110,0.0
58,99,61,110,0.0
58,99,62,110,0.0
58,99,63,110,0.0
58,99,64,110,1.0
58,99,65,110,1.0
58,100,56,118,1.0
58,100,57,118,1.0
58,100,58,118,0.0
58,100,59,110,0.0
58,100,60,110,0.0
58,100,61,110,0.0
58,100,62,110,0.0
58,100,63,110,0.0
58,100,64,110,1.0
58,101,55,118,1.0
58,101,56,118,1.0
58,101,57,118,0.0
58,101,58,118,0.0
58,101,59,118,0.0
58,101,60,110,0.0
58,101,61,110,0.0
58,101,62,110,0.0
58,101,63,110,1.0
58,101,64,110,1.0
58,102,54,118,1.0
58,102,55,118,1.0
58,102,56,118,0.0
58,102,57,118,0.0
58,102,58,118,0.0
58,102,59,118,0.0
58,102,60,118,0.0
58,102,61,110,0.0
58,102,62,110,0.0
58,102,63,110,1.0
58,103,53,25,1.0
58,103,54,118,1.0
58,103,55,118,0.0
58,103,56,118,0.0
58,103,57,118,0.0
58,103,58,118,0.0
58,103,59,118,0.0
58,103,60,118,0.0
58,103,61,118,0.0
58,103,62,110,1.0
58,103,63,110,1.0
58,104,52,25,1.0
58,104,53,25,1.0
58,104,54,118,0.0
58,104,55,118,0.0
58,104,56,118,0.0
58,104,57,118,0.0
58,104,58,118,0.0
58,104,59,118,0.0
58,104,60,118,0.0
58,104,61,118,0.0
58,104,62,118,1.0
58,105,52,25,1.0
58,105,53,25,1.0
58,105,54,25,0.0
58,105,55,118,0.0
58,105,56,118,0.0
58,105,57,118,0.0
58,105,58,117,0.0
58,105,59,117,0.0
58,105,60,117,0.0
58,105,61,117,1.0
58,105,62,117,1.0
58,106,51,25,1.0
58,106,52,25,1.0
58,106,53,25,0.0
58,106,54,25,0.0
58,106,55,25,0.0
58,106,56,118,0.0
58,106,57,119,0.0
58,106,58,117,0.0
58,106,59,117,0.0
58,106,60,117,1.0
58,106,61,117,1.0
58,107,50,25,1.0
58,107,51,25,1.0
58,107,52,25,0.0
58,107,53,25,0.0
58,107,54,25,0.0
58,107,55,25,0.0
58,107,56,25,0.0
58,107,57,117,0.0
58,107,58,117,0.0
58,107,59,117,0.0
58,107,60,117,1.0
58,107,61,117,1.0
58,108,49,25,1.0
58,108,50,25,1.0
58,108,51,25,0.0
58,108,52,25,0.0
58,108,53,25,0.0
58,108,54,25,0.0
58,108,55,25,0.0
58,108,56,117,0.0
58,108,57,117,0.0
58,108,58,117,0.0
58,108,59,117,1.0
58,108,60,117,1.0
58,109,48,25,1.0
58,109,49,25,1.0
58,109,50,25,0.0
58,109,51,25,0.0
58,109,52,25,0.0
58,109,53,25,0.0
58,109,54,25,0.0
58,109,55,25,0.0
58,109,56,39,0.0
58,109,57,117,0.0
58,109,58,117,1.0
58,109,59,117,1.0
58,110,48,25,1.0
58,110,49,25,0.0
58,110,50,25,0.0
58,110,51,25,0.0
58,110,52,25,0.0
58,110,53,25,0.0
58,110,54,25,0.0
58,110,55,25,0.0
58,110,56,39,0.0
58,110,57,117,0.0
58,110,58,117,1.0
58,110,59,117,1.0
58,111,47,25,1.0
58,111,48,25,1.0
58,111,49,25,0.0
58,111,50,25,0.0
58,111,51,25,0.0
58,111,52,25,0.0
58,111,53,25,0.0
58,111,54,25,0.0
58,111,55,25,0.0
58,111,56,39,0.0
58,111,57,117,1.0
58,111,58,117,1.0
58,112,47,25,1.0
58,112,48,25,0.0
58,112,49,25,0.0
58,112,50,25,0.0
58,112,51,25,0.0
58,112,52,25,0.0
58,112,53,25,0.0
58,112,54,25,0.0
58,112,55,25,0.0
58,112,56,39,1.0
58,112,57,117,1.0
58,113,46,25,1.0
58,113,47,25,1.0
58,113,48,25,0.0
58,113,49,25,0.0
58,113,50,25,0.0
58,113,51,25,0.0
58,113,52,25,0.0
58,113,53,25,0.0
58,113,54,25,0.0
58,113,55,25,1.0
58,113,56,39,1.0
58,113,57,117,1.0
58,114,46,25,1.0
