x,y,z,ind,surface
63,97,64,18,1.0
63,97,65,18,1.0
63,98,59,15,1.0
63,98,60,15,1.0
63,98,61,15,0.0
63,98,62,18,0.0
63,98,63,18,0.0
63,98,64,18,1.0
63,98,65,18,1.0
63,99,58,15,1.0
63,99,59,15,1.0
63,99,60,15,0.0
63,99,61,15,0.0
63,99,62,18,0.0
63,99,63,18,0.0
63,99,64,18,1.0
63,100,57,115,1.0
63,100,58,115,1.0
63,100,59,15,0.0
63,100,60,15,0.0
63,100,61,15,0.0
63,100,62,18,0.0
63,100,63,18,1.0
63,100,64,18,1.0
63,101,56,115,1.0
63,101,57,115,1.0
63,101,58,115,1.0
63,101,59,115,0.0
63,101,60,15,0.0
63,101,61,15,0.0
63,101,62,18,0.0
63,101,63,18,1.0
63,102,55,115,1.0
63,102,56,115,1.0
63,102,57,115,1.0
63,102,58,115,0.0
63,102,59,115,0.0
63,102,60,115,0.0
63,102,61,15,0.0
63,102,62,18,0.0
63,102,63,18,1.0
63,103,55,115,1.0
63,103,56,115,1.0
63,103,57,115,0.0
63,103,58,115,0.0
63,103,59,115,0.0
63,103,60,115,0.0
63,103,61,115,0.0
63,103,62,115,1.0
63,103,63,18,1.0
63,104,54,115,1.0
63,104,55,115,1.0
63,104,56,115,0.0
63,104,57,115,0.0
63,104,58,115,0.0
63,104,59,115,0.0
63,104,60,115,0.0
63,104,61,115,0.0
63,104,62,115,1.0
63,104,63,18,1.0
63,105,53,24,1.0
63,105,54,115,1.0
63,105,55,115,0.0
63,105,56,115,0.0
63,105,57,115,0.0
63,105,58,115,0.0
63,105,59,115,0.0
63,105,60,115,0.0
63,105,61,115,1.0
63,105,62,115,1.0
63,106,51,29,1.0
63,106,52,24,1.0
63,106,53,24,1.0
63,106,54,24,0.0
63,106,55,115,0.0
63,106,56,115,0.0
63,106,57,115,0.0
63,106,58,115,0.0
63,106,59,115,0.0
63,106,60,115,0.0
63,106,61,115,1.0
63,106,62,115,1.0
63,107,50,29,1.0
63,107,51,29,1.0
63,107,52,30,1.0
63,107,53,24,0.0
63,107,54,24,0.0
63,107,55,115,0.0
63,107,56,39,0.0
63,107,57,39,0.0
63,107,58,117,0.0
63,107,59,117,0.0
63,107,60,117,0.0
63,107,61,117,1.0
63,108,49,29,1.0
63,108,50,29,1.0
63,108,51,30,1.0
63,108,52,30,0.0
63,108,53,30,0.0
63,108,54,30,0.0
63,108,55,39,0.0
63,108,56,39,0.0
63,108,57,39,0.0
63,108,58,117,0.0
63,108,59,117,0.0
63,108,60,117,1.0
63,108,61,117,1.0
63,109,49,30,1.0
63,109,50,30,1.0
63,109,51,30,0.0
63,109,52,30,0.0
63,109,53,30,0.0
63,109,54,30,0.0
63,109,55,39,0.0
63,109,56,39,0.0
63,109,57,39,0.0
63,109,58,39,0.0
63,109,59,39,0.0
63,109,60,39,1.0
63,109,61,39,1.0
63,110,48,30,1.0
63,110,49,30,1.0
63,110,50,30,0.0
63,110,51,30,0.0
63,110,52,30,0.0
63,110,53,30,0.0
63,110,54,30,0.0
63,110,55,39,0.0
63,110,56,39,0.0
63,110,57,39,0.0
63,110,58,39,0.0
63,110,59,39,1.0
63,110,60,39,1.0
63,111,47,42,1.0
63,111,48,30,1.0
63,111,49,30,0.0
63,111,50,30,0.0
63,111,51,30,0.0
63,111,52,30,0.0
63,111,53,30,0.0
63,111,54,30,0.0
63,111,55,39,0.0
63,111,56,39,0.0
63,111,57,39,0.0
63,111,58,39,0.0
63,111,59,39,1.0
63,111,60,39,1.0
63,112,46,42,1.0
63,112,47,42,1.0
63,112,48,30,0.0
63,112,49,30,0.0
63,112,50,30,0.0
63,112,51,30,0.0
63,112,52,30,0.0
63,112,53,30,0.0
63,112,54,30,0.0
63,112,55,39,0.0
63,112,56,39,0.0
63,112,57,39,0.0
63,112,58,39,1.0
63,112,59,39,1.0
63,113,46,42,1.0
63,113,47,42,0.0
63,113,48,30,0.0
63,113,49,30,0.0
63,113,50,30,0.0
63,113,51,30,0.0
63,113,52,30,0.0
63,113,53,30,0.0
63,113,54,30,0.0
63,113,55,39,0.0
63,113,56,39,0.0
63,113,57,39,1.0
63,113,58,39,1.0
63,114,45,42,1.0
63,114,46,42,1.0
63,114,47,42,0.0
63,114,48,30,0.0
63,114,49,30,0.0
63,114,50,30,0.0
63,114,51,30,0.0
63,114,52,30,0.0
63,114,53,30,0.0
63,114,54,30,0.0
63,114,55,39,0.0
63,114,56,39,1.0
63,114,57,39,1.0
63,115,44,42,1.0
63,115,45,42,1.0
63,115,46,42,0.0
63,115,47,42,0.0
63,115,48,30,0.0
63,115,49,30,0.0
63,115,50,30,0.0
63,115,51,30,0.0
63,115,52,30,0.0
63,115,53,30,0.0
63,115,54,30,0.0
63,115,55,39,1.0
63,115,56,39,1.0
63,116,44,42,1.0
63,116,45,42,0.0
63,116,46,42,0.0
63,116,47,42,0.0
63,116,48,30,0.0
63,116,49,30,0.0
63,116,50,30,0.0
63,116,51,30,0.0
63,116,52,30,0.0
63,116,53,30,0.0
63,116,54,30,1.0
63,116,55,39,1.0
63,117,43,42,1.0
63,117,44,42,1.0
63,117,45,42,0.0
63,117,46,42,0.0
63,117,47,42,0.0
63,117,48,30,0.0
63,117,49,30,0.0
63,117,50,30,0.0
63,117,51,30,0.0
63,117,52,30,0.0
63,117,53,30,1.0
63,117,54,30,1.0
63,118,43,42,1.0
63,118,44,42,0.0
63,118,45,42,0.0
63,118,46,42,0.0
63,118,47,42,0.0
63,118,48,30,0.0
63,118,49,30,0.0
63,118,50,30,0.0
63,118,51,30,1.0
63,118,52,30,1.0
63,118,53,30,1.0
63,119,43,42,1.0
63,119,44,42,1.0
63,119,45,42,0.0
63,119,46,42,0.0
63,119,47,42,0.0
63,119,48,30,0.0
63,119,49,30,1.0
63,119,50,30,1.0
63,119,51,30,1.0
63,120,43,42,1.0
63,120,44,42,1.0
63,120,45,42,0.0
63,120,46,42,0.0
63,120,47,42,0.0
63,120,48,30,1.0
63,120,49,30,1.0
63,121,44,42,1.0
63,121,45,42,1.0
63,121,46,42,1.0
63,121,47,42,1.0
63,121,48,30,1.0
63,122,44,42,1.0
63,122,45,42,1.0
64,86,71,4,1.0
64,86,72,4,1.0
64,86,73,4,1.0
64,86,74,4,1.0
64,86,75,4,1.0
64,87,69,161,1.0
64,87,70,161,1.0
64,87,71,4,1.0
64,87,72,4,1.0
64,87,73,4,0.0
64,87,74,4,1.0
64,87,75,4,1.0
64,87,76,4,1.0
64,87,77,4,1.0
64,88,68,161,1.0
64,88,69,161,1.0
64,88,70,161,1.0
64,88,71,161,0.0
64,88,72,4,0.0
64,88,73,4,0.0
64,88,74,4,0.0
64,88,75,4,0.0
64,88,76,4,1.0
64,88,77,4,1.0
64,89,67,161,1.0
64,89,68,161,1.0
64,89,69,161,1.0
64,89,70,161,0.0
64,89,71,161,0.0
64,89,72,161,0.0
64,89,73,4,0.0
64,89,74,4,1.0
64,89,75,4,1.0
64,89,76,4,1.0
64,89,77,4,1.0
64,90,66,161,1.0
64,90,67,161,1.0
64,90,68,161,0.0
64,90,69,161,0.0
64,90,70,161,0.0
64,90,71,161,0.0
64,90,72,161,1.0
64,90,73,161,1.0
64,90,74,4,1.0
64,91,66,161,1.0
64,91,67,161,1.0
64,91,68,161,0.0
64,91,69,161,0.0
64,91,70,161,1.0
64,91,71,161,1.0
64,91,72,161,1.0
64,91,73,161,1.0
64,92,64,33,1.0
64,92,65,33,1.0
64,92,66,161,1.0
64,92,67,161,0.0
64,92,68,161,0.0
64,92,69,161,1.0
64,92,70,161,1.0
64,92,71,161,1.0
64,93,63,17,1.0
64,93,64,33,1.0
64,93,65,33,1.0
64,93,66,161,0.0
64,93,67,161,0.0
64,93,68,161,1.0
64,93,69,161,1.0
64,94,62,15,1.0
64,94,63,17,1.0
64,94,64,17,1.0
64,94,65,17,0.0
64,94,66,161,0.0
64,94,67,161,1.0
64,94,68,161,1.0
64,95,62,15,1.0
64,95,63,17,1.0
64,95,64,17,0.0
64,95,65,17,0.0
64,95,66,17,1.0
64,95,67,161,1.0
64,96,61,15,1.0
64,96,62,15,1.0
64,96,63,17,0.0
64,96,64,17,0.0
64,96,65,17,1.0
64,96,66,17,1.0
64,97,60,15,1.0
64,97,61,15,1.0
64,97,62,15,0.0
64,97,63,17,0.0
64,97,64,17,0.0
64,97,65,17,1.0
64,98,59,15,1.0
64,98,60,15,1.0
64,98,61,15,1.0
64,98,62,15,0.0
64,98,63,17,0.0
64,98,64,17,1.0
64,98,65,17,1.0
64,99,58,15,1.0
64,99,59,15,1.0
64,99,60,15,1.0
64,99,61,15,0.0
64,99,62,15,0.0
64,99,63,17,0.0
64,99,64,17,1.0
64,100,58,15,1.0
64,100,59,15,1.0
64,100,60,15,0.0
64,100,61,15,0.0
64,100,62,15,0.0
64,100,63,17,1.0
64,100,64,17,1.0
64,101,57,115,1.0
64,101,58,115,1.0
64,101,59,15,0.0
64,101,60,15,0.0
64,101,61,15,0.0
64,101,62,15,0.0
64,101,63,17,1.0
64,101,64,17,1.0
64,102,56,115,1.0
64,102,57,115,1.0
64,102,58,115,0.0
64,102,59,115,0.0
64,102,60,15,0.0
64,102,61,15,0.0
64,102,62,15,1.0
64,102,63,17,1.0
64,103,55,115,1.0
64,103,56,115,1.0
64,103,57,115,0.0
64,103,58,115,0.0
64,103,59,115,0.0
64,103,60,115,0.0
64,103,61,15,0.0
64,103,62,15,1.0
64,103,63,17,1.0
64,104,54,115,1.0
64,104,55,115,1.0
64,104,56,115,0.0
64,104,57,115,0.0
64,104,58,115,0.0
64,104,59,115,0.0
64,104,60,115,0.0
64,104,61,15,1.0
64,104,62,15,1.0
64,105,53,24,1.0
64,105,54,115,1.0
64,105,55,115,0.0
64,105,56,115,0.0
64,105,57,115,0.0
64,105,58,115,0.0
64,105,59,115,0.0
64,105,60,115,0.0
64,105,61,15,1.0
64,105,62,15,1.0
64,106,52,29,1.0
64,106,53,24,1.0
64,106,54,24,0.0
64,106,55,115,0.0
64,106,56,115,0.0
64,106,57,115,0.0
64,106,58,115,0.0
64,106,59,115,0.0
64,106,60,115,0.0
64,106,61,15,1.0
64,107,51,29,1.0
64,107,52,29,1.0
64,107,53,24,0.0
64,107,54,24,0.0
64,107,55,43,0.0
64,107,56,39,0.0
64,107,57,39,0.0
64,107,58,117,0.0
64,107,59,117,0.0
64,107,60,117,1.0
64,107,61,117,1.0
64,108,50,29,1.0
64,108,51,29,1.0
64,108,52,30,0.0
64,108,53,30,0.0
64,108,54,30,0.0
64,108,55,43,0.0
64,108,56,39,0.0
64,108,57,39,0.0
64,108,58,117,0.0
64,108,59,117,0.0
64,108,60,117,1.0
64,108,61,117,1.0
64,109,49,29,1.0
64,109,50,29,1.0
64,109,51,30,0.0
64,109,52,30,0.0
64,109,53,30,0.0
64,109,54,30,0.0
64,109,55,39,0.0
64,109,56,39,0.0
64,109,57,39,0.0
64,109,58,39,0.0
64,109,59,39,0.0
64,109,60,39,1.0
64,110,48,42,1.0
64,110,49,29,1.0
64,110,50,29,0.0
64,110,51,30,0.0
64,110,52,30,0.0
64,110,53,30,0.0
64,110,54,30,0.0
64,110,55,39,0.0
64,110,56,39,0.0
64,110,57,39,0.0
64,110,58,39,0.0
64,110,59,39,1.0
64,110,60,39,1.0
64,111,47,42,1.0
64,111,48,42,1.0
64,111,49,29,0.0
64,111,50,29,0.0
64,111,51,30,0.0
64,111,52,30,0.0
64,111,53,30,0.0
64,111,54,30,0.0
64,111,55,39,0.0
64,111,56,39,0.0
64,111,57,39,0.0
64,111,58,39,0.0
64,111,59,39,1.0
64,112,46,42,1.0
64,112,47,42,1.0
64,112,48,42,1.0
64,112,49,29,0.0
64,112,50,29,0.0
64,112,51,30,0.0
64,112,52,30,0.0
64,112,53,30,0.0
64,112,54,30,0.0
64,112,55,39,0.0
64,112,56,39,0.0
64,112,57,39,0.0
64,112,58,39,1.0
64,112,59,39,1.0
64,113,46,42,1.0
64,113,47,42,1.0
64,113,48,42,0.0
64,113,49,29,0.0
64,113,50,29,0.0
64,113,51,30,0.0
64,113,52,30,0.0
64,113,53,30,0.0
64,113,54,30,0.0
64,113,55,39,0.0
64,113,56,39,0.0
64,113,57,39,1.0
64,113,58,39,1.0
64,114,45,42,1.0
64,114,46,42,1.0
64,114,47,42,0.0
64,114,48,42,0.0
64,114,49,29,0.0
64,114,50,29,0.0
64,114,51,30,0.0
64,114,52,30,0.0
64,114,53,30,0.0
64,114,54,30,0.0
64,114,55,39,0.0
64,114,56,39,1.0
64,114,57,39,1.0
64,115,44,42,1.0
64,115,45,42,1.0
64,115,46,42,0.0
64,115,47,42,0.0
64,115,48,42,0.0
64,115,49,29,0.0
64,115,50,29,0.0
64,115,51,30,0.0
64,115,52,30,0.0
64,115,53,30,0.0
64,115,54,30,0.0
64,115,55,39,1.0
64,115,56,39,1.0
64,116,44,42,1.0
64,116,45,42,1.0
64,116,46,42,0.0
64,116,47,42,0.0
64,116,48,42,0.0
64,116,49,29,0.0
64,116,50,29,0.0
64,116,51,30,0.0
64,116,52,30,0.0
64,116,53,30,0.0
64,116,54,30,1.0
64,116,55,39,1.0
64,117,43,42,1.0
64,117,44,42,1.0
64,117,45,42,0.0
64,117,46,42,0.0
64,117,47,42,0.0
64,117,48,42,0.0
64,117,49,29,0.0
64,117,50,29,0.0
64,117,51,30,0.0
64,117,52,30,0.0
64,117,53,30,1.0
64,117,54,30,1.0
64,118,43,42,1.0
64,118,44,42,1.0
64,118,45,42,0.0
64,118,46,42,0.0
64,118,47,42,0.0
64,118,48,42,0.0
64,118,49,29,0.0
64,118,50,29,0.0
64,118,51,30,1.0
64,118,52,30,1.0
64,118,53,30,1.0
64,119,43,42,1.0
64,119,44,42,0.0
64,119,45,42,0.0
64,119,46,42,0.0
64,119,47,42,0.0
64,119,48,42,0.0
64,119,49,29,1.0
64,119,50,29,1.0
64,119,51,30,1.0
64,120,43,42,1.0
64,120,44,42,1.0
64,120,45,42,0.0
64,120,46,42,0.0
64,120,47,42,1.0
64,120,48,42,1.0
64,120,49,29,1.0
64,121,43,42,1.0
64,121,44,42,1.0
64,121,45,42,1.0
64,121,46,42,1.0
64,121,47,42,1.0
64,121,48,42,1.0
64,122,43,42,1.0
64,122,44,42,1.0
64,122,45,42,1.0
65,86,72,4,1.0
65,86,73,4,1.0
65,86,74,4,1.0
65,86,75,4,1.0
65,86,76,4,1.0
65,87,70,4,1.0
65,87,71,4,1.0
65,87,72,4,1.0
65,87,73,4,1.0
65,87,74,4,0.0
65,87,75,4,1.0
65,87,76,4,1.0
65,87,77,4,1.0
65,87,78,4,1.0
65,88,69,161,1.0
65,88,70,161,1.0
65,88,71,4,0.0
65,88,72,4,0.0
65,88,73,4,0.0
65,88,74,4,0.0
65,88,75,4,0.0
65,88,76,4,0.0
65,88,77,4,1.0
65,88,78,4,1.0
65,89,67,161,1.0
65,89,68,161,1.0
65,89,69,161,1.0
65,89,70,161,1.0
65,89,71,161,0.0
65,89,72,4,0.0
65,89,73,4,0.0
65,89,74,4,1.0
65,89,75,4,1.0
65,89,76,4,1.0
65,89,77,4,1.0
65,90,67,161,1.0
65,90,68,161,1.0
65,90,69,161,0.0
65,90,70,161,0.0
65,90,71,161,0.0
65,90,72,161,0.0
65,90,73,4,1.0
65,90,74,4,1.0
65,90,75,4,1.0
65,91,66,33,1.0
65,91,67,161,1.0
65,91,68,161,0.0
65,91,69,161,0.0
65,91,70,161,0.0
65,91,71,161,1.0
65,91,72,161,1.0
65,91,73,161,1.0
65,92,65,33,1.0
65,92,66,33,1.0
65,92,67,161,0.0
65,92,68,161,0.0
65,92,69,161,1.0
65,92,70,161,1.0
65,92,71,161,1.0
65,93,64,33,1.0
65,93,65,33,1.0
65,93,66,33,0.0
65,93,67,161,0.0
65,93,68,161,1.0
65,93,69,161,1.0
65,94,63,17,1.0
65,94,64,17,1.0
65,94,65,17,0.0
65,94,66,17,0.0
65,94,67,161,1.0
65,94,68,161,1.0
65,95,62,17,1.0
65,95,63,17,1.0
65,95,64,17,1.0
65,95,65,17,0.0
65,95,66,17,1.0
65,95,67,17,1.0
65,96,61,20,1.0
65,96,62,17,1.0
65,96,63,17,1.0
65,96,64,17,0.0
65,96,65,17,1.0
65,96,66,17,1.0
65,97,61,163,1.0
65,97,62,163,1.0
65,97,63,17,0.0
65,97,64,17,0.0
65,97,65,17,1.0
65,97,66,17,1.0
65,98,60,163,1.0
65,98,61,163,1.0
65,98,62,163,0.0
65,98,63,17,0.0
65,98,64,17,1.0
65,98,65,17,1.0
65,99,59,163,1.0
65,99,60,163,1.0
65,99,61,163,0.0
65,99,62,163,0.0
65,99,63,17,0.0
65,99,64,17,1.0
65,99,65,17,1.0
65,100,58,163,1.0
65,100,59,163,1.0
65,100,60,163,0.0
65,100,61,163,0.0
65,100,62,163,0.0
65,100,63,17,1.0
65,100,64,17,1.0
65,101,57,115,1.0
65,101,58,115,1.0
65,101,59,163,0.0
65,101,60,163,0.0
65,101,61,163,0.0
65,101,62,163,0.0
65,101,63,17,1.0
65,102,56,115,1.0
65,102,57,115,1.0
65,102,58,115,1.0
65,102,59,115,0.0
65,102,60,163,0.0
65,102,61,163,0.0
65,102,62,163,1.0
65,102,63,17,1.0
65,103,55,115,1.0
65,103,56,115,1.0
65,103,57,115,0.0
65,103,58,115,0.0
65,103,59,115,0.0
65,103,60,115,0.0
65,103,61,163,1.0
65,103,62,163,1.0
65,104,54,115,1.0
65,104,55,115,1.0
65,104,56,115,0.0
65,104,57,115,0.0
65,104,58,115,0.0
65,104,59,115,0.0
65,104,60,115,0.0
65,104,61,163,1.0
65,104,62,163,1.0
65,105,53,29,1.0
65,105,54,29,1.0
65,105,55,115,0.0
65,105,56,115,0.0
65,105,57,115,0.0
65,105,58,115,0.0
65,105,59,115,0.0
65,105,60,115,1.0
65,105,61,163,1.0
65,106,52,29,1.0
65,106,53,29,1.0
65,106,54,29,0.0
65,106,55,29,0.0
65,106,56,29,0.0
65,106,57,29,0.0
65,106,58,29,0.0
65,106,59,29,0.0
65,106,60,29,1.0
65,106,61,163,1.0
65,107,51,29,1.0
65,107,52,29,1.0
65,107,53,29,0.0
65,107,54,29,0.0
65,107,55,43,0.0
65,107,56,43,0.0
65,107,57,43,0.0
65,107,58,43,0.0
65,107,59,43,0.0
65,107,60,43,1.0
65,107,61,43,1.0
65,108,50,29,1.0
65,108,51,29,1.0
65,108,52,29,0.0
65,108,53,29,0.0
65,108,54,43,0.0
65,108,55,43,0.0
65,108,56,43,0.0
65,108,57,43,0.0
65,108,58,43,0.0
65,108,59,43,0.0
65,108,60,43,1.0
65,109,49,29,1.0
65,109,50,29,1.0
65,109,51,29,0.0
65,109,52,30,0.0
65,109,53,30,0.0
65,109,54,30,0.0
65,109,55,43,0.0
65,109,56,39,0.0
65,109,57,39,0.0
65,109,58,39,0.0
65,109,59,39,0.0
65,109,60,39,1.0
65,110,48,42,1.0
65,110,49,29,1.0
65,110,50,29,0.0
65,110,51,29,0.0
65,110,52,30,0.0
65,110,53,30,0.0
65,110,54,30,0.0
65,110,55,43,0.0
65,110,56,39,0.0
65,110,57,39,0.0
65,110,58,39,0.0
65,110,59,39,1.0
65,110,60,39,1.0
65,111,48,42,1.0
65,111,49,29,0.0
65,111,50,29,0.0
65,111,51,29,0.0
65,111,52,30,0.0
65,111,53,30,0.0
65,111,54,30,0.0
65,111,55,43,0.0
65,111,56,39,0.0
65,111,57,39,0.0
65,111,58,39,0.0
65,111,59,39,1.0
65,112,47,42,1.0
65,112,48,42,1.0
65,112,49,29,0.0
65,112,50,29,0.0
65,112,51,29,0.0
65,112,52,30,0.0
65,112,53,30,0.0
65,112,54,30,0.0
65,112,55,43,0.0
65,112,56,39,0.0
65,112,57,39,1.0
65,112,58,39,1.0
65,112,59,39,1.0
65,113,46,42,1.0
65,113,47,42,1.0
65,113,48,42,0.0
65,113,49,29,0.0
65,113,50,29,0.0
65,113,51,29,0.0
65,113,52,30,0.0
65,113,53,30,0.0
65,113,54,30,0.0
65,113,55,43,0.0
65,113,56,39,0.0
65,113,57,39,1.0
65,113,58,39,1.0
65,114,45,42,1.0
65,114,46,42,1.0
65,114,47,42,0.0
65,114,48,42,0.0
65,114,49,29,0.0
65,114,50,29,0.0
65,114,51,29,0.0
65,114,52,30,0.0
65,114,53,30,0.0
65,114,54,30,0.0
65,114,55,43,0.0
65,114,56,39,1.0
65,114,57,39,1.0
65,115,45,42,1.0
65,115,46,42,1.0
65,115,47,42,0.0
65,115,48,42,0.0
65,115,49,29,0.0
65,115,50,29,0.0
65,115,51,29,0.0
65,115,52,30,0.0
65,115,53,30,0.0
65,115,54,30,0.0
65,115,55,43,1.0
65,115,56,39,1.0
65,116,44,42,1.0
65,116,45,42,1.0
65,116,46,42,0.0
65,116,47,42,0.0
65,116,48,42,0.0
65,116,49,29,0.0
65,116,50,29,0.0
65,116,51,29,0.0
65,116,52,30,0.0
65,116,53,30,0.0
65,116,54,30,1.0
65,116,55,43,1.0
65,117,44,42,1.0
65,117,45,42,0.0
65,117,46,42,0.0
65,117,47,42,0.0
65,117,48,42,0.0
65,117,49,29,0.0
65,117,50,29,0.0
65,117,51,29,0.0
65,117,52,30,1.0
65,117,53,30,1.0
65,117,54,30,1.0
65,118,43,42,1.0
65,118,44,42,1.0
65,118,45,42,0.0
65,118,46,42,0.0
65,118,47,42,0.0
65,118,48,42,0.0
65,118,49,29,0.0
65,118,50,29,0.0
65,118,51,29,1.0
65,118,52,30,1.0
65,118,53,30,1.0
65,119,43,42,1.0
65,119,44,42,0.0
65,119,45,42,0.0
65,119,46,42,0.0
65,119,47,42,0.0
65,119,48,42,0.0
65,119,49,29,1.0
65,119,50,29,1.0
65,119,51,29,1.0
65,120,43,42,1.0
65,120,44,42,0.0
65,120,45,42,0.0
65,120,46,42,0.0
65,120,47,42,1.0
65,120,48,42,1.0
65,120,49,29,1.0
65,121,43,42,1.0
65,121,44,42,0.0
65,121,45,42,1.0
65,121,46,42,1.0
65,121,47,42,1.0
65,122,43,42,1.0
65,122,44,42,1.0
65,122,45,42,1.0
66,86,73,4,1.0
66,86,74,4,1.0
66,86,75,4,1.0
66,86,76,4,1.0
66,86,77,4,1.0
66,87,70,4,1.0
66,87,71,4,1.0
66,87,72,4,1.0
66,87,73,4,1.0
66,87,74,4,0.0
66,87,75,4,0.0
66,87,76,4,1.0
66,87,77,4,1.0
66,87,78,4,1.0
66,88,70,4,1.0
66,88,71,4,1.0
66,88,72,4,0.0
66,88,73,4,0.0
66,88,74,4,0.0
66,88,75,4,0.0
66,88,76,4,0.0
66,88,77,4,1.0
66,88,78,4,1.0
66,89,68,33,1.0
66,89,69,33,1.0
66,89,70,33,1.0
66,89,71,4,0.0
66,89,72,4,0.0
66,89,73,4,0.0
66,89,74,4,0.0
66,89,75,4,1.0
66,89,76,4,1.0
66,89,77,4,1.0
66,90,67,33,1.0
66,90,68,33,1.0
66,90,69,33,1.0
66,90,70,33,0.0
66,90,71,33,0.0
66,90,72,4,0.0
66,90,73,4,1.0
66,90,74,4,1.0
66,90,75,4,1.0
66,91,66,33,1.0
66,91,67,33,1.0
66,91,68,33,1.0
66,91,69,33,1.0
66,91,70,33,1.0
66,91,71,33,1.0
66,91,72,33,1.0
66,91,73,4,1.0
66,91,74,4,1.0
66,92,65,33,1.0
66,92,66,33,1.0
66,92,67,33,1.0
66,92,68,33,1.0
66,92,69,33,1.0
66,92,70,33,1.0
66,92,71,33,1.0
66,92,72,33,1.0
66,93,64,33,1.0
66,93,65,33,1.0
66,93,66,33,1.0
66,93,67,33,0.0
66,93,68,33,1.0
66,93,69,33,1.0
66,94,64,33,1.0
66,94,65,33,1.0
66,94,66,33,0.0
66,94,67,33,1.0
66,94,68,33,1.0
66,95,63,17,1.0
66,95,64,16,1.0
66,95,65,16,0.0
66,95,66,16,1.0
66,95,67,16,1.0
66,96,62,17,1.0
66,96,63,17,1.0
66,96,64,16,0.0
66,96,65,16,0.0
66,96,66,16,1.0
66,97,61,163,1.0
66,97,62,163,1.0
66,97,63,17,0.0
66,97,64,16,0.0
66,97,65,16,1.0
66,97,66,16,1.0
66,98,60,163,1.0
66,98,61,163,1.0
66,98,62,163,0.0
66,98,63,17,0.0
66,98,64,16,0.0
66,98,65,16,1.0
66,98,66,16,1.0
66,99,59,163,1.0
66,99,60,163,1.0
66,99,61,163,1.0
66,99,62,163,0.0
66,99,63,17,1.0
66,99,64,16,1.0
66,99,65,16,1.0
66,100,58,163,1.0
66,100,59,163,1.0
66,100,60,163,0.0
66,100,61,163,0.0
66,100,62,163,0.0
66,100,63,17,1.0
66,100,64,16,1.0
66,101,58,115,1.0
66,101,59,163,1.0
66,101,60,163,0.0
66,101,61,163,0.0
66,101,62,163,1.0
66,101,63,17,1.0
66,102,56,115,1.0
66,102,57,115,1.0
66,102,58,115,1.0
66,102,59,115,0.0
66,102,60,163,0.0
66,102,61,163,1.0
66,102,62,163,1.0
66,102,63,17,1.0
66,103,55,115,1.0
66,103,56,115,1.0
66,103,57,115,0.0
66,103,58,115,0.0
66,103,59,115,0.0
66,103,60,115,1.0
66,103,61,163,1.0
66,103,62,163,1.0
66,104,54,115,1.0
66,104,55,115,1.0
66,104,56,115,0.0
66,104,57,115,0.0
66,104,58,115,0.0
66,104,59,115,0.0
66,104,60,115,1.0
66,104,61,163,1.0
66,105,53,29,1.0
66,105,54,29,1.0
66,105,55,43,0.0
66,105,56,43,0.0
66,105,57,43,0.0
66,105,58,43,0.0
66,105,59,43,0.0
66,105,60,43,1.0
66,105,61,163,1.0
66,106,52,29,1.0
66,106,53,29,1.0
66,106,54,29,0.0
66,106,55,43,0.0
66,106,56,43,0.0
66,106,57,43,0.0
66,106,58,43,0.0
66,106,59,43,0.0
66,106,60,43,1.0
66,107,51,29,1.0
66,107,52,29,1.0
66,107,53,29,0.0
66,107,54,43,0.0
66,107,55,43,0.0
66,107,56,43,0.0
66,107,57,43,0.0
66,107,58,43,0.0
66,107,59,43,0.0
66,107,60,43,1.0
66,108,50,29,1.0
66,108,51,29,1.0
66,108,52,29,0.0
66,108,53,43,0.0
66,108,54,43,0.0
66,108,55,43,0.0
66,108,56,43,0.0
66,108,57,43,0.0
66,108,58,43,0.0
66,108,59,43,0.0
66,108,60,43,1.0
66,109,49,42,1.0
66,109,50,29,1.0
66,109,51,29,0.0
66,109,52,30,0.0
66,109,53,30,0.0
66,109,54,43,0.0
66,109,55,43,0.0
66,109,56,43,0.0
66,109,57,43,0.0
66,109,58,43,0.0
66,109,59,43,0.0
66,109,60,43,1.0
66,110,48,42,1.0
66,110,49,42,1.0
66,110,50,29,0.0
66,110,51,29,0.0
66,110,52,30,0.0
66,110,53,30,0.0
66,110,54,43,0.0
66,110,55,43,0.0
66,110,56,43,0.0
66,110,57,43,0.0
66,110,58,43,0.0
66,110,59,43,1.0
66,110,60,43,1.0
66,111,48,42,1.0
66,111,49,42,1.0
66,111,50,29,0.0
66,111,51,29,0.0
66,111,52,30,0.0
66,111,53,30,0.0
66,111,54,43,0.0
66,111,55,43,0.0
66,111,56,43,0.0
66,111,57,43,0.0
66,111,58,43,0.0
66,111,59,43,1.0
66,112,47,42,1.0
66,112,48,42,1.0
66,112,49,42,0.0
66,112,50,29,0.0
66,112,51,29,0.0
66,112,52,30,0.0
66,112,53,30,0.0
66,112,54,43,0.0
66,112,55,43,0.0
66,112,56,43,0.0
66,112,57,43,1.0
66,112,58,43,1.0
66,112,59,43,1.0
66,113,46,42,1.0
66,113,47,42,1.0
66,113,48,42,0.0
66,113,49,42,0.0
66,113,50,29,0.0
66,113,51,29,0.0
66,113,52,30,0.0
66,113,53,30,0.0
66,113,54,43,0.0
66,113,55,43,0.0
66,113,56,43,0.0
66,113,57,43,1.0
