Mixture,Inh_L2-5_PVALB_SCUBE3,Exc_L2-3_LINC00507_FREM3,Exc_L3-4_RORB_CARM1P1,Exc_L3-5_RORB_FILIP1L,Inh_L1-3_SST_CALB1,Inh_L4-5_SST_STK32A,Exc_L5-6_THEMIS_C1QL3,Inh_L1-4_LAMP5_LCP2,Exc_L3-5_RORB_ESR1,Exc_L4-5_RORB_DAPK2,Inh_L4-6_SST_B3GAT2,Inh_L1-3_VIP_ADAMTSL1,Exc_L2-4_LINC00507_GLP2R,Exc_L3-5_RORB_COL22A1,Inh_L1_SST_NMBR,Inh_L2-4_VIP_CBLN1,Inh_L1-2_SST_BAGE2,Exc_L5-6_FEZF2_EFTUD1P1,Inh_L1-2_PAX6_CDH12,Exc_L5-6_FEZF2_ABO,Exc_L4-6_RORB_SEMA3E,Exc_L4-5_RORB_FOLH1B,OPC_L1-6_PDGFRA,Oligo_L1-6_OPALIN,Inh_L4-6_PVALB_SULF1,Exc_L4-6_RORB_C1R,Exc_L2_LAMP5_LTK,Inh_L2-4_PVALB_WFDC2,Inh_L1-3_VIP_GGH,Inh_L1-3_VIP_CHRM2,Exc_L4-6_FEZF2_IL26,Exc_L5-6_THEMIS_FGF10,Inh_L2-6_LAMP5_CA1,no_class,Exc_L5-6_SLC17A7_IL15,Astro_L1-6_FGFR3_SLC14A1,Exc_L5-6_THEMIS_CRABP1,Inh_L4-5_PVALB_MEPE,Inh_L3-6_VIP_HS3ST3A1,Inh_L1_SST_CHRNA4,Inh_L3-5_SST_ADGRG6,Exc_L5-6_RORB_TTC12,Exc_L6_FEZF2_SCUBE1,Inh_L5-6_PVALB_LGR5,Inh_L2-6_VIP_QPCT,Inh_L3-6_SST_HPGD,Inh_L2-3_VIP_CASC6,Inh_L1-2_VIP_PCDH20,Inh_L2-4_SST_FRZB,Exc_L3-5_RORB_TWIST2,Inh_L2-5_VIP_TYR,Inh_L1-4_VIP_PENK,Inh_L1-2_VIP_TSPAN12,Inh_L1-3_VIP_CCDC184,Inh_L1-2_GAD1_MC4R,Inh_L1-2_VIP_LBH,Inh_L2-5_VIP_SERPINF1,Micro_L1-3_TYROBP,Inh_L5-6_SST_NPM1P10,Inh_L4-6_SST_GXYLT2,Inh_L1-4_VIP_CHRNA6,Inh_L5-6_SST_MIR548F2,Inh_L5-6_SST_KLHDC8A,Inh_L5-6_GAD1_GLP1R,Exc_L5-6_THEMIS_DCSTAMP,Inh_L5-6_SST_TH,Exc_L4-5_FEZF2_SCN4B,Exc_L6_FEZF2_OR2T8,Inh_L1-4_VIP_OPRM1,Astro_L1-2_FGFR3_GFAP,Inh_L1-2_PAX6_TNFAIP8L3,Inh_L2-4_VIP_SPAG17,Inh_L3-6_SST_NPY,Inh_L1-3_PAX6_SYT6,Inh_L1-2_LAMP5_DBP,P-value,Correlation,RMSE
10021_532,0.023800437069952,0.105469614257976,0.0676837984260187,0,0.00488445936047383,0,0.0872786911912201,0.00821120196950909,0.0157231863131489,0,0,0.0153422098098565,0,0.0551116225329294,0.00489462816225784,0.00440954474890275,0,0.043164269352143,0.0105791792983403,0.0279162540401408,0,0.0777705605387871,0,0,0,0.0330690205510849,0.0164998752019328,0,0,0.0202107419810129,0.00983963999405747,0.0345100625467155,0,0.0429712058786317,0.000835856667291016,0.0117630802012929,0.00954863194291342,0,0.00674619224709501,0,0.0159254528812928,0.00138831722103056,0.00814230622528475,0,0.00408334508914788,0.0366268987358558,0.0148443905916773,0.00372927375662263,0.0156260706833235,0,0.00565776641510653,0.00106014909796409,0.00208023931405619,0.0216573810219599,0,0.00378931897071901,0.00711449256504323,0.000496806473602834,0,0.00789940873873665,0.00050875104245356,0.0251347712476641,0.018287599573976,0.00242159870627451,0.00341558058591072,0.00503463970992342,0.00689956401831227,0.0163666076792467,0,0,0.0203319278074596,0.00719010477766739,0.00130091975905823,0.00440395045457654,0.000348402572369842,0,0.789863294315268,0.779795389146418
10021_533,0.0220468391025363,0.108996563286516,0.0543265023873767,0,0,0,0.131497116925754,0.00450624278880987,0,0,0,0.0147341039482133,0,0.0407254377350198,0,0.00635393821990827,0,0.0353337834158664,0.00390247567209156,0,0,0.0651787265591924,0,0,0,0.0286249442511441,0.0322992124030555,0,0,0.00661058620008386,0.032204410414889,0.0256459444473671,0.000842387381454401,0.0567229582388557,0.0187956787637345,0.0127179154580948,0.0057344861139444,0,0.0126105135086227,0,0.0173231546244745,0,0.0110840009312927,0,0.00661004497807987,0.0376388295060933,0.0107399816242245,0,0.0187715967503812,0,0,0.0032820245270505,0.00420971582349062,0.0237358482804838,0,0,0.0163403305744807,3.54118133842762e-05,0,0.00181284356019271,0.0056096778029959,0.0305422850632433,0.0210904328095879,0.00147274562534941,0,0.00587014489959722,0.00617971962080382,0.0176908692321068,0,0,0.0133743534368759,0.0114118225373687,0.00136902662363716,0.0127229706812024,0.000671401451071632,0,0.484356782760827,0.892403874450861
10021_534,0.0169986314124528,0.100568162250738,0.0462389715938405,0.0110580776664216,0,0,0.146707070921053,0.00538037039256529,0.00682431157943463,0,0,0.00837991803479945,0,0.0474991836543727,0,0.00690729802960838,0,0.0328662667207599,0.00399511303233716,0.00176686328318764,0,0.0483669523108692,0.000436546790361031,0,0,0.0344073533251,0.0387806209516807,0.00221718218432843,0,0.0130668975505906,0.0249987778176007,0.0309236087585158,0.0069355357935743,0.0328726761344024,0.0136890656596303,0.0126274695363108,0.000976821335025358,0,0.0153105507560995,0,0.010345812093363,0.00843176374381219,0.0123878862423816,0,0,0.049841116139172,0.00773634446120524,0,0.0181114135092891,0,0.00820292417656284,0.0102985110393943,0.00441136890102316,0.0151512857830545,0,0,0.019252067969276,0.000183694447686255,0.00425787669114843,0,0.00734706981588762,0.0208026982342133,0.0276401351395082,0,0,0.00271985563849511,0,0.0163991346067214,0.00691009292154137,3.67078388438881e-05,0.0103193388600497,0.00570802584047202,0.00682742998582856,0.0134082603043381,0.00246888814107227,0,0.850652713432751,0.749838390556716
10021_535,0.00291315373469492,0.100828231891983,0.0305865498514791,0.00379510982867973,0,0,0.00720892110396775,0,0.0176926554610426,0,0,0.0112710290621623,0,0.0292798708511688,0.0148332498313338,0.00711476821910472,0.00516903783846708,0.0184396475451785,0,0.0379398168341045,0,0.0526019555849366,0.00566123577100647,0,0,0.0334635156138798,0.0802752791704426,0.0107183194388141,0,0.00647611498176496,0.0339369684777062,0.00757429072947604,0.0117496556573844,0.0419556274578062,0.0160021108281673,0.0168053962798419,0.0192079526544241,0.0112246782211514,0.0105048786533011,0,0.00501528874085673,0.011459558909576,0.00936194699802042,0.00111981365912133,0.00433030217351182,0.0728081427369133,0.0114246723975142,0,0.0218143460410725,0,0.00648342627619799,0,0,0.0157483402572232,0,0,0.00865630566069531,0.00277901423591659,0.00290542368714322,0.00506033900826897,0.00608701211117197,0.0113990225319018,0.018475043163602,0.00576328166704714,0.0155406742202961,0.00707884667444405,0.0231158121958132,0.0207688767688994,0.00933015742235169,0.00310974465159944,0.023661937129524,0.0124761421439737,0.0173350986232353,0.00166140834063863,0,0,0.469933482475221,0.896584730456334
10021_536,0.0279995251048009,0.0624532466286781,0.0947580997086978,0,0,0.00731673073735566,0.0535025077170669,0.0112537551593718,0.0199252954724257,0.018688919375854,0,0,0,0.0111887416505954,0,0,0.0106688896599692,0.0100173042696678,0,0,0,0.0684451358271253,0,0.00197713679018322,0,0.0199446998763475,0,0.0242961355787057,0,0.0158216584805794,0.0313685015502988,0.0358359859603903,0.00990241328837462,0.0526994421838005,0.0108003628162753,0.00445541415213914,0.0122045341097021,0.0182489440357389,0.0153821593128103,0.003953860938623,0.0122236638641488,0.0123207155033849,0.0255257307764419,0.0326441884175159,0.00136045800449338,0.0154140571876676,0.0130453892826296,0,0,0,0.00665729815247477,0.00697968460058718,0.00925989301625148,0.032746602511294,0,0.0132307398180039,0.00750239040993285,0.000334781387079305,0.00390471866910707,0.00910127830922107,0.00632809950985619,0.0202531804043469,0.0274572445554255,0.00775929773451205,0.0125447763272512,0,0.0134367211322247,0.00975116982395269,0.000236807423604631,0,0.0324944958463843,0.00612997480329693,0,0,0.00824724214333407,0,0.520290534006252,0.879158392771999
10021_539,0.0118983034521832,0.122825792134716,0.0566594616512556,0.0068236352981694,0,0,0.0892363796538691,0.0146324421244078,0,0,0,0.0233712212014819,0,0.0561931908731931,0,0.00547161018863758,0,0.0412082081134784,0.00336606261849619,0.018201529378484,0,0.091148071236467,0.00474369392389426,0,0,0.022082616668175,0.0376383358371166,0,0,0.00313731176824451,0.0131149343747077,0.0310475449032922,0.00190317744091686,0.0219561507779398,0.00337494292151352,0.0182972392440364,0.0101220332648204,0.00240894939131834,0,0,0.0159358890305563,0.00285588000262682,0.0196916420524206,0,0.00450370612879435,0.0393897445133308,0.00434279793781686,0.00586152307321045,0.0190058719784283,0,0.00941717680730366,0.000741163414154695,0.00331201658206774,0.0198703526837072,0,0,0.0084180749624382,0.00259837370467341,0,0.015978491978093,0,0.0223610967483663,0.0123129956931454,0.00327672834300992,0,0.00463068188531839,0.0145332381780315,0.0135120001554304,0.00715879637598776,0,0.0187117576737015,0.00956460503459325,0.00531617132092151,0.0058363853010565,0,0,0.824863813039011,0.767107002677283
10021_545,0.0157895937158238,0.116393691295064,0,0.0202369219532646,0,0,0.131376320542179,0.00354067027248576,0,0,0,0.0212879065394622,0,0.0433727711442081,0,0.00503210073424357,0,0.0340178179968859,0.0045589170406501,0.00500368091689228,0,0.0706550970668655,0,0,0,0.0598143282384795,0.0685448213716558,0,0,0.00698916407593723,0.0234521329250799,0.0462571616868934,0.00500284606135064,0.0355101543557469,0.0131269211439328,0.00414881087508093,0,0.0177596890471574,0.00994758821312897,0,0.00583548955522653,0.0102070018175691,0.0144577041600087,0.000255300346833115,0.00406118963720897,0.0329173032314182,0.00138527315879747,0,0.0149727859502128,0,0.00847176207511833,0.00464105473780122,0,0.0161096918197448,9.39456521847707e-05,0.0063925114752262,0.0156111788073482,0,0.0052301572159564,0.00703080946410145,0.000464965386181947,0.0170460013389211,0.0172588911891744,0.00571362767942773,0,0.00503794221249185,0.00158862466242176,0.0234826349519664,0,0,0.0118311635065676,0.00770581331746213,0.000378069438160871,0,0,0,0.774139760794245,0.788930609341482
10021_546,0.0167934996340314,0.0711552418281213,0.0455204189527172,0.00187173348492726,0,0,0.125774628066684,0.00396727160404294,0.00894536137812813,0,0,0.0046164688546195,0,0.0454882716920028,0,0.0104854751301361,0,0.0287250744580994,0.0125001480952899,0.0029502927386329,0,0.0724084814488935,0,0,0,0.0538272919158095,0.0600173240115416,0,0,0,0.0318091927497501,0.0279788397344194,0.00669630449292945,0.0420106205965414,0.0124476331359469,0.0115396400051062,0.00977263827980778,0,0.0171715151268305,0,0.0159891768809191,5.28647772070543e-05,0.00813414235101455,0.000656610829705084,0,0.043815108154699,0.0101524479259951,0,0.013121245960922,0,0.00538636442738776,0.00875108248146514,0.0120075513068942,0.0188682280614223,0,0,0.0145682771759021,0,0.00459508391653707,0,0.0141319394779346,0.0159410358864271,0.018548415767337,0.00291372999174333,0.00197968637703008,0.000499543358168322,0.00147997511871404,0.0233658960490367,0.00641216755159804,0,0.00939891900483638,0.003730434616452,0.00516492949921888,0.0158617756364232,0,0,0.833502400105226,0.752989403502532
10021_547,0.0219633085774299,0.0750202589617096,0.0475014605473104,0,0,0,0.166622650269633,0.00530262351361569,0.0157927257034139,0,0,0.0130971398309067,0,0.0456508967548472,0,0.000506401063636852,0,0.0321516868137047,0.0050989699136006,0,0,0.044616532391467,0,0,0,0.0377928359638553,0.0556577950829766,0.00631974848338466,0,0.0141963473875438,0.0335657937043011,0.0259597953526003,0.00295678458763785,0.032786608999686,0.0133446526662392,0.0110728517417578,0.00583179352496657,0,0.022665692255775,0,0.0164936082585808,0.00871635427386294,0.0138504699810481,0,0.00189911827454732,0.0406501093655685,0,0,0.0200801904377759,0,0.000616431331490723,0.00679227708744076,0.0138320964173657,0.0192733534223781,0,0,0.0149837079836926,0,0,0.0010410671154502,0.015100799462361,0.0112728173391759,0.0187480508157083,0.00101815630329227,0.00131454241343441,0.003666953302978,0.00247849246303998,0.0180744348231277,0,0,0.0105407970413068,0.00585544040969004,0.00252201088833407,0.0142847215598454,0.00141864513650413,0,0.852416424127743,0.745496446979019
10021_548,0.0235215494994436,0.0785730723559453,0.0593843060193184,0,0.000684917040387554,0,0.10099110318504,0.0190506102434963,0.010076093378572,0,0,0.00789798675058596,0,0.0521461534282325,0.00334198782148777,0.00208888430331714,0.000375062316805966,0.0331015754015124,0.0154777101024927,0.0184203547746103,0,0.0718938381293007,0,0,0,0.0309225201285514,0.0651897404613856,0,0,0.00795773104782226,0.0223982636323052,0.0283985460662706,0,0.0474798455078978,0.00542026605738954,0.0123343436773254,0.0210716245718896,0.00251384259775222,0.0133191954534464,0,0.017002398354974,0.00714640877635758,0.00326956564958584,0.00394864401944007,0,0.0314879792073592,0.0148835903777939,0.00543761412090473,0.013481158814371,0,0.0113609151667187,0,0,0.0203580857347546,0,0.00357327474485852,0.00391159807104704,0,0.00707729629003326,0.00531102663112443,0.00450715297121764,0.0170280457584252,0.0181530448822096,0,0.00188698625593022,0.00261258351961067,0.002935611265969,0.017230468859347,0.0010786199503436,0,0.020443852337874,0.00704369492836385,0.00165113418750044,0.00314812517130148,0,0,0.73120413053769,0.802074220358158
