Mixture,Inh_L2-5_PVALB_SCUBE3,Exc_L2-3_LINC00507_FREM3,Exc_L3-4_RORB_CARM1P1,Exc_L3-5_RORB_FILIP1L,Inh_L1-3_SST_CALB1,Inh_L4-5_SST_STK32A,Exc_L5-6_THEMIS_C1QL3,Inh_L1-4_LAMP5_LCP2,Exc_L3-5_RORB_ESR1,Exc_L4-5_RORB_DAPK2,Inh_L4-6_SST_B3GAT2,Inh_L1-3_VIP_ADAMTSL1,Exc_L2-4_LINC00507_GLP2R,Exc_L3-5_RORB_COL22A1,Inh_L1_SST_NMBR,Inh_L2-4_VIP_CBLN1,Inh_L1-2_SST_BAGE2,Exc_L5-6_FEZF2_EFTUD1P1,Inh_L1-2_PAX6_CDH12,Exc_L5-6_FEZF2_ABO,Exc_L4-6_RORB_SEMA3E,Exc_L4-5_RORB_FOLH1B,OPC_L1-6_PDGFRA,Oligo_L1-6_OPALIN,Inh_L4-6_PVALB_SULF1,Exc_L4-6_RORB_C1R,Exc_L2_LAMP5_LTK,Inh_L2-4_PVALB_WFDC2,Inh_L1-3_VIP_GGH,Inh_L1-3_VIP_CHRM2,Exc_L4-6_FEZF2_IL26,Exc_L5-6_THEMIS_FGF10,Inh_L2-6_LAMP5_CA1,no_class,Exc_L5-6_SLC17A7_IL15,Astro_L1-6_FGFR3_SLC14A1,Exc_L5-6_THEMIS_CRABP1,Inh_L4-5_PVALB_MEPE,Inh_L3-6_VIP_HS3ST3A1,Inh_L1_SST_CHRNA4,Inh_L3-5_SST_ADGRG6,Exc_L5-6_RORB_TTC12,Exc_L6_FEZF2_SCUBE1,Inh_L5-6_PVALB_LGR5,Inh_L2-6_VIP_QPCT,Inh_L3-6_SST_HPGD,Inh_L2-3_VIP_CASC6,Inh_L1-2_VIP_PCDH20,Inh_L2-4_SST_FRZB,Exc_L3-5_RORB_TWIST2,Inh_L2-5_VIP_TYR,Inh_L1-4_VIP_PENK,Inh_L1-2_VIP_TSPAN12,Inh_L1-3_VIP_CCDC184,Inh_L1-2_GAD1_MC4R,Inh_L1-2_VIP_LBH,Inh_L2-5_VIP_SERPINF1,Micro_L1-3_TYROBP,Inh_L5-6_SST_NPM1P10,Inh_L4-6_SST_GXYLT2,Inh_L1-4_VIP_CHRNA6,Inh_L5-6_SST_MIR548F2,Inh_L5-6_SST_KLHDC8A,Inh_L5-6_GAD1_GLP1R,Exc_L5-6_THEMIS_DCSTAMP,Inh_L5-6_SST_TH,Exc_L4-5_FEZF2_SCN4B,Exc_L6_FEZF2_OR2T8,Inh_L1-4_VIP_OPRM1,Astro_L1-2_FGFR3_GFAP,Inh_L1-2_PAX6_TNFAIP8L3,Inh_L2-4_VIP_SPAG17,Inh_L3-6_SST_NPY,Inh_L1-3_PAX6_SYT6,Inh_L1-2_LAMP5_DBP,P-value,Correlation,RMSE
10021_876,0.0109852323602595,0.0634732269280763,0.0306743109207695,0,0.00516432158044228,0,0.164824677830553,0.0146212743946127,0.0147418919032117,0,0,0.00646635570910056,0.00467971871582361,0.0383283086780015,0,0.00556018336952352,0,0.033868924041158,0.00994839716999613,0.00390409252938467,0,0.0712503262388801,0,0,0,0.038585135831575,0.03384571111708,0.00483604382516799,0,0.0199745604132383,0.0192850847501274,0.0251203546960519,0.000545315465966439,0.0400622141850342,0.0156609332082725,0.00987104078298367,0.0186772977602582,0,0.021207634104908,0,0.0105740699868198,0.00813184630365146,0.0128795545391072,0,0.00349403271764928,0.0336405755784612,0.0135567065351728,0,0.0155284914641005,0,0,0.00514203138882476,0.0113336907975751,0.0132581251226767,0,0,0.016709529513798,0,0.00537547512230156,0.00283826125762911,0.0120102066004005,0.0246844097134876,0.0163256295004305,0,0,0.00429551522228728,0.000740162407510224,0.0193523788385212,0.00280150260161178,0,0.0121821796153058,0.00608118116999134,0.00547882813572687,0.0129399347769222,0.00448311257958098,0,0.834755071034793,0.752500202811803
10021_888,0.00321054692080945,0.0958902331041248,0.0233175786324949,0,0.00171141227319501,0,0.0743077936487601,0.00173576052137773,0.00533399478431656,0,0,0.00956259181801696,0,0.0403645959053933,0,0,0.00354860187476553,0.0282555557486681,0.00778110280705995,0.0453554702289466,0,0.0963811629369505,0.00279844478786587,9.64941857862433e-05,0.0132669819837174,0.0353469255482758,0.0366145532524863,0,0,0.00444515968289019,0.0462576232563747,0.0204435305360849,0.0186406673959932,0.0202958371729351,0.0187334007218071,0.02028892787997,0.00601670977395616,0.00613431133800491,0.00801883338727693,0,0.0150347221202071,0.0202843382463128,0.0222363356800423,0.00134569123178459,0.00978457892185305,0.0343259864420207,0.00333139842413624,0.0153563493535904,0.007576993835642,0,0.0122217108856075,0,0,0.0141705720956096,0,0,0.0181714667946837,0.00151302178050115,0.00446026135819471,0.0169057648055721,0,0.0140297199325195,0.00601065771725988,0.0091971370523401,0,0.0065054153536564,0.0157208519333045,0.0139312840732639,0.00914256172246434,0,0.00728894888311968,0.00620270754269527,0.00843518311959741,0.0124957441008264,0.000165794484890568,0,0.891831195964883,0.734169868925261
10021_889,0.000435390935571288,0.151023809947556,0.0175573515962779,0,0.00946439312061777,0,0.0710802560315664,0.0111262304070965,0,0,0,0.0182827725647088,0,0.0632624678821198,0,0.00923867224449957,0.000430734409941456,0.030431257040882,0.00528506755943491,0.0209431005448122,0,0.113332576445326,0.00135214896818946,0,0,0.0168017227498169,0.0625079750337236,0,5.23686735361545e-05,0.0207142665778092,0.0262316726503879,0.0263009837535171,0.00400189054975669,0.0269234258774382,0.019047362521639,0.0107996167405355,0.000964896137757879,0.00810571861252218,0.00151031850496824,0,0,0.00695927279813768,0.0150598260572598,0.00266899408006623,0.0109407764941829,0.0339854107139461,0,0.00236621916402157,0.00565896410767079,0,0.00429404031117993,0.00298700932794564,0.0135826714708476,0.0181418381388152,0,0,0.00884951636111581,0,0,0.0132320764630374,0.00332361270344808,0.016873141337879,0.00712887358266613,0.00276342251001227,0,0.00755847808504459,0.0160407214741233,0.0200269097563326,0.00184337636670036,0,0.00864293644099146,0.00555277014346222,0.0103786595082838,0.0130781829476492,0.000853851573171678,0,0.860186978851391,0.748362233099818
12876_124,0.0117636215459025,0.1305239313638,0,0.0213374382984312,0,0,0.0946436796052245,0.000285404404968873,0,0,0,0.0252334628973979,0,0.0230929024026092,0,0.00526275982778797,0.00119986199578302,0.0470601652595344,0,0.0221199923725408,0,0.0860757936968442,0,0,0,0.0594510942979881,0.0592540357612687,0,0,0.00257528665375374,0.0269032170244111,0.0476270486672208,0,0.0553794426686867,0.0165789913759715,0.000859407757337219,0,0.00988226587434842,0.00846442082736347,0,0.000512134632919792,0.0031911911792487,0.000465197569070576,0.00127235158771756,0.0018481005237765,0.0280308614214216,0.0068047427793418,0,0.0201206596018206,0,0.00119479973022394,0.00654772735046396,0,0.023914407386301,3.14069954834519e-05,0.0108359100549749,0.0166490600366188,0,0,0.0152882027223074,0.000907555826642359,0.0305052048949175,0.0139999321739198,0.00668116340854187,0,0.0060628644008527,0.0076988305887699,0.0225414455229297,0,0,0.00874521849516376,0.00888073053890478,0,0.000160268381808758,0.00153580761668412,0,0.698005230659613,0.819342287604806
12876_125,0.00416417800873082,0.0590898571395762,0.0451621290638238,0.00402821546347573,8.47277051789952e-06,0,0.109557467666976,0.00528961530048277,0,0,0,0.00804463226328926,0,0.0442968307122983,0,0.00352308141968086,0.00854429493430906,0.0375945471164158,0.0177220519942857,0.0183011632022111,0,0.0447011399911568,0.00475153422786663,0,0.00173275755820872,0.0320345504894561,0.0220308429798979,0.0146429256566635,0,0.00924380818469972,0.0374358381080738,0.0212404101840842,0,0.0504814471503889,0.0180336323003523,0.00402945800544311,0.0139776946629265,0.000700914666920241,0.0208429442312781,0,0.0197716774160996,0.0122067367764529,0.00414621786860245,0.00196757871851426,0,0.0764831005675563,0.0188891373110196,0.000682070097330128,0.0201608918772526,0,0,0.00706681068735295,0.00428652842159567,0.0279181328476645,0,0.00655302829105544,0.0159836095343549,0.00664946987417927,0,0.0151775918397408,0.00334078116674382,0.00342372687269132,0.0192599533065752,0.00109307110318829,0.00955886345870803,0.00800959077084775,0.00585727325650991,0.0132274364883479,0.00186685582780825,0,0.00427705406122946,0.00568854820972382,0.0153392743026802,0.00552315257203943,0.00438540102064497,0,0.725440895433971,0.800100493102019
12876_126,0.00398140775458745,0.171684993298694,0.0477592371717625,0,0.000805557521458278,0,0.0277933595672647,0.00606404467505032,0,0,0,0.0187519135368983,0,0.0583011534427782,0,0.00388854983217623,0.00289923168657707,0.0306024396499738,0.0001509242364035,0.0347876442931735,0,0.131911957345845,0,0,0,0.00966983819805218,0.0429825510157103,0,0,0.0165481452366202,0.00230343314676361,0.040298541108126,0,0.0345403682163553,0.0241366487960368,0.00282374114972092,0,0.00473590944895567,0.00705128845268218,0,0.0149622302528034,0.0266418627588956,0.0175029893938464,0.00404911028155465,0.00563369681607336,0.0269956733733643,0.00515873206923767,0.00439585701491282,0.00729940135965664,0,0.00765939620371868,0.00215869326353969,0.00513136897574345,0.0236140047237082,0,0.00502174297265733,0.0107878599003731,0,0,0.0116265524357905,0,0.0135386430625125,0.0108037648709897,0.00285505673520522,0,0.00490931895175474,0.0200908258882922,0.0194790475569294,0,0,0.0112170929230185,0.00920654339343435,0.00144143790644214,0.00203921290211996,0.00130700523175988,0,0.790130814379864,0.783077213318971
12876_135,0.0169770443099329,0.112946323312034,0,0.00635031966648525,0.000305670761026125,0,0.113850012037865,0,0,0,0,0.0222736783218076,0.000306304677374369,0.0314954401086628,0,0.00842410363979081,0,0.0355119394674533,0,0.00198766218688308,0,0.0833963799202304,0,0,0,0.0502259191652246,0.0800930375152605,0,0,0,0.0236458664405442,0.0501323516137302,0.00138033419687903,0.0546058817468154,0.0196059445044184,0,0,0.0125837289330533,0.00785275116389579,0,0.00200404374352707,0.00668291359359085,0.00915715956498918,0,0.00319269210039195,0.0335777579567623,0.0112682308707017,0,0.0164646989957847,0,0,0.0107899216198322,0,0.0270211143284903,0,0.0110104581766755,0.0165824038034833,0,2.44924625569007e-05,0.0184305456329564,0.00574624227465648,0.0225271102065446,0.0155583685584803,0.0074093660875638,0,0.00573924798987066,0.00546259062313506,0.0214552615598605,0,0,0.00964473343048941,0.00225630988716223,0.000822118129460793,0,0.00322152471366715,0,0.723761045121769,0.808342024797881
12876_136,0.011837008159427,0.101530478844394,0.0404952371052609,0,0,0,0.13039049416457,0.0129350079927669,0,0,0,0.0218030467676395,0.00379974015894129,0.0393137631990228,0,0.00858122861317774,0.0013421881414834,0.044658155858557,0.0143058794621244,0.0369742419409029,0,0.0798263239134304,0,0,0.00301724118854863,0.0192952868554812,0,0.00906957633810323,0,0,0.0215138706399861,0.0309034006814684,0,0.0411336678687454,0.010353257621802,0.00114819601269403,0.0130972210936655,0,0.0133627340956856,0,0.0109727814630917,0.01863692063168,0.00774142624654347,0,0,0.0457810735354348,0.0129770482793173,0,0.0142302020708933,0,0.00877622348806439,0.00294163043083851,0.00437004429759984,0.0229991311861728,0,0.00380524518199205,0.0144761372429879,0.00166174608250404,0.00232882433507289,0.0148931136184082,0.00135533644745254,0.0126766785610464,0.0109302643688996,0,0.00435705962629503,0.00699501190409254,0.0154564908991942,0.0190953664589145,0,0,0.014947264438695,0.00796223756568891,0.00269578537915743,0.00624970954208457,0,0,0.706331442840067,0.810336051066775
12876_137,0.00220631657752508,0.132171304454292,0.0495509868740205,0,0,0,0.111856187818628,0.00338296939085899,0.000481310731817951,0,0,0.0154488928504166,0,0.0590557515407919,0,0.00951429430106988,0,0.036780303012244,0.00373026885250328,0.0313960176275434,0,0.101827880214248,0.00451184539129112,0,0,0.00584082394301043,0.0556186689997839,0,0,0.00488475374532411,0.0128966099339283,0.0236724066279147,0.00739451685186919,0.0266634105399822,0.0171763689304055,0.00794102293227667,0.00197838117106506,0.00760042978241062,0.00443758504724335,0,0.0145810517776563,0,0.00330478433279002,0.00413153688761878,0.0010962380031738,0.0511733204541191,0.00439926241551882,0.00717354184562478,0.0137805386751558,0,0.00838462988729581,0.00604509327049842,0.00814188062478034,0.012051863785279,0,0.00360868776527762,0.0121860538612732,0.00305541622202632,0,0.012173918574831,0,0.0153269893709983,0.00716757581771718,0.00238033286017681,0,0.00514669546510416,0.0168168861987527,0.0129174139887098,0.00571633183344191,0,0.00858551132711475,0.00994176243452581,0.00289546748764173,0.00360625398065097,0.00619165270978169,0,0.838992311613718,0.760198464524084
12876_181,0.0129651650108924,0.0841195112926157,0.0356539712669271,0,0,0,0.129416636260381,0.0092591695986041,0,0,0,0.0142899648517237,0,0.0389141160076342,0,0.00742335567012144,0.00388685194974079,0.0428441914014399,0.00954016088933904,0.0337847970567537,0,0.0762029137489895,0,0,0,0.0342354205541123,0,0.00631617320922987,0,0.00068169048522313,0.0366852070691537,0.0360970578220331,0.00120072435795753,0.0442331260669988,0.00984217812467581,0.000520541786011939,0.00844543315716604,0.00634033253725971,0.0129311307621384,0,0.0213110428807608,0.01250514670118,0.0174000354641506,0.00215300914174716,0,0.0389163399940522,0.0163884971431919,0,0.0189597028885617,0,0.00293859161816238,0.00682657731977147,0.00473367713530063,0.0232201329863536,0,0.00692615141754559,0.0118800302741067,0.00254431291072356,0,0.0101773886835917,0.00278311160615437,0.020722925360086,0.0138723042908547,0,0.00391498314273175,0.00686001122814588,0.00768818248496668,0.012720011045901,0,0,0.0172677788022592,0.00612289533225419,0.000983883737920988,0.0113333908570022,0.00302006461540002,0,0.783478171854108,0.779532540863839
12876_182,0.0116063623611605,0.107716498470772,0.0592985872742354,0,0,0,0.0738227224962927,0.0161863905129252,0.00624541075352313,0,0,0.0156071975075798,0,0.0391864340409151,0,0.00278151645959574,0.00687058533716356,0.0484352163509696,0.00992210064283343,0.046332263861058,0,0.110692674548098,0,0,0,0.0241668519009258,0.000857144221176421,0,0,0.00337588330952561,0.0213418250061797,0.0379772450962967,0,0.0281411193511828,0.0078525104793185,0.00384339366172385,0.0184613418631267,0,0.0031209661252327,0,0.0203776775823084,0.0188131934129391,0.0104041768743793,0.0071057947093773,0.00536682263376025,0.0327874909806016,0.0168697602808977,0.00161465556509558,0.016192051012079,0,0.0121456591067108,0.0050370781990912,0.00366461706517381,0.0252521957284448,0,0.0099220154319478,0.00925311855743824,0.000181441839883802,0.000788313632362358,0.0148069093509646,0.00151408533597301,0.0103063109006096,0.0171823917187586,0,0.00131816242292691,0.00905452022008245,0.00847062077397753,0.0100171527855326,0,0,0.01660050655923,0.0106272131208519,0,0.000483822566791112,0,0,0.766035507837851,0.788536181880116
12876_183,0,0.124922274834807,0.0427759080021357,0.0204407649996621,0,0,0.0693809184515994,0.000128837463632476,0,0,0,0.00936713318283798,0,0.0336259268612608,0,0.00224844140184871,0,0.0197248981315451,0.0130260445466025,0.0489118900481041,0,0.0502922543419231,0.000578572315968607,0.000711513190224727,0.00632928396649937,0.0345156180048998,0.0159966079254141,0,0,0.0180684982697752,0.0612303585107489,0.0162941224509944,0.0175987410961777,0.0346136471174016,0.0167735723660021,0.00221641491769899,0.00544552871389575,0.00881281113569538,0.00633122080023604,0,0.019509602696507,0.0350765048429416,0.0142057179240484,0.00623026032305203,0.00463483522513768,0.0315602668657399,0.0078093306106703,0.0115697537587838,0.00830369187879899,0,0.0109990488976046,0.0066353398688495,0.00616441524028559,0.0162505945004984,0,0,0.0131685354127082,0,0,0.00686421397651245,0,0.0117964801910397,0.0147852899963344,0.00904125590819459,0,0.0100614599891929,0.0207408985433804,0.0167163852090055,0.00654540437328881,0,0.0107434950672219,0.0104558659382741,0.000892536041023273,0.00613038489435731,0.00274662877895743,0,0.831219171333624,0.760272273984438
12876_184,0,0.129565602740265,0.0419718088469227,0,0,0,0.0929398683136636,0.00270281899115261,0.00763302755594909,0,0,0.0185892191330431,0,0.0524394898006534,0,0.004766714803504,0.00387493925004115,0.0390412703497586,0.00127804607300249,0.0226294806956787,0,0.108479190897362,0.00342409674656454,0,0,0.010392375697906,0.0560565007632868,0,0,0.00562510699875709,0.0114625029734918,0.0181684777228013,0.00726896347788403,0.0355171997441341,0.00743504238466881,0.00573897222139792,0.00687814566119694,0.00416425959090457,0.0108316699775053,0,0.01014771457764,0.00590407726723235,0.0138778229371465,0.00894782476952449,0.00366469368466854,0.0462556394811112,0.0118483145670076,0.0125985163712695,0.0139771015367994,0,0.00596218180204293,0.00397245541942262,0.00528340724181072,0.0187726819509848,0,0.00298487241587326,0.00243948787868401,0.00339537545632711,0,0.0179637810406796,0,0.0217281300502694,0.00797947860865579,0.00253683351956181,0,0.0084028960401976,0.0163236381770067,0.0100927954611429,0.00125939491364231,0,0.0168545543786482,0.00759955119314166,0.00452165230054491,0.0041749500806042,0.00165538546686414,0,0.836640056053683,0.761526901494729
12876_185,0,0.117722705591748,0.0562872764451722,0,0.00727254762823088,0,0.0904849843732776,0.0113442609072697,0,0,0,0.0146533804218052,0,0.0576293369230608,0,0.00217228172874101,0.00152917719637278,0.0323496263295023,0.0164523694707902,0.0236432032778569,0,0.102495018918994,0.00359444239051532,0,0.000196885277728981,0.0219781101859968,0.0479688652860511,0,0,0.0141004734380159,0.0228802385278813,0.0206998995642117,0.00320458469369679,0.00504567688358203,0.0180350072521981,0.00615463925203982,0,0.0083611642055048,0.0130546454431009,0,0.00504156898993624,0,0.0124465828561429,0.0083278957213883,0.00286035029895526,0.0503333512879057,0.00590548270913003,0.00383846357350469,0.0142398082915722,0,0.00863189844863064,0.00575751901498252,0.0108211375992991,0.0127667061555331,0,0,0.00735851315471462,0.00476888440338608,0,0.0167159880959074,0,0.00887600748448873,0.00647157811792174,0.00586636158342609,0,0.011597449772212,0.0177111987552669,0.0125134925386949,0.00278353072469404,0.000352231578300244,0.0125686508727833,0.0078846479945255,0.018791183392433,0.00363245081138001,0.0018262641595397,0,0.859144266053718,0.747465987931952
12876_186,0,0.060404049186795,0.0460854060959953,0.00472283425733781,0.00592715020619805,0,0.067026021752908,0,0,0,0,0.00458769867577542,0,0.0442611407287979,0,0.0039304934696578,0.0104682878917652,0.035415545843698,0.00428737478713584,0.0672813795672379,0,0.0992452155141278,0.00204352853049694,0,0.00814824556764677,0.030376823201617,0.0194309343079798,0,0,0.00561819356638068,0.0550296453639514,0.0264350059198232,0.0175462404457421,0.0167970841709165,0.0189089358251886,0.00227448800301746,0.0154985531991273,0.0231993952742828,0.00679860487982795,0,0.00895060532795464,0.0259964623972667,0.0240206712533396,0.0134501522847873,0.00101543908132878,0.0340663254467155,0.00780737377026531,0.00601443520642769,0.00474045208818318,0,0.0122392550030331,0.00599071692838107,0.003296775733317,0.00925922405786682,0,0,0.0100267572025847,0.000633804085464623,0.0127641549499506,0.0113814807401213,0,0.00219363425461753,0.0134723671494742,0.00609624513576168,0,0.008018856971703,0.0147174360923193,0.0216689562807622,0.000297887285879883,0,0.0147585724425877,0.00772748886600905,0.0062283784877303,0.0089096526790035,0.00250816256373528,0,0.769079949615237,0.788590796978938
12876_194,0.00561597750633416,0.0575407310608984,0.0353781785086357,0,0,0,0.174558163827193,0.0109294048666303,0.00328284132803139,0,0,0.0157361983913194,0.0109925103112018,0.0462394148639459,0,0.00774305907560504,0.00161042977312916,0.0418350634851775,0.00163467774748934,0.0177535039244442,0,0.0270739785731004,0,0,0,0.0395603824442835,0.0249482936813125,0.00621689282137715,0,0,0.0395377556057709,0.015858765528491,0,0.043839959870866,0.0252749842473712,0.00299969574317254,0,0.00964635584823312,0.0186405410930751,0,0.0209076802775075,0.0286989374917268,0.000766963443553762,0,0,0.0362619612715145,0.00614101566427147,0.00425869002224919,0.00966055674450469,0,0,0.010021416594837,0.0195181197049032,0.0300388309282676,0,0.00039998467266925,0.0173269219838419,0.00142444104615559,0,0.0113207183816843,0.0105669868365167,0.0315966359342549,0.0125290364379998,0,0.00164003589414835,0.00348401008811657,0.00670206521107457,0.00911199580828141,0.000823399437471748,0,0.013773547546841,0.00759031278843155,0.00151193751096098,0.0112884235766524,0.0081876145744745,0,0.801602007361163,0.76450129751769
12876_195,0,0.0786535962224589,0.0449240608210148,0.00632447390202931,0.00951021600019081,0,0.126630632408445,0.00422812459434596,0,0,0,0.00506537763266882,0,0.0302079629819662,0,0,0.00047464267171855,0.0124364475085043,0.0128800908056823,0.0391101735279218,0,0.087303244737188,0.00247127502470023,0.0013977199451716,0.014784498552736,0.0358497144532473,0.0406521579610738,0,0.0023284120304582,0.00319379939832589,0.0580534521251858,0.0273104985230285,0.0155887655233722,0.017018526119225,0.0172754092053228,0.00212012106251741,0,0.0203385151532505,0.00357602868837876,0,0.0103065125245053,0.0283597860853556,0.0195065730665255,0.0113053494980577,0.00828689728025886,0.0312690813448115,0.00470859364196212,0.00755266961708827,0.00491531917163817,0,0.00952505617034547,0.00810273050565934,0.00722570944477705,0.0177206990902005,0,0,0.0152782401021456,0.000488032804098312,0.00471785996261766,0.0135530486191631,0,0.00058192119851716,0.00881412587593121,0.0042240221889745,0,0.00497745771219387,0.02297933376209,0.0134855815891411,0.00485519812296252,0,0.00983313960345263,0.00464597058836845,0.00164635491530081,0,0.00142679793372939,0,0.867044783693322,0.74888384006241
14380_67,0.00697773308082108,0.0694450368358646,0.0339591029223794,0.0140612907711122,0,0,0.126909026239435,0,0,0,0,0.0122577680848105,0,0.0404783208734783,0,0.00399219154952185,4.39545305702871e-05,0.0204040950996947,0.0148083955059757,0.00464392284037588,0,0.0372555830787841,0.00729354817068265,0,0,0.0360154447838845,0.0313865654832522,0.00465188743825821,0,0.0138135441162117,0.0342327365174199,0.0248308346682542,0.0114773748111571,0.0752554104285698,0.0195567361808111,0.0111386080894362,0.00557466093386796,0.00505213122633374,0.0181231294295231,0,0.0121567588718633,0,0,0.00143734259333127,0.000197799565005846,0.0721166639177148,0.00822929653385098,0.00037747839603794,0.0119040512319343,0,0.000752024942508362,0.0091124956232401,0.00492678032407757,0.0127822832446479,0.00273534979269966,0,0.0243999990547654,0.00340043721620105,0.00851987767949169,0.0135730452780279,0.00641498925687154,0.017757638333447,0.0120286166904433,0.0041469217306996,0.0117040397723887,0.00396098035535658,0.00267071050234685,0.0151357542175386,0,0,0,0.00630179320984829,0.0284878949164004,0.0154940231522243,0.00563591990655108,0,0.845583103712165,0.745159345347474
14380_68,0.0125306833055639,0.0850232204997642,0.0281747388652925,0.00015088554440869,0,0.000119466322893919,0.115062804516256,0.00709429280147919,0,0,0,0.0249967669370539,0,0.0423141675932247,0,0.0101808590962969,0,0.0391377841519715,0.00505317271581936,0.0366664172792507,0,0.0973889182276697,0,0,0.00157401897524332,0.0308694475426288,0.0117616331836878,0.0149062289903518,0,0.0102112737220718,0.0314540177903038,0.0497868652710859,0.00901661969616617,0.0331299038690603,0.00382008586575119,0.00341479429896464,0.0151089530848983,0.00629832793153733,0.00476611524332716,0,0.00914597382806028,0.0101000959498115,0.0108050387049517,0.000352341049482522,0.00296267026091104,0.0448060082390206,0.00952644100970948,0.00488370551756313,0.0149772264062007,0,0.00522343894115411,0.00531430722099201,0.00518298135895508,0.0178160209041873,0,0.00239568553048762,0.0140914237372133,0.0017494399743321,0,0.0128975747358255,0.00234126266942607,0.0174037189910894,0.015170751057625,0.00400716894291902,0.000414273421416527,0.0030589555045422,0.0119681480911401,0.0153543763209791,0,0,0.0106842458898807,0.00789797255320653,0.00530034041653394,0.00415594945036034,0,0,0.800895648698409,0.774667566755792
14380_70,0.00550657947026362,0.0826151530498215,0.0346735339957819,0.0124052799890882,0,0,0.0982178611668788,0.00323424386614479,0.00691826293561695,0,0,0.00753177733327639,0.00353243271572546,0.0419619053180756,0,0.00390351010256799,0,0.00132537650074457,0.0167622599401782,0.0166883189082329,0,0.0691263130974275,0.00863668321100458,0,0,0.0108190259252547,0.00895691428001958,0.00917388148290853,0,0.0270873468385841,0.0277628651390276,0.03381381457107,0.00750919335282313,0.0704226252465673,0.0148611312418069,0.0086121700094098,0.0082793909496715,0.00718267228146198,0.0154143019311325,0,0.0190125607923374,0.00602174728800832,0,0,0.00126574091893971,0.0813964539971031,0.0108646700456864,0,0.0101164299189514,0,0.00154529911378467,0.00951719157070436,0.0105859733263375,0.0167494805329071,0,0,0.0244595100968786,0.00287669716769632,0.00689149230110507,0.00110553927049829,0.00857382148231241,0.0207593688363984,0.0158110422001758,0.00270973891638948,0.0120445606095903,0.00471901017894567,0.00352134078615236,0.0152807084475597,0,0.00094537791407968,0.00298048637437225,0.00572795974695271,0.0283880989378506,0.012742882902849,0.000451991474866978,0,0.83890547777648,0.745095880146505
14380_94,0.0126753279906226,0.0930239817023713,0.034278220260007,0.00926621140110561,0,0,0.0907869787011936,0.00107865901146333,0.0197690111451188,0,0,0.0101406723658327,0,0.0403140123849729,0,0.00701454468072104,0,0.026932247390238,0.00280121506074071,0.00870909152708593,0,0.0874520964801949,0.000853332907605277,0,0,0.034028729097387,0.0200752330367514,0.00702241123911329,0,0.00874403716064258,0.0250976692366573,0.0383685651810718,0.00654336367906255,0.0272590935866209,0.015597758271962,0.00749812413012053,0.00999955604658957,0.0075877048814722,0.0175499439599471,0,0.0187955891474153,0.00246278933869609,0.00877046775217872,0,0,0.0868635680813148,0.0103135433945636,0,0.0133382572577246,0,0.00281030155042446,0.012767807348435,0.00223168539807462,0.0220387733631496,0,0.00189099515021417,0.0199369778755255,0,0.000754815657714661,0.00718628520828457,0.00130890588681937,0.0154191297022013,0.015887083269706,0,0.00110905241160195,0.00541614164555334,0.00496979616211857,0.0205232662022858,0.00381807930069191,0,0.00706348219308911,0.0123970091162447,0.0169947775930532,0.0144636274762476,0,0,0.828293661447276,0.75743444082137
14380_95,0.0132192092983148,0.110083209323824,0,0.0229687923608529,0,0,0.107497440520341,0.0053783433896921,0,0,0,0.0163966159605791,0,0.0368608556050901,0,0.000408387313898507,0.00244507385575303,0.00646751450462582,0.00689454216952369,0.00828608799464948,0,0.0621899681497342,0,0,0,0.0676832628204919,0.0901376722291382,0,0,0.0144418593068499,0.0229196020075628,0.0371333623720177,0,0.0635786388922165,0.0266563204033865,0.00231076718416855,0,0.00516933561190361,0.00622149564108933,0,0.00370423628286428,0.0143744162187225,0.0100936320609844,0.00642555157375473,0.0092589857497907,0.0334036922089352,0.00642284801062644,0,0.0186011780714527,0,0.00309462950731818,0.00399639317583686,0,0.0152511965438317,0,0.00637745735982079,0.0264325164121251,0,0,0.0122522858352943,0,0.0197348949787656,0.0173411193881648,0.00894839855766862,0,0.00759760746257119,0.00137676635659096,0.0223139968697879,0,0,0.00762325004286209,0.008879074217245,0,8.70366313077327e-05,0.00106047956797385,0,0.711756122168154,0.813456788065566
14380_97,0.0193675902754862,0.0855222128036031,0.0263996662957011,0,0,0,0.147700783355166,0.010159014918323,0.011467216977717,0,0,0.0118862305447173,0.01295589397969,0.0430102788217029,0,0.00471367672546899,0,0.0304632663812199,0.00691648100098245,0.00669386197275396,0,0.0709301961323037,0,0,0,0.0352447992581897,0.0249097510376584,0.00510172667866707,0,0.00777925532618641,0.0310268888476171,0.0366254046859475,0,0.0335732085957566,0.0180358204549464,0.00699680929511033,0.00296530962521617,2.95442555202903e-06,0.0146721350323456,0,0.0162249921286151,0.00259489525650738,0.0104538909416205,0,0,0.0514781800093512,0.0026753524226669,0,0.012711627407209,0,0,0.0102015483778899,0.0165647568685136,0.0239843439075755,0,0,0.0190614790170203,0,0,0.01106447377869,0.012232018203292,0.0256255980448121,0.0150972924341875,0,0.00882349792525272,0.00521826774531224,0.000674726570021238,0.0162352598261141,0,0,0.00423256093199843,0.00855954874315024,0.00238197621421745,0.014064073480025,0.00471920631792853,0,0.811251304693799,0.762207120092509
