Mixture,Inh_L4-6_PVALB_SULF1,Exc_L2-3_LINC00507_FREM3,Oligo_L1-6_OPALIN,Exc_L5-6_THEMIS_C1QL3,Exc_L3-5_RORB_ESR1,Exc_L3-4_RORB_CARM1P1,Inh_L2-4_PVALB_WFDC2,Exc_L4-6_RORB_SEMA3E,Exc_L4-5_RORB_FOLH1B,Inh_L1_SST_CHRNA4,Exc_L5-6_FEZF2_ABO,Inh_L1-4_LAMP5_LCP2,Exc_L2_LAMP5_LTK,Inh_L1-2_GAD1_MC4R,Inh_L1-2_SST_BAGE2,Exc_L2-4_LINC00507_GLP2R,Inh_L1-2_PAX6_CDH12,Inh_L2-5_VIP_SERPINF1,Exc_L3-5_RORB_COL22A1,Inh_L2-6_LAMP5_CA1,Inh_L1_SST_NMBR,Exc_L4-5_RORB_DAPK2,Astro_L1-6_FGFR3_SLC14A1,OPC_L1-6_PDGFRA,Exc_L3-5_RORB_TWIST2,Exc_L5-6_FEZF2_EFTUD1P1,Inh_L2-5_PVALB_SCUBE3,Inh_L1-3_SST_CALB1,no_class,Inh_L1-3_VIP_CHRM2,Inh_L1-3_VIP_ADAMTSL1,Exc_L4-6_FEZF2_IL26,Exc_L5-6_RORB_TTC12,Inh_L3-6_VIP_HS3ST3A1,Micro_L1-3_TYROBP,Inh_L4-6_SST_B3GAT2,Inh_L5-6_SST_MIR548F2,Inh_L1-3_VIP_GGH,Inh_L3-5_SST_ADGRG6,Inh_L4-5_SST_STK32A,Exc_L5-6_THEMIS_CRABP1,Exc_L5-6_THEMIS_FGF10,Exc_L3-5_RORB_FILIP1L,Exc_L4-6_RORB_C1R,Inh_L5-6_SST_TH,Astro_L1-2_FGFR3_GFAP,Inh_L2-4_VIP_CBLN1,Inh_L2-6_VIP_QPCT,Exc_L5-6_SLC17A7_IL15,Inh_L2-5_VIP_TYR,Inh_L4-5_PVALB_MEPE,Inh_L1-4_VIP_OPRM1,Inh_L1-2_VIP_PCDH20,Exc_L5-6_THEMIS_DCSTAMP,Inh_L4-6_SST_GXYLT2,Inh_L5-6_SST_KLHDC8A,Inh_L2-4_VIP_SPAG17,Inh_L3-6_SST_HPGD,Inh_L1-2_LAMP5_DBP,Inh_L2-3_VIP_CASC6,Inh_L5-6_SST_NPM1P10,Inh_L5-6_GAD1_GLP1R,Inh_L1-2_VIP_LBH,Inh_L5-6_PVALB_LGR5,Inh_L1-3_PAX6_SYT6,Inh_L1-4_VIP_CHRNA6,Inh_L2-4_SST_FRZB,Inh_L1-3_VIP_CCDC184,Inh_L1-2_PAX6_TNFAIP8L3,Inh_L1-4_VIP_PENK,Inh_L3-6_SST_NPY,Exc_L4-5_FEZF2_SCN4B,Exc_L6_FEZF2_SCUBE1,Exc_L6_FEZF2_OR2T8,Inh_L1-2_VIP_TSPAN12,P-value,Correlation,RMSE
10021_888,0,0.14562922671533,0,0.0939826726233937,0,0,0.01114590478483,0,0.0775063538860835,0.00492839871844307,0.0420800453527064,0.0132750794176924,0,0,0,0,0,0.000447106767755645,0.0499478186857407,0,0,0.016869110255177,0.0181356226646957,0.00652794587908121,0,0.0297968610280547,0.00241096892413821,0.00567095168022455,0.0133489791723609,0.00403035112976933,0.0129597476143095,0.0292641374775861,0.0269771751680343,0.00243377938990129,0.0017344607616193,0,0.0185782978737679,0.0113483899643729,0,0,0.0212650542051969,0.0335290668684807,0,0.0188105625699133,0.00186681263508477,0.0018640303222622,0.015704776356602,0.0118309308553458,0.021364693236092,0.0169821342881733,0.0092755219042488,7.77589681953885e-05,0.00546320381598907,0,0.0138721821205879,0.0140647742472762,0,0.0267458539987204,0.00049939929294667,0.00842873593394077,0,0.00929949853701286,0.00694038364018323,0.0043888822568164,0.0171245057325121,0.00336203376566467,0.00894632354115471,0.0180435369113852,0.00684612507730918,0,0.00292289741386063,0.0386135349612851,0.0135718703864397,0.00926553022225209,0,0,0.838243949961156,0.766828783881328
10021_889,0,0.184412454928468,0,0.116808861456398,0,0,0.0119547488540371,0,0.0848537749744783,0.00296468125323351,0.0263043422043496,0.0106678598299999,0.0130350965881425,0,0,0,0.00187896144022508,0,0.0526764869201919,0,0,0,0.0113727865554996,0.00430521635686849,0,0.0222732690597552,0,0.00164560760460501,0.011268084608995,0.00505282876957901,0.0207483935434853,0.0189062658792578,0.00779658308641583,0.00805480182853011,0.000751771072829137,0,0.0164060762577373,0.0153459712510962,0,0.000914232026607752,0.0163917363067467,0.0334141662103422,0,0.0227360012200583,0.00287903194818226,0,0.015172889921619,0.00790859076113748,0.0199075041954061,0.0131655572081052,0.0118757458018145,0,0.0057852440903725,0.00182078322391699,0.0163994240597807,0.00885910354849222,0,0.0210614377899942,0,0.00759202151833697,0,0.00799400276937176,0.00525619632422602,0.00403884719577778,0.0105329447223278,0.00926008317805939,0.00844668855239726,0.00914061975623394,0.0104075889715843,0,0.00421788867350003,0.0386026415433749,0.0217110873865167,0.00926450536219454,0.00575851140934506,0,0.809831475295951,0.777288085656031
12876_124,0,0.184234901563126,0,0.100471305111742,0,0,0.0137795228709934,0,0.0457342630212452,0.00456282012014278,0.0467579982463967,0.00286131562970372,0.0447440860343591,0,0,0,0,0,0.0419693680004386,0,0.0037976983966891,0.00980586028608133,0,0.000657379399248536,0,0.0055232242135556,0.000500534590968176,0,0.0594850543899452,0.00720938089761809,0.0223626474427523,0.0208737680526104,0.0274532913810859,0.00991202592203237,0,0,0.0315368464985009,0.00711974076700326,0.00366787809370794,0.0029038586072709,0,0.0441646824347854,0,0.0274062654108818,0.00217921631872731,0,0.00988714847883503,0.0065493529395907,0.0247009237130899,0.019807436327095,0.00548898122974938,0,0,0.00842719311557822,0.0120143636560619,0.0152901872975047,0.00223291782731216,0.00667149430151855,0,0.00814469740651081,0,0.012850672238485,0.00616894912062276,0,0,0.0125396119294997,0.00375969949858145,0.0181291189915096,0.0147153783999283,0,0,0.0137366511402046,0.0096791907399057,0.0168430391052393,0.000688058841565109,0,0.656809733936543,0.836777789128462
12876_125,0,0.134748722166757,0,0.102984331803713,0,0.021173152088606,0.0316229550573871,0,0.0013548955091052,0,0.0217734977612306,0.0227551624596368,0,0,0,0,0,0,0.0685557603644463,0,0,0.0152580475341796,0.0021803639673905,0.00721273147479514,0,0.0130490757246435,9.77297773802336e-05,0.00967771556914702,0.0445085096234495,0.0156608277313727,0.0159988115401038,0.0215019983042661,0.0315940755563792,0.0130362090506818,0.00716024777361141,0,0.0247018036867126,0.0106493916721741,0.00852431030211873,0,0.00992568713561142,0.0505644578826806,0,0.0150970278383222,0,0,0.0190711823912606,0.00128292422637882,0.0308854605709314,0.00885439550200398,0.01369502405577,0,0,0.00510597346468957,0.016433101570273,0.0241188432111038,0.000522704721937306,0.043719470737502,0,0.00292456226471801,0,0.0106412744706996,0,2.33634146271564e-05,0.0157769293074629,0.0122895135933215,0,0.0281475551897961,0.00865488021336297,0,0.00807334155192253,0.00625898484510614,0.000487701839286421,0.0135938001954737,0.00807151330647005,0,0.679396028681268,0.82514652498204
12876_126,0,0.209342553583081,0,0.0878691978362183,0,0.00498693997957213,0.014913146390941,0,0.0893392496375455,0.00366817479230896,0.0297737040278185,0.0134738248509573,0,0,0,0,0,0,0.0486530083490913,0,0,0.0155187043594026,0.00100266098007356,0.00106283868972802,0,0.0227364841361863,0,0.00577372142529039,0.0353982546105122,0.0138799086089124,0.0236870551107626,0.00379471519988162,0.0182404297082605,0.00721549149185078,0,0,0.0184328993792192,0.00418728336398426,0,0.00417480911329572,0,0.0465176815153014,0,0.0109802455298469,0.00151390934266148,0,0.00678971482591872,0.00583408505316262,0.0199360788780081,0.0214509513926462,0.00436874551632923,0,0.000767996432652124,0.0107534178095895,0.0156910998184317,0.0173659057812769,0.00271419980332217,0.020261695496347,0,0.0040370873513222,0,0.00690906895126537,0.00663854091203537,0.00447950201664076,0.0158083492706326,0.00424817241838479,0.00523882677016038,0.0177941486238955,0.0104720981618584,0,0.000503337804430901,0.0316903748692646,0.0184605214107929,0.0116491886189281,0,0,0.768594570372085,0.79459019343095
12876_135,0,0.129941577377639,0,0.129179101961187,0,0,0.0122687160055599,0,0.0395361295238532,0.0108537069946653,0.012238473142088,0.0110611769845609,0.0871475990404728,0,0.00665239115479158,0,0,0,0.0443007063853514,0,0.00385100147254469,0.0150392362781439,0,0.00218582033854071,0,0,0,0,0.0684034120197554,0.00166924724285133,0.011859443360665,0.0223401550545094,0.00372346525071638,0.0131964472110417,0,0,0.0230334774680541,0.00719137422469656,0,0,0.00153892009268663,0.052029393049205,0,0.0376788665089654,0.00308691165620372,0,0.0118769134542576,0.00609148533257995,0.0230979613669929,0.0211746355905472,0.00591630347450326,0,0,0,0.0157500117927135,0.0138609839103877,0.00362026931824643,0.00947557277800653,0,0.00398731924818942,0.00608582719909516,0.0197623221279997,0.000359139476805862,0,0,0.0163959935735652,0.00449189992818005,0.0215299565799445,0.0184596739213147,0,0.000101188505332311,0.0134147156297843,0.00751022050900289,0.0246392700531771,0.00239158643062452,0,0.684880381314239,0.824716427598747
12876_136,0,0.159605147385034,0,0.108589699125884,0,0.0120406053666534,0.0259883711646778,0,0.0587349127508406,0.00402418076477081,0.0596470704673663,0.0167955607636293,0,0,0,0,0.00338876124817576,0,0.0460724295156343,0,0,0.00752330468206936,0.000144869738164437,0.00149286776416864,0,0.0171226750265632,0,0.00677167248532372,0.0311779381137891,0.0117725759937645,0.0234504887244486,0.0114686388079674,0.0249097411464245,0.00296170113931471,0.00189618472808759,0,0.0182945007928013,0,0.000877354146512798,0,0.00345376933311845,0.048228398355649,0,0.0102348096699226,0.000469428766127653,0,0.010794054120298,0.00941424867066826,0.0244474379752118,0.0213768194196231,0.0100779138864133,0,0,0.00920290332081667,0.0226510115525152,0.0170101536723968,0.00491680353247881,0.015867095086307,0,0.0122036479820181,0,0.00750487382743257,0.0040976762643624,0.00491814957678516,0.0223407542996956,0.00606249190604512,0.00508226029522594,0.0212380612564942,0.00984606700564227,0,1.92166815560289e-05,0.0250927441841872,0.0107596233071381,0.00793833420980481,0,0,0.567704860679425,0.865087753580572
12876_137,0,0.187996630917692,0,0.111516501405956,0,0.00321902203727536,0.0194277084649188,0,0.0608120300075196,0,0.0138821421335786,0.0153352393094703,0.0147999816304016,0,0,0,0,0,0.0676216194605218,0,0,0.0117035925366433,0.00868329965565031,0.00653216765742083,0,0.0280721744772851,0,0.00274015976002364,0.0359513838109655,0.0122872852014982,0.0202996645004458,0.0102631057633234,0.0176966791035729,0.00415737236890872,0.00334517538682143,0,0.0202012828754514,0.0090606198797252,0,0.00210182759696878,0,0.030247089806181,0,0.00918570366826268,0,0,0.0165548848574926,0,0.0257421357237641,0.0180377050628178,0.0153161207286629,0.00409856872724925,0.00681017257997632,0,0.0140025860720973,0.0224543140721551,0.00314251691098958,0.0419711741780025,0,0.00343453839162692,0,0.00600939849805963,0,0.00575525138074697,0.0101497525388499,0,0,0.00345304897521593,0.0158919019916861,0,0.00113738301793492,0.0387660071047011,0.00953543468333681,0.0096129048777929,0.000984740210359781,0,0.811278065181097,0.781039904679213
12876_181,0,0.141941653169465,0,0.134405053957404,0,0.00825143483521981,0.0184048516709196,0,0.0557567123125652,0.00657690767744971,0.0459715033065408,0.0166415709442926,0,0,0,0,0,0,0.0420354087488782,0,0,0,0,0.00145141284761058,0.000963672230135241,0.00903249912701112,0.00160246874388765,0,0.0446337892097945,0.0107323334382609,0.0201992397931913,0.0218244037944234,0.0259468889157232,0.000887832303703972,0.00352935554838963,0,0.0277084942106624,0.00231529327652076,0.000638090398633454,0,0.00849284666534173,0.0379701982801163,0,0.0189946123550294,0.000247321808541259,0,0.00833352030340222,0.00870074195801012,0.0270856830030759,0.0200042572586013,0.00352913828261524,0,0,0.0103333120985176,0.0226389908478151,0.0263834546306403,0.002088900072007,0.0189947709794465,0.000317202726397528,0.0126288453271264,0.000605439822615053,0.0102655084488766,0.0124656733335318,0.00192386901914869,0.0185391475051709,0.00762920372523067,0.00409061361466212,0.0220379279418203,0.0106151195206667,0,0.000121244495724141,0.0192688273201875,0.0138821276135477,0.00662797887693505,0.00373265170451553,0,0.766251661144229,0.791943683274826
12876_182,0,0.157347222784622,0,0.0876182265992528,0,0.00992132676600051,0.00580934168127333,0,0.0727375909220171,0.00365292836421778,0.057378112137115,0.0180190303410813,0,0,0.000197098516498482,0,0,0,0.0391902234913145,0,0,0.0193462761084232,0.00170134828577434,0.0022291808213482,0,0.0152247693653462,0,0.0199850659135122,0.0487367450998572,0.0206563751208294,0.0116274921719451,0.0125694447926272,0.0157737333723345,0.000610505901895155,0.000271140163656708,0,0.0263208284329649,0,0,0,0.00727484643553888,0.0477332904321104,0,0.0134788980687369,0,0,0.0103544396845325,0.0132786779858713,0.0314566419380703,0.0160840261721126,0.00532836611777704,0,0.00114704080420422,0.00690550579085981,0.0229601860519567,0.0202326974856293,0.00587048452009613,0.0234855751627985,0,0.0141296726498106,0,0.00824525683509281,0,0.00317437129470738,0.0320724841425046,0,0,0.0189480902386775,0.0113955753045993,0,0,0.0242222763519048,0.00317143894979093,0.0121261504287108,0,0,0.76769328688273,0.792474417807923
12876_183,0,0.160665584669327,0.00140349720417505,0.0753378799203982,0,0.0279297593066418,0.016270017659519,0,0.0452967251732107,0.00344920339246599,0.0525660116202285,0.0100207148988831,0,0,0,0,0.00109150610003305,0,0.0445629688724154,0,0,0.0118319979215044,0.00117893979334265,0.00207178015796399,0,0.0195052315652612,0.00123925167111304,0.00710791497813258,0.025514863323968,0.00219923055890678,0.0172698645378027,0.0529950678793679,0.0313658460975214,0.00790045177374636,0,0,0.0250608234058202,0.0084424741232791,0.00045042091714219,0,0.00530306564840519,0.0372848685004151,0,0.0211823874491123,0,0,0.0125779915812606,0.00571071607248025,0.0235315900199322,0.020399266591921,0.0117395061741944,0,0.00495239571764634,0.00185633147519176,0.020098454352882,0.0230870686355077,0,0.025678720063048,7.73005877158364e-05,0.0074094459400807,0,0.0100356403247091,0.00149631983055042,0.00497749147260012,0.00439793865886019,0.00719463662860185,0.000352034010106114,0.017794237334477,0.00816648755501114,0,0,0.0426496223036399,0.0141434035241496,0.0126558157472283,0.00251923627810232,0,0.807607704772433,0.781498614502491
12876_184,0,0.180288252007384,0,0.0998274164259984,0,0,0.00759206352425439,0,0.0668324780874283,0.00265099691290812,0.0217475428118216,0.0161236028637855,0.00538879843818461,0,0,0.00588566175519026,0,0,0.0553041125962189,0,0,0.0169008530895877,0.00618753890660218,0.00678669778133361,0,0.0210731121378028,0,0.000904463918534573,0.0314675396632572,0.0133470410625713,0.0227148148048386,0.0187675807293678,0.0162772370649956,0,0.00408769129185315,0,0.0364138005706219,0.00743623122493279,0,0,0,0.0416283978799574,0,0.00796184362012848,0,0,0.00814635511889896,0.00971481447329536,0.0256907293516563,0.0141868406537715,0.018813499619949,0,0.00990376305350746,0.00217430262090619,0.0152453381771923,0.0138266742930831,0.0064855923323175,0.0401203450832373,0,0.00209137843496239,0.00258561965192071,0.0133817651839113,0.00348747707903955,0.00694632470312747,0.0132960419347628,0.00229208813895953,0,0.0166033345505964,0.012142194124573,0,0.00195659298541848,0.0372879577746762,0.0100252014906787,0,0,0,0.805859108155903,0.782256081773329
12876_185,0,0.171459014818642,0,0.0784447488610509,0,0.000227926113068998,0.0135173089791225,0,0.0733171527658719,0.000968037245681195,0.0235968068100413,0.0229300563704611,0.0242403395143656,0,0,0,0.00495951963900023,0,0.0531436502309676,0,0,0.01488620666779,0.00657573166872268,0.00701622723730525,0,0.0197178816856077,0,0.0106744927080305,0.018491630555289,0.0175680696883521,0.0151717789616096,0.0215540044336637,0.0185025949777228,0.00842891515541027,0.00397957953533872,0,0.0225829606443827,0,0,0,0,0.0446159200910706,0,0.00186269996779956,0.000900402076323034,0,0.0183943424497332,0.00983481047172572,0.0311418873483712,0.0151608950503946,0.0138255080714778,0,0.00427872073203579,0.00365579274640804,0.0201793731492912,0.0181532017795872,0.00451371523899328,0.0416025414686444,0.000439215527160718,0.00516060777835838,0,0.0122673905167691,0.00268388380293919,0.00984466477120991,0.00864922157771509,0.00301604669910603,0,0.00115514971730817,0.0134198481946069,0,0.00670188980259832,0.0409235493231382,0.0137820295842687,0,0.00188205679546736,0,0.834682982861224,0.769995241737762
12876_186,0,0.110623587291272,6.5038388160062e-05,0.0698472684577373,0,0,0.00421856323518665,0,0.0707780810366457,0.00370960779016437,0.061122783927067,0.0164275240439129,0,0,0.000664683718936382,0,0,0,0.0492735439609823,0,0.00201454640920838,0.0125432222520448,0.00193857086449195,0.00324408099105761,0.0106643910203576,0.032379864503399,0,0.0206628748078918,0.0333074440924841,0.00336803515514152,0.00936637655791094,0.0529676874273092,0.0234473445777906,0.00877221278034914,0.000219165012200445,0.00967898128254447,0.01804884175278,0.00516970197016882,0,0,0.0259263696046765,0.0324152746550652,0,0.0114118979656151,0,0,0.018796731179359,0.00382305282165118,0.030483389194666,0.01283320815608,0.024495458142577,0,0.00637556426283547,0,0.0224967733274198,0.0148943197116961,0.0014408604087646,0.0265492010584054,0,0.00433560597453498,0,0.00983182015226994,0.0028514438523173,0.00939771742684778,0.00933654669270638,0.00178300998343521,0,0.00583000857197632,0.0099479058924946,0,0.00250372063461836,0.0454324573149046,0.020153620609671,0.0121300190982174,0,0,0.803582542318128,0.780593913799955
12876_194,0,0.145896383186036,0.000113879439652635,0.159110130458932,0,0.00524773217005421,0.0221196507585625,0,0.0405417661140639,0.00867303589565788,0.0298851652371301,0.0201546364952536,0,0,0,0.00249437824956153,0,0,0.0472915679659367,0,0,0.013586977926831,0,0.00139641947828399,0,0.0125970530760775,0,0,0.0443642092463346,0.0105574015250378,0.0104707273534735,0.0189860720297193,0.033204842046437,0.00636866571663836,0.00363913429201595,0,0.0216729106466467,0.0047906074310843,0.0055781493028532,0,0.00503257221156675,0.0264214661432612,0,0.0211453569739235,0,0,0.0104127605359218,0.00730416869769816,0.0318133837038965,0.0135473267783302,0.00570811318305976,0,0,0.00701134515703366,0.0144002441303305,0.0218221886721283,0.00837505401101833,0.0220182409950536,0.0010638754949645,0.00538678415865889,0.00163340459262175,0.0149887594324155,0.00527919304903091,0.00218019585417407,0.0150095726404495,0.00973386707678331,0.0011551356627994,0.0182421200600349,0.0103107917607741,0,0.000393845806897126,0.0160751820669492,0.010410360836583,0.013122225415442,0.0112609688559259,0,0.7769272564384,0.785442050863681
12876_195,0.00206913771129357,0.149887552124286,0.00123667035803628,0.109176518934896,0,0.00640633462647257,0.0155376026582856,0,0.0708250755117824,0.00444787836751183,0.0391392853219112,0.0122285578023004,0,0,0,0,0.000902460396733099,0,0.0465296917265039,0,0,0.0184300540542238,0.0018070974922995,0.00347547978265821,0,0.0136307684984261,0.00265686984956555,0.00873872752313945,0.0279671205916082,0.00613351974851119,0.0146272567437331,0.0442390370314068,0.0285287444902046,0.00771457110943802,0.000264854040982657,0,0.0235207086579841,0.00624958134793592,0,0,0.00540640244354744,0.0360289531532449,0,0.0134393577580285,0,0,0.0155089855816841,0.00374394392992559,0.0242128038887812,0.0178585293123354,0.00744491577832156,0.00236312298809939,0.00182306742980237,0.000563425454955031,0.0231516632092722,0.0186005081520636,0.000242619387461832,0.0239562810756608,0,0.00495811847611332,0,0.00828629621854106,0.00743901748786272,0.00853425941061971,0.00404654066234558,0.00254911312688915,0.00137904682091856,0.0133581749604562,0.00964932379086442,0,0.000456097874452225,0.049167733759707,0.0123401448966166,0.0137897843447561,0.00333061212454314,0,0.825946630976571,0.773449797426134
14380_67,0,0.144438196819998,0.000209759061564774,0.10167313198595,0,0.0253593853027654,0.0200869101903055,0,0.0251646318147696,0,0.0087067968406513,0.0186319590015555,0,0,0,0,0,0,0.054185535411241,0,0.00090742588952761,0,0.0098843031821732,0.010912982782724,0.00423787336546208,0.00822283522293537,0,0,0.0498964818215968,0.0105216713136111,0.015069667828265,0.0292250664483774,0.0295306072201695,0.00656952040820321,0.0050625361703211,0.0032218198232255,0.0225585991178364,0.011192630809777,0.00271641089508801,0,0,0.0439273143122334,0,0.0238785438699588,0,0,0.0219216226628745,0.00550096863903431,0.0263436864987487,0.0110892276073547,0,0,0.00075924684184359,0.017848038333346,0.00947077693091738,0.0318958665354664,0.000712315377055383,0.0491182592009437,0,0.00896616865229254,0,0.0162548876570156,0,0.0040038415697148,0.00903997980989732,0.0168228498633818,0,0.0155633250723729,0.0129023396270455,0.00101570838726825,0.0121354603470277,0.00652632863537751,0.00876641019440424,0.00779801654913962,0.0195520780971909,0,0.810895921637765,0.770621475367687
14380_68,0,0.150763272705077,0,0.10742717425625,0,0,0.025407496504359,0,0.0880457013188833,0.00715783770437247,0.0545600101182133,0.00979108067755011,0,0,0,0,0,0,0.041830432594035,0,0,0.0016520041491443,0.0022406086357901,0.00138966746373288,0,0.0111363749552077,0.00125300393913469,0.00153049268047139,0.01792509655421,0.0139762959232969,0.0206731611321185,0.0227915800824177,0.0158109780473811,0.00807848125598254,0.00196088359585925,0,0.0270653212120227,0.00286703384198814,0,0,0.0172042028257765,0.0529486261643268,0,0.0204143660829373,0,0,0.016021547456904,0.00827096650137286,0.0199570119840252,0.019853043382409,0.00663509117961228,0,0,0.00962061919174895,0.0160095743204572,0.014025918983567,0.00475102616930053,0.0224074739634882,0.000120821904663065,0.00949921956828679,0.00525494199931532,0.0045041437232265,0.00758253643182902,0.00140021912974463,0.0162975757217139,0.00458337189827465,0.013248138104032,0.0185593610986855,0.00791150289465658,0,0.000854738710552209,0.0240987910908936,0.0143799624728211,0.00825121769788069,0,0,0.790318940005991,0.784223095037307
14380_70,0,0.146182377945339,0,0.0989865896595759,0.00425053213463485,0.027614122357904,0.0204974696256621,0,0.0345265148177753,0,0.0283654475846026,0.02016973536862,0,0,0,0,0.0014172478895075,0,0.0572417669170965,0,0,0.00335439811691707,0.00827155073069975,0.0110573330774507,0,0,0,0.000756639109114357,0.0445922982107849,0.0112787769398074,0.0182502124934843,0.0212757879820762,0.0204263089125687,0.00606127178195435,0.00391156222474716,0.00538397222902952,0.0285448871252737,0.0112316059309174,0.00158894030841353,0,0.00328487022817371,0.0377204143545573,0,0.0206598529134411,0,0.00017494630072385,0.0239465907500516,0.00094717002235056,0.0280194883530077,0.00962623060993047,0.00679364401267003,0,0.00016205286571522,0.0141091905337008,0,0.0315300620819919,0.00425909252904399,0.0432131397272012,0,0.00461776146051707,0.00769739031622596,0.0167598390990623,0,0,0.00807465058604795,0.0210752716404773,0,0.0221128551556743,0.0130645017488987,0,0.0150814144782226,0.00451786613451348,0.00351736018080797,0.00664615899184048,0.0171508354511959,0,0.816908578302584,0.765675807249195
14380_94,0,0.17399659029109,0,0.0832519446852445,0,0.0127100512803059,0.0146967218532161,0,0.0654140877833643,0.00324850711280772,0.0297729412531438,0.0248554397353604,0,0,0,0.00852993979429298,0.00117311702050305,0.00182090249081529,0.0406056892583063,0,0,0.00117635563993257,0.00827104023963367,0.00303194749460408,0,0,0.00232267593468087,0,0.0254384081025383,0,0.0133851414208106,0.0220752497006805,0.015441235994447,0.0113824003322611,0,0,0.0336900392352582,0.00550595412546004,0.00197674677381964,0,0.00860481768825376,0.053211327751192,0,0.026549826793782,0,0,0.0219949688978,0.00328746893023801,0.0319724299247662,0.00531286053561017,0.0124902844021434,0,0.00157935973483921,0.00391895864454801,0.010427297635539,0.0245974125108719,0.00631816073500775,0.0510662232481418,0,0.00894244925625202,0.00811415572571283,0.00777219301131721,0.00397855786819324,0,0.0211012209110009,0.00969645441953453,0.000679757650458821,0.0193088660858662,0.0105646490219328,0.00313928102976756,0.00825265875361762,0.00761206357385664,0.0107174924032681,0.0109626791535777,0.00405299615033403,0,0.799413529579257,0.777482224179868
14380_95,0,0.188284309704233,0,0.115630466198686,0,0,0.0099353215383047,0,0.0527518979957935,0.0056919235068386,0.0417102517810336,0.00350762907732274,0.0410010696279819,0,0,0,0,0,0.041741433810156,0,0.000627099012902266,0,5.05323759625358e-05,0,0,0,0,0.00180904509361808,0.0436381107298674,0.0110651877654907,0.0250623269813844,0.0226563216994937,0.0242035266693983,0.0153722041831565,0,0,0.0272868619868907,0.00636180949335475,0.00196914716929183,0.0014438525822013,0,0.04248500744545,0,0.0347154997657462,0,0,0.00883351636721876,0.00554071828710996,0.0217114618900658,0.0221208920920111,0.00542472855870379,0,0,0.00499427611123378,0.00946470258581579,0.010379557564027,0.00237898893952666,0.0160401813772614,0,0.0104886614210058,0.001732579500415,0.0118817418774866,0.00757546431227992,0.00015056783822837,0,0.0104192992916676,0.0155401394397625,0.0207681473548732,0.0128356205372846,0,1.02871778902663e-05,0.0131976390834402,0.0152065646755797,0.0143034275225531,0,0,0.670549263610586,0.830986478236049
14380_97,0,0.149687640212313,0,0.153600967615631,0,0.00119491024195352,0.0170176873917424,0,0.0645227262974489,0.00671830925553408,0.0437974270629525,0.0161206151049109,0,0,0,0,0.00600876679462405,0,0.0353814626896923,0,0,0.00269099465879976,0.0037011519299728,0.000870599005635044,0,0.00203363912889394,0.00035268295039221,0,0.0307238561166572,0.00742968806169275,0.0126580005151703,0.0124095868046244,0.0209270517145789,0.0131821664588011,0,0,0.0204444456280858,0.00454833842040246,0,0,0.00245560864880118,0.0486236810445738,0,0.0206892236665272,0.00192619149033161,0,0.0132263730841535,0.00290798989348015,0.0248017510264717,0.0158410193628595,0.007776818763847,0,0,0.012253385414878,0.0135223900318644,0.0132683599741914,0.00363115384187736,0.0315262052309777,0,0.00843066028812316,0.0039352835859786,0.00737049547990385,0.0109071154315095,0,0.0112811745177899,0.010400670271403,0.0123559419496941,0.0232198192311591,0.0133444038772215,0,0.000994287019348412,0.0178651215327588,0.0198131618728597,0.00700520117104213,0.0146037982358644,0,0.772997014710941,0.785396211976656
14380_194,0,0.122223826845803,0,0.0895845360927839,0.00244665058889883,0,0.00969921207096248,0,0.107777013915911,0.00166308779163353,0.0280820006035166,0.0136620964247675,0,0,0,0,0.000364094157247889,0.00428904998347144,0.0435053918319371,0,0.00893769509612888,0.0129013014201003,0.00483759114291625,0.00158159885803393,0,0.0131549074438787,0.000778951672300947,0.00579579084760622,0.0230585627503176,0.00756296287642751,0.0240868378038286,0.0201395221670911,0.0119621298982672,0.0142569248810176,0.00137705729024405,0,0.0297433524773223,0,0,0,0.0134035648739185,0.0596426813375775,0,0.0112660876492855,0.00191248481979704,0,0.00644840719935534,0.0132425968047252,0.0231106933845167,0.0129541094924699,0.0145274304171746,0,0.0102322999388289,0.00256127277622301,0.0103866054648653,0.00744997384986453,0.00591866188286513,0.0361998465084633,0,0.00927293761735787,0.0107921073546609,0.0107413202682235,0.0063634900183319,0.00484193257201035,0.0258240070880725,0.00148583060439775,0.00973591921212589,0.0283073734206141,0.0106802898161021,0,0.00117558756727867,0.0319989681646634,0.00343045150115857,0.0126209214626578,0,0,0.77561181867397,0.786825636802027
