,probe_ind,ant-post,step,gene_symbol
2345,30096,posterior,3,NUF2
2346,34332,posterior,3,CENPN
2347,54152,posterior,3,AC017099.3
2348,20142,posterior,3,PCDH21
2349,28294,posterior,3,SMTN
2350,20537,anterior,3,GRIN3A
2351,37190,anterior,3,LOC285740
2352,15273,anterior,3,MREG
2353,54503,anterior,3,TMEM200A
2354,14013,anterior,3,VCX3A
2355,28211,anterior,3,HGF
2356,38464,anterior,3,KIAA1239
2357,50379,anterior,3,A_24_P555252
2358,19902,anterior,3,SLFN11
2359,48911,anterior,3,A_32_P1869
2360,21545,anterior,3,UNC5D
2361,26026,anterior,3,PRKCD
2362,54807,anterior,3,A_32_P102627
2363,47640,anterior,3,A_24_P928031
2364,47614,anterior,3,A_32_P212483
2365,47342,anterior,3,A_32_P83579
2366,21888,anterior,3,TMEM155
2367,52654,anterior,3,A_32_P97674
2368,25471,anterior,3,SLC29A4P1
2369,16107,anterior,3,SCUBE2
2370,10281,anterior,3,C10orf116
2371,37437,anterior,3,PCDH19
2372,14970,anterior,3,CCDC109B
2373,3282,anterior,3,MAOA
2374,35558,anterior,3,ERAP2
2375,44143,anterior,3,SIGLEC14
2376,56223,anterior,3,A_24_P178167
2377,52,anterior,3,CCK
2378,39057,anterior,3,VRK2
2379,12882,anterior,3,DMGDH
2380,51942,anterior,3,A_32_P47474
2381,31561,anterior,3,VIP
2382,43483,anterior,3,FAM65B
2383,22722,anterior,3,PUS10
2384,54011,anterior,3,A_23_P36248
2385,28949,anterior,3,TNFAIP8L3
2386,18196,anterior,3,HDHD3
2387,39996,anterior,3,GCNT1
2388,13178,anterior,3,CRIM1
2389,41779,anterior,3,POLR3B
2390,49664,anterior,3,A_23_P63114
2391,38359,anterior,3,ERLEC1P1
2392,13503,anterior,3,CSAD
2393,41219,anterior,3,GGT8P
2394,5790,anterior,3,SGSH
2395,6084,anterior,3,SOX9
2396,45575,anterior,3,HTR4
2397,44703,anterior,3,ALOX12B
2398,28293,anterior,3,SMTN
2399,3416,anterior,3,SCGB2A1
2400,6382,posterior,3,TARBP2
2401,26413,posterior,3,HAUS8
2402,40649,posterior,3,ZNF837
2403,15836,posterior,3,C11orf30
2404,5558,posterior,3,RTN2
2405,15480,posterior,3,SMPD3
2406,1054,posterior,3,EDNRA
2407,39616,posterior,3,FP588
2408,52392,posterior,3,A_32_P189637
2409,55194,posterior,3,A_23_P20328
2410,25274,posterior,3,SLCO4C1
2411,45867,posterior,3,HTR7
2412,47220,posterior,3,SPEG
2413,438,posterior,3,CBFA2T3
2414,9456,posterior,3,HCG9
2415,51801,posterior,3,DCLRE1C
2416,57979,posterior,3,A_24_P109703
2417,4326,posterior,3,PDE3B
2418,11063,posterior,3,POGZ
2419,24453,posterior,3,NAT8L
2420,28709,posterior,3,KCNH7
2421,1528,posterior,3,GABRA4
2422,42726,posterior,3,NEDD4L
2423,10931,posterior,3,LZTS1
2424,38118,posterior,3,LOC100127899
2425,1136,posterior,3,EPS15
2426,1756,posterior,3,FRK
2427,38948,posterior,3,NUDT22
2428,17778,posterior,3,ULBP1
2429,31869,posterior,3,FAM125B
2430,15210,posterior,3,C14orf118
2431,52776,posterior,3,A_24_P494600
2432,41682,posterior,3,RP3-410C9.1
2433,45286,posterior,3,FAM60A
2434,34232,posterior,3,HAGH
2435,32240,posterior,3,CACNA1H
2436,13831,posterior,3,TMEM8B
2437,4731,posterior,3,PKIB
2438,23954,posterior,3,SLC25A41
2439,30428,posterior,3,FAM110A
2440,46219,posterior,3,UBXN10
2441,38234,posterior,3,AP000911.1
2442,1911,posterior,3,GPR3
2443,3035,posterior,3,IL1A
2444,20869,posterior,3,HSPB6
2445,15489,posterior,3,FEM1A
2446,38403,posterior,3,PID1
2447,43919,posterior,3,LOC100288755
2448,34383,posterior,3,ETS1
2449,52606,posterior,3,A_32_P67888
2450,50455,anterior,3,CUST_2913_PI416261804
2451,40448,anterior,3,GABRA2
2452,3636,anterior,3,MTM1
2453,8448,anterior,3,ITGBL1
2454,16534,anterior,3,SYT13
2455,30348,anterior,3,KLHL4
2456,11948,anterior,3,PRND
2457,14276,anterior,3,PALMD
2458,13880,anterior,3,LRP1B
2459,9922,anterior,3,POLR3G
2460,24369,anterior,3,SLC26A11
2461,55581,anterior,3,A_24_P364221
2462,39961,anterior,3,CACNA1C
2463,2547,anterior,3,HLA-DMA
2464,39063,anterior,3,SLC13A5
2465,9587,anterior,3,ST3GAL6
2466,53232,anterior,3,A_23_P130639
2467,42061,anterior,3,CYP4F12
2468,46584,anterior,3,PTGER4
2469,4982,anterior,3,PTPRF
2470,2814,anterior,3,KCNJ16
2471,36591,anterior,3,MYOM2
2472,6089,anterior,3,SOX15
2473,14277,anterior,3,PALMD
2474,15553,anterior,3,C1orf183
2475,21546,anterior,3,UNC5D
2476,20480,anterior,3,C16orf75
2477,23868,anterior,3,COL24A1
2478,40720,anterior,3,PRICKLE1
2479,43570,anterior,3,TMEM14E
2480,28951,anterior,3,TNFAIP8L3
2481,57725,anterior,3,ABHD15
2482,3514,anterior,3,MT1E
2483,35514,anterior,3,POM121L8P
2484,649,anterior,3,DDB2
2485,30406,anterior,3,OSGIN1
2486,48905,anterior,3,DIO3OS
2487,9508,anterior,3,TRAIP
2488,54749,anterior,3,FILIP1
2489,29043,anterior,3,ADRA1A
2490,4273,anterior,3,PCBD1
2491,11945,anterior,3,NTSR2
2492,35158,anterior,3,GLRA3
2493,5124,anterior,3,PPID
2494,20429,anterior,3,MARCH3
2495,11126,anterior,3,PHLPP1
2496,43312,anterior,3,GSTM3
2497,45631,anterior,3,SLC27A6
2498,22731,anterior,3,ALS2CR11
2499,1919,anterior,3,CXCR3
2500,50344,posterior,3,A_23_P5479
2501,20543,posterior,3,CLNK
2502,30622,posterior,3,PCDHGB3
2503,18299,posterior,3,ROGDI
2504,42556,posterior,3,RPH3A
2505,1361,posterior,3,GABRA4
2506,33600,posterior,3,LOC645359
2507,26897,posterior,3,CAMK2A
2508,10715,posterior,3,SCRG1
2509,23353,posterior,3,ADAMTS15
2510,43140,posterior,3,CENPN
2511,27773,posterior,3,ATP8B1
2512,3305,posterior,3,IGF1
2513,24510,posterior,3,OVCH2
2514,4299,posterior,3,PCP4
2515,7950,posterior,3,ITGA10
2516,50557,posterior,3,A_32_P82304
2517,56204,posterior,3,A_23_P122600
2518,55174,posterior,3,A_23_P170579
2519,4300,posterior,3,PCP4
2520,8229,posterior,3,PTER
2521,50332,posterior,3,A_24_P306585
2522,31350,posterior,3,SNTG1
2523,17984,posterior,3,RERGL
2524,22793,posterior,3,CCDC13
2525,1105,posterior,3,EPHA7
2526,5796,posterior,3,SH3BGRL
2527,25883,posterior,3,LHX8
2528,22799,posterior,3,ZNF827
2529,20251,posterior,3,SLC2A13
2530,10346,posterior,3,MID2
2531,31486,posterior,3,BRD8
2532,52185,posterior,3,A_23_P112100
2533,28583,posterior,3,GABRG2
2534,43317,posterior,3,AC009139.1
2535,34981,posterior,3,ANKRD18A
2536,33079,posterior,3,KCNK5
2537,17301,posterior,3,CBX8
2538,8035,posterior,3,OR6A2
2539,40193,posterior,3,VAV3
2540,46400,posterior,3,CARTPT
2541,58176,posterior,3,A_24_P607195
2542,27022,posterior,3,CHEK2
2543,41940,posterior,3,C21orf88
2544,49119,posterior,3,A_32_P84049
2545,18592,posterior,3,KRTAP3-1
2546,25684,posterior,3,SEMA3E
2547,18092,posterior,3,APOL4
2548,13893,posterior,3,CCDC76
2549,53159,posterior,3,A_32_P233250
2550,24623,anterior,3,UTS2D
2551,21512,anterior,3,C19orf21
2552,55619,anterior,3,A_24_P696924
2553,26861,anterior,3,TRIM14
2554,21967,anterior,3,LAYN
2555,23405,anterior,3,SDR16C5
2556,29664,anterior,3,GNG2
2557,20608,anterior,3,PKHD1L1
2558,33006,anterior,3,DRD1
2559,6891,anterior,3,WNT2B
2560,54055,anterior,3,A_23_P311346
2561,32934,anterior,3,DIO3OS
2562,15162,anterior,3,AF205589.2
2563,47660,anterior,3,A_24_P410554
2564,42746,anterior,3,TMEM91
2565,47529,anterior,3,A_32_P105747
2566,24189,anterior,3,FAM19A2
2567,32723,anterior,3,INSC
2568,35160,anterior,3,CRNDE
2569,3525,anterior,3,MT2A
2570,43432,anterior,3,XAGE1B
2571,23807,anterior,3,DLEU7
2572,47823,anterior,3,A_24_P659350
2573,57300,anterior,3,A_32_P144007
2574,29510,anterior,3,SOX5
2575,57182,anterior,3,GUSBP3
2576,29794,anterior,3,BCL2L11
2577,25402,anterior,3,LRRC33
2578,16077,anterior,3,SALL4
2579,40685,anterior,3,LOC150519
2580,43149,anterior,3,DUSP2
2581,54,anterior,3,CCKBR
2582,51755,anterior,3,A_24_P944833
2583,3517,anterior,3,MT1G
2584,4945,anterior,3,PTH2R
2585,45101,anterior,3,C8orf71
2586,53225,anterior,3,A_24_P409500
2587,28950,anterior,3,TNFAIP8L3
2588,47199,anterior,3,A_24_P782102
2589,33165,anterior,3,HTR5A
2590,17732,anterior,3,EFHC2
2591,48128,anterior,3,A_23_P2524
2592,18486,anterior,3,MS4A8B
2593,41430,anterior,3,RCN1
2594,12800,anterior,3,MORC1
2595,30968,anterior,3,HES2
2596,26132,anterior,3,PAOX
2597,14554,anterior,3,LPCAT2
2598,21936,anterior,3,MPP7
2599,39217,anterior,3,C7orf16
2600,12913,posterior,3,OBP2A
2601,34846,posterior,3,USP45
2602,44690,posterior,3,AMHR2
2603,41548,posterior,3,HOMER3
2604,22025,posterior,3,ZSCAN29
2605,2779,posterior,3,KCNF1
2606,10584,posterior,3,FILIP1L
2607,52530,posterior,3,A_24_P615181
2608,50632,posterior,3,A_32_P77421
2609,41889,posterior,3,AC013402.2
2610,9584,posterior,3,PIAS3
2611,16913,posterior,3,CLSPN
2612,396,posterior,3,CAMK4
2613,13312,posterior,3,CHST11
2614,1410,posterior,3,EGR4
2615,11849,posterior,3,ABHD12
2616,56254,posterior,3,A_24_P170384
2617,22215,posterior,3,C1orf127
2618,56350,posterior,3,CUST_2935_PI416261804
2619,27859,posterior,3,NF2
2620,39927,posterior,3,ST6GAL2
2621,33553,posterior,3,NEAT1
2622,26418,posterior,3,SLC7A2
2623,22336,posterior,3,PEBP4
2624,53379,posterior,3,FUT10
2625,28384,posterior,3,EPB41
2626,35142,posterior,3,MUC3B
2627,8317,posterior,3,PROZ
2628,41652,posterior,3,C10orf18
2629,5359,posterior,3,RORC
2630,38224,posterior,3,LOC100287487
2631,18012,posterior,3,GSTCD
2632,44344,posterior,3,AMH
2633,15242,posterior,3,UBA6
2634,50686,posterior,3,A_24_P851522
2635,14678,posterior,3,BNC2
2636,52407,posterior,3,A_24_P101261
2637,9306,posterior,3,TOX
2638,12838,posterior,3,GMPPB
2639,41129,posterior,3,FLJ37396
2640,35996,posterior,3,DTX2
2641,39205,posterior,3,FAM162B
2642,7001,posterior,3,ADAM12
2643,52681,posterior,3,A_24_P671561
2644,31111,posterior,3,PTGS1
2645,22049,posterior,3,ZNF688
2646,6311,posterior,3,SLC9A5
2647,39181,posterior,3,LOC643421
2648,8774,posterior,3,MAFB
2649,56613,posterior,3,A_24_P418687
2650,571,anterior,3,CYP2F1
2651,22275,anterior,3,ARSK
2652,45855,anterior,3,HES5
2653,35434,anterior,3,AC087645.1
2654,733,anterior,3,AKR1C1
2655,1157,anterior,3,ERN1
2656,25131,anterior,3,C8orf86
2657,1682,anterior,3,FOXF2
2658,5259,anterior,3,PRPH2
2659,25470,anterior,3,SLC29A4P1
2660,45300,anterior,3,LDB3
2661,12165,anterior,3,DUX5
2662,2969,anterior,3,LCN1
2663,47911,anterior,3,A_32_P174905
2664,33047,anterior,3,AKR1CL2
2665,3619,anterior,3,MAGEA9
2666,28064,anterior,3,ATP11C
2667,33735,anterior,3,NAAA
2668,37936,anterior,3,TLCD1
2669,42407,anterior,3,CALB2
2670,36163,anterior,3,LOC732272
2671,38757,anterior,3,RFPL4A
2672,44028,anterior,3,ZNF391
2673,6314,anterior,3,SLC10A1
2674,49652,anterior,3,PARD3
2675,47006,anterior,3,DLX3
2676,1944,anterior,3,GPR31
2677,29509,anterior,3,SOX5
2678,43725,anterior,3,ABLIM2
2679,46691,anterior,3,ITIH2
2680,39010,anterior,3,FAM183A
2681,33706,anterior,3,ADRB1
2682,46500,anterior,3,SLC25A1
2683,8706,anterior,3,GUCA1C
2684,24010,anterior,3,ZNF660
2685,17793,anterior,3,ZNF435
2686,45620,anterior,3,MYBPC1
2687,35951,anterior,3,ZNF391
2688,49455,anterior,3,A_24_P307395
2689,47303,anterior,3,A_24_P924739
2690,731,anterior,3,DDB2
2691,11406,anterior,3,POFUT1
2692,46585,anterior,3,PROS1
2693,3521,anterior,3,MT1L
2694,39099,anterior,3,GGNBP1
2695,39161,anterior,3,LOC728800
2696,52315,anterior,3,A_23_P139104
2697,26311,anterior,3,OR52E8
2698,68,anterior,3,CCNG2
2699,9780,anterior,3,SEMA3C
2700,34183,posterior,3,SPINK9
2701,18452,posterior,3,RTP3
2702,41411,posterior,3,GUSBP5
2703,2050,posterior,3,GALNS
2704,49210,posterior,3,A_32_P130962
2705,37594,posterior,3,RGP1
2706,36257,posterior,3,FAM95B1
2707,30416,posterior,3,ACSL5
2708,49857,posterior,3,A_32_P104334
2709,57154,posterior,3,A_24_P896619
2710,36443,posterior,3,LOC346329
2711,36176,posterior,3,ANKRD20A12P
2712,12006,posterior,3,C9orf5
2713,23268,posterior,3,GPR115
2714,15277,posterior,3,YEATS2
2715,2552,posterior,3,HLA-DOA
2716,32375,posterior,3,MEOX1
2717,57599,posterior,3,A_24_P928038
2718,57759,posterior,3,A_32_P156531
2719,43804,posterior,3,LOC84989
2720,8418,posterior,3,CHRNA6
2721,7184,posterior,3,FZD6
2722,12762,posterior,3,TFCP2L1
2723,31861,posterior,3,SGK493
2724,12877,posterior,3,POMT2
2725,21786,posterior,3,DEGS2
2726,29363,posterior,3,C1QTNF9B-AS1
2727,18726,posterior,3,PTDSS2
2728,29553,posterior,3,IL1F8
2729,43732,posterior,3,FTH1P14
2730,31378,posterior,3,PIK3R6
2731,38279,posterior,3,A_24_P315774
2732,32024,posterior,3,ANKMY1
2733,38984,posterior,3,TSHZ2
2734,14116,posterior,3,SLC6A20
2735,19944,posterior,3,MYLK3
2736,7723,posterior,3,CDC45L
2737,45732,posterior,3,MSX2P1
2738,16136,posterior,3,RAP2C
2739,22634,posterior,3,CLDN19
2740,11761,posterior,3,OLFML2B
2741,28133,posterior,3,ADAMTS9
2742,14932,posterior,3,ULK4
2743,7858,posterior,3,MPZL1
2744,28304,posterior,3,OR10A3
2745,35198,posterior,3,BEND4
2746,42268,posterior,3,FBXO5
2747,44564,posterior,3,ADCY7
2748,56529,posterior,3,A_32_P161033
2749,12071,posterior,3,KCNG2
2750,37931,anterior,3,AC016683.6
2751,48765,anterior,3,ABI3BP
2752,27559,anterior,3,ANO7
2753,41214,anterior,3,TEX264
2754,46642,anterior,3,MAOA
2755,43357,anterior,3,C16orf89
2756,1227,anterior,3,DNAH5
2757,45590,anterior,3,HTR4
2758,46515,anterior,3,SLC18A2
2759,29323,anterior,3,ANO9
2760,53745,anterior,3,A_24_P922401
2761,1831,anterior,3,GML
2762,52623,anterior,3,A_24_P769588
2763,2998,anterior,3,IGFBP1
2764,37181,anterior,3,FAM190A
2765,45988,anterior,3,HTR2A
2766,35948,anterior,3,FHAD1
2767,53,anterior,3,CCKBR
2768,23281,anterior,3,KIF6
2769,40492,anterior,3,AP000911.1
2770,4796,anterior,3,PGAM2
2771,43550,anterior,3,AFAP1
2772,6829,anterior,3,TIMP1
2773,14012,anterior,3,VCX2
2774,41969,anterior,3,TMEM71
2775,2909,anterior,3,KRT17
2776,54646,anterior,3,A_24_P538119
2777,20515,anterior,3,ABHD15
2778,23245,anterior,3,CPNE2
2779,43006,anterior,3,BEND7
2780,34040,anterior,3,GPR98
2781,40075,anterior,3,MGC45800
2782,37635,anterior,3,C22orf24
2783,39968,anterior,3,CTSC
2784,50570,anterior,3,A_23_P417113
2785,28117,anterior,3,TP53I3
2786,21537,anterior,3,SGCZ
2787,24164,anterior,3,RAB7B
2788,47984,anterior,3,A_24_P5994
2789,13548,anterior,3,HPCAL4
2790,12971,anterior,3,LACTB2
2791,29355,anterior,3,RGS3
2792,54800,anterior,3,A_24_P942715
2793,36645,anterior,3,LOC284861
2794,15496,anterior,3,SLC30A10
2795,1949,anterior,3,GPR35
2796,54403,anterior,3,A_24_P546043
2797,10083,anterior,3,NES
2798,25805,anterior,3,PLEC1
2799,42016,anterior,3,ANKRD33
2800,12402,posterior,3,KCNMB3
2801,21697,posterior,4,TRPM6
2802,17764,posterior,4,ZKSCAN3
2803,4362,posterior,4,PNP
2804,20989,posterior,4,TIFA
2805,30992,posterior,4,MRPL43
2806,26931,posterior,4,ALDH1A2
2807,15904,posterior,4,PCDHB15
2808,51416,posterior,4,A_23_P50597
2809,5544,posterior,4,RREB1
2810,53477,posterior,4,A_24_P805601
2811,27832,posterior,4,CORO1B
2812,15486,posterior,4,DHTKD1
2813,37095,posterior,4,AC006014.8
2814,18675,posterior,4,ULBP3
2815,40578,posterior,4,CPPED1
2816,3684,posterior,4,MYD88
2817,29735,posterior,4,PCDHGC4
2818,30676,posterior,4,AADACL4
2819,18133,posterior,4,PPP1R14C
2820,30445,posterior,4,C2orf68
2821,17471,posterior,4,PFTK2
2822,6632,posterior,4,UGT2B17
2823,22315,posterior,4,AMOTL1
2824,25648,posterior,4,FAM72D
2825,4449,posterior,4,PFDN2
2826,50740,posterior,4,RP11-206L10.11
2827,21988,posterior,4,AMDHD1
2828,20533,posterior,4,TM4SF18
2829,45325,posterior,4,KIAA1456
2830,53195,posterior,4,A_32_P50943
2831,53188,posterior,4,A_24_P926859
2832,27362,posterior,4,GCET2
2833,52298,posterior,4,A_24_P468950
2834,42257,posterior,4,RCC2
2835,139,posterior,4,CD38
2836,1868,posterior,4,AC005512.1
2837,4907,posterior,4,PSG3
2838,37438,posterior,4,LOC100418883
2839,8380,posterior,4,CACNA1G
2840,30820,posterior,4,TPRXL
2841,23965,posterior,4,OR2L13
2842,38122,posterior,4,C1orf71
2843,9608,posterior,4,TESK2
2844,39860,posterior,4,OPCML
2845,56689,posterior,4,A_24_P247454
2846,5736,posterior,4,SELE
2847,818,posterior,4,DLSTP
2848,14798,posterior,4,QRSL1
2849,50618,posterior,4,A_32_P202977
2850,53715,anterior,4,A_32_P11425
2851,54941,anterior,4,A_32_P124819
2852,51591,anterior,4,A_23_P102331
2853,18207,anterior,4,TCF7L1
2854,12106,anterior,4,FGF20
2855,43316,anterior,4,BDNF
2856,3676,anterior,4,MYBPH
2857,976,anterior,4,CTGF
2858,3283,anterior,4,MAOA
2859,55077,anterior,4,A_24_P748738
2860,24844,anterior,4,ANKDD1A
2861,17362,anterior,4,TMCC3
2862,9361,anterior,4,ARHGAP11A
2863,41475,anterior,4,TTLL10
2864,7780,anterior,4,TNFRSF14
2865,44654,anterior,4,ADRA2A
2866,3266,anterior,4,MAOA
2867,28900,anterior,4,AK5
2868,9049,anterior,4,USH1C
2869,27505,anterior,4,CHST2
2870,39548,anterior,4,ALDH1L2
2871,44358,anterior,4,AHR
2872,48912,anterior,4,A_32_P1869
2873,43039,anterior,4,AC013271.3
2874,3415,anterior,4,SCGB2A1
2875,43620,anterior,4,FGD3
2876,1314,anterior,4,FAP
2877,35598,anterior,4,LAMA4
2878,20257,anterior,4,CGB1
2879,31162,anterior,4,RAB11FIP1
2880,297,anterior,4,CCR6
2881,46655,anterior,4,MAOB
2882,43946,anterior,4,MICAL3
2883,11677,anterior,4,BACE2
2884,24169,anterior,4,GPR120
2885,57765,anterior,4,A_24_P315941
2886,41574,anterior,4,DFNB31
2887,387,anterior,4,CALB1
2888,493,anterior,4,CP
2889,50487,anterior,4,A_32_P73903
2890,51042,anterior,4,A_24_P127425
2891,46628,anterior,4,NPY1R
2892,29479,anterior,4,LIMK2
2893,18763,anterior,4,FAM117A
2894,12820,anterior,4,ST8SIA5
2895,26455,anterior,4,GABRG1
2896,3272,anterior,4,MAOA
2897,7113,anterior,4,CHAF1B
2898,40748,anterior,4,CFLAR
2899,1660,anterior,4,FGFR3
2900,24193,posterior,4,POTEB
2901,16464,posterior,4,SRGAP1
2902,46048,posterior,4,MME
2903,56739,posterior,4,A_32_P410272
2904,37838,posterior,4,PCBP3
2905,30710,posterior,4,GGT7
2906,2835,posterior,4,KCNS2
2907,52880,posterior,4,A_24_P179679
2908,48436,posterior,4,A_32_P51524
2909,38547,posterior,4,C12orf28
2910,18753,posterior,4,VOPP1
2911,34841,posterior,4,ANKRD34C
2912,57962,posterior,4,A_23_P72434
2913,34932,posterior,4,AC018865.8
2914,24927,posterior,4,RNF148
2915,39287,posterior,4,AP003108.2
2916,52364,posterior,4,A_24_P359279
2917,8372,posterior,4,AP1G2
2918,45835,posterior,4,DNAJC25
2919,51883,posterior,4,CCDC57
2920,53336,posterior,4,A_24_P911112
2921,18942,posterior,4,PLEKHA8
2922,9985,posterior,4,RGS14
2923,47514,posterior,4,A_24_P561713
2924,21836,posterior,4,CPNE4
2925,18099,posterior,4,SH3BP5L
2926,55891,posterior,4,A_24_P940820
2927,48512,posterior,4,A_23_P427334
2928,37912,posterior,4,RBM24
2929,44271,posterior,4,C6ORF141
2930,45455,posterior,4,LMLN
2931,51403,posterior,4,A_32_P18448
2932,50414,posterior,4,NDST1
2933,21834,posterior,4,CPNE4
2934,21835,posterior,4,CPNE4
2935,19250,posterior,4,RGS8
2936,46049,posterior,4,MME
2937,4104,posterior,4,OCRL
2938,40762,posterior,4,ALPK1
2939,21857,posterior,4,DCBLD2
2940,47448,posterior,4,A_32_P122860
2941,13297,posterior,4,PLA2G3
2942,27757,posterior,4,SNTG2
2943,47414,posterior,4,A_24_P273647
2944,22048,posterior,4,ZNF785
2945,27850,posterior,4,ITIH5
2946,7824,posterior,4,HSPB3
2947,30063,posterior,4,ERGIC1
2948,8177,posterior,4,MFHAS1
2949,32827,posterior,4,ACVR1B
2950,31606,anterior,4,SAMD3
2951,51730,anterior,4,A_32_P225021
2952,4051,anterior,4,ROR1
2953,29598,anterior,4,SPANXN4
2954,43774,anterior,4,CTD-2536I1.1
2955,38550,anterior,4,FAM25C
2956,14830,anterior,4,PI4K2B
2957,48645,anterior,4,LOC149832
2958,2480,anterior,4,HBZ
2959,33992,anterior,4,RGPD8
2960,15883,anterior,4,SLC17A6
2961,14145,anterior,4,ROPN1
2962,45655,anterior,4,NTNG1
2963,49854,anterior,4,A_24_P127691
2964,47033,anterior,4,CHRM5
2965,29755,anterior,4,SYNJ2
2966,49607,anterior,4,A_24_P273014
2967,5094,anterior,4,PPARA
2968,28224,anterior,4,MAGEB1
2969,44350,anterior,4,ADSS
2970,20669,anterior,4,ARHGAP18
2971,45993,anterior,4,HTR2A
2972,54714,anterior,4,A_23_P377935
2973,39600,anterior,4,ASXL3
2974,14348,anterior,4,CNTN5
2975,20834,anterior,4,ZNF488
2976,52448,anterior,4,A_24_P913411
2977,39916,anterior,4,ASXL3
2978,50350,anterior,4,A_24_P110926
2979,22527,anterior,4,TDRD5
2980,45997,anterior,4,HTR2A
2981,44178,anterior,4,C1QC
2982,19603,anterior,4,HOPX
2983,53500,anterior,4,A_24_P815062
2984,15880,anterior,4,SLC17A6
2985,36499,anterior,4,ZNF385B
2986,45656,anterior,4,NTNG1
2987,19024,anterior,4,HAVCR2
2988,38396,anterior,4,DNAH14
2989,10609,anterior,4,KLF8
2990,5974,anterior,4,SLIT1
2991,10328,anterior,4,VAX1
2992,45371,anterior,4,TP53INP1
2993,3245,anterior,4,LPA
2994,19265,anterior,4,SLC45A3
2995,17806,anterior,4,HAPLN2
2996,43547,anterior,4,IFLTD1
2997,11690,anterior,4,POU2F3
2998,44535,anterior,4,PARP4
2999,49561,anterior,4,A_24_P677525
3000,35655,posterior,4,NRG1
3001,32946,posterior,4,KIAA1984
3002,1449,posterior,4,SERPINB1
3003,16262,posterior,4,IL22RA1
3004,57760,posterior,4,A_32_P104088
3005,1542,posterior,4,GATA3
3006,18809,posterior,4,KAZALD1
3007,51773,posterior,4,A_32_P59990
3008,21128,posterior,4,ICA1L
3009,49680,posterior,4,KLHL20
3010,38370,posterior,4,AC068658.1
3011,31860,posterior,4,SGK493
3012,21634,posterior,4,DEFB104A
3013,4822,posterior,4,PGM5
3014,5776,posterior,4,SFTPA1
3015,8152,posterior,4,PTTG1
3016,53628,posterior,4,CUST_4368_PI416261804
3017,55735,posterior,4,A_24_P925124
3018,29942,posterior,4,CNN2
3019,8711,posterior,4,GNA14
3020,12738,posterior,4,TMOD4
3021,9874,posterior,4,MAB21L2
3022,15211,posterior,4,SLC30A6
3023,45556,posterior,4,SCN4A
3024,31565,posterior,4,RSPO4
3025,20875,posterior,4,RINL
3026,33471,posterior,4,RP11-464F9.1
3027,28325,posterior,4,ODF2
3028,50968,posterior,4,SCIMP
3029,22218,posterior,4,SAMD11
3030,5609,posterior,4,ACSM3
3031,21926,posterior,4,ASB15
3032,23915,posterior,4,MAMDC2
3033,24262,posterior,4,RASSF3
3034,24626,posterior,4,SNX33
3035,29288,posterior,4,P2RY6
3036,3321,posterior,4,KIF25
3037,56349,posterior,4,CUST_2935_PI416261804
3038,58270,posterior,4,A_24_P820302
3039,46234,posterior,4,ESAM
3040,15736,posterior,4,ZNF701
3041,16914,posterior,4,CLSPN
3042,10091,posterior,4,HBS1L
3043,53207,posterior,4,A_32_P48019
3044,56431,posterior,4,A_24_P565110
3045,21741,posterior,4,FOXN4
3046,227,posterior,4,CDKN2A
3047,44652,posterior,4,ADRB2
3048,13004,posterior,4,RNFT1
3049,12876,posterior,4,TRHDE
3050,24767,anterior,4,SSU72P1
3051,913,anterior,4,CRYGD
3052,15671,anterior,4,KCNK13
3053,50937,anterior,4,FNDC3A
3054,37549,anterior,4,UPP2
3055,16783,anterior,4,ZNF655
3056,20029,anterior,4,C11orf70
3057,41654,anterior,4,CLCA3P
3058,51314,anterior,4,A_32_P122715
3059,44367,anterior,4,BMP7
3060,4523,anterior,4,PITX1
3061,33711,anterior,4,HTR1F
3062,15519,anterior,4,ZNF395
3063,24151,anterior,4,NLRP9
3064,47602,anterior,4,A_24_P712198
3065,20279,anterior,4,CSMD2
3066,58082,anterior,4,A_24_P370484
3067,19542,anterior,4,DYDC2
3068,36511,anterior,4,LOC100132831
3069,52831,anterior,4,A_32_P168126
3070,33484,anterior,4,SLC29A4
3071,38007,anterior,4,MYO1B
3072,7027,anterior,4,GPR68
3073,43913,anterior,4,AUTS2
3074,31507,anterior,4,C18orf56
3075,51259,anterior,4,A_24_P315954
3076,61,anterior,4,CCND2
3077,57212,anterior,4,A_24_P486216
3078,44446,anterior,4,ALPI
3079,39889,anterior,4,GSTM3
3080,39840,anterior,4,ODZ3
3081,34187,anterior,4,FRMD6
3082,45720,anterior,4,CSN1S1
3083,3026,anterior,4,IGSF1
3084,31511,anterior,4,CAV2
3085,21814,anterior,4,CPO
3086,3523,anterior,4,MT1X
3087,50122,anterior,4,A_24_P753849
3088,50281,anterior,4,A_24_P911621
3089,32091,anterior,4,C22orf43
3090,34130,anterior,4,TMEM91
3091,42447,anterior,4,FAM110C
3092,38873,anterior,4,C8ORF75
3093,34518,anterior,4,AUTS2
3094,36769,anterior,4,CALB2
3095,23494,anterior,4,SPAG17
3096,23823,anterior,4,OAF
3097,22913,anterior,4,SAMD14
3098,21895,anterior,4,C4orf32
3099,49249,anterior,4,A_24_P342226
3100,1042,posterior,4,ECM1
3101,44653,posterior,4,ADRB2
3102,33103,posterior,4,RPL14
3103,27377,posterior,4,MBLAC1
3104,21763,posterior,4,C14orf79
3105,24543,posterior,4,STAC2
3106,29136,posterior,4,TGIF1
