,probe_ind,ant-post,step,gene_symbol
807,9333,posterior,3,SPCS2
808,47406,posterior,3,A_32_P179131
809,41150,posterior,3,GABRA1
810,19396,posterior,3,SLITRK6
811,37663,posterior,3,BANK1
812,34666,posterior,3,RP13-507I23.1
813,27244,posterior,3,CAMKK2
814,26811,posterior,3,LCN8
815,52864,posterior,3,A_32_P3914
816,4065,posterior,3,NTS
817,4301,posterior,3,PCP4
818,18747,posterior,3,GDPD5
819,27555,posterior,3,CABP1
820,33214,posterior,3,KREMEN1
821,37,posterior,3,CBLB
822,8680,posterior,3,CARTPT
823,40611,posterior,3,C4orf19
824,42437,posterior,3,GABRA1
825,31615,posterior,3,SOHLH1
826,4246,posterior,3,PAM
827,40841,posterior,3,GABRA1
828,50465,posterior,3,A_24_P944378
829,41297,posterior,3,DDC
830,21460,posterior,3,ACER1
831,30101,posterior,3,COL25A1
832,10347,posterior,3,MID2
833,46729,posterior,3,HTR2B
834,30118,posterior,3,PPP1R12B
835,2944,posterior,3,LAIR2
836,30744,posterior,3,EPHA5
837,47953,posterior,3,A_23_P54983
838,26412,posterior,3,HAUS8
839,2435,posterior,3,HTR2C
840,26292,posterior,3,TRPM3
841,23420,posterior,3,METTL7B
842,18801,posterior,3,NIPA2
843,23853,posterior,3,C10orf93
844,39105,posterior,3,PLEKHG4
845,26294,posterior,3,TRPM3
846,23640,posterior,3,C20orf200
847,25673,posterior,3,AC110760.2
848,35504,posterior,3,DCHS2
849,46402,posterior,3,CARTPT
850,55120,anterior,3,A_24_P153035
851,55118,anterior,3,A_24_P153035
852,11748,anterior,3,ABI3BP
853,9843,anterior,3,OLFM4
854,3003,anterior,3,IGFBP3
855,32871,anterior,3,CPLX3
856,30409,anterior,3,SYTL2
857,53963,anterior,3,A_24_P646573
858,40464,anterior,3,EFCAB1
859,4102,anterior,3,OCM2
860,47040,anterior,3,CHRNA3
861,41892,anterior,3,HRH1
862,52213,anterior,3,A_32_P11733
863,20711,anterior,3,ABCC12
864,48187,anterior,3,A_32_P168375
865,7679,anterior,3,PEA15
866,4786,anterior,3,VIT
867,37656,anterior,3,LOC150519
868,52283,anterior,3,A_32_P122128
869,8707,anterior,3,GUCA1C
870,38569,anterior,3,AC079341.1
871,42104,anterior,3,COCH
872,2625,anterior,3,IFI16
873,36728,anterior,3,GLRA2
874,20372,anterior,3,IL33
875,46155,anterior,3,CXXC11
876,38863,anterior,3,NEURL3
877,23963,anterior,3,THEM5
878,3950,anterior,3,NHLH1
879,49153,anterior,3,A_24_P655849
880,22586,anterior,3,C1QL2
881,2571,anterior,3,HLA-DRA
882,42239,anterior,3,ELK1
883,42212,anterior,3,LOC150519
884,3878,anterior,3,MIPEP
885,35001,anterior,3,EFCAB1
886,26853,anterior,3,GHSR
887,25138,anterior,3,CENPVL1
888,6831,anterior,3,TIMP2
889,25840,anterior,3,MYO16
890,2120,anterior,3,GPD1
891,11034,anterior,3,ZNF423
892,43683,anterior,3,C17orf96
893,25591,anterior,3,NRG1
894,31939,anterior,3,PPAPR3
895,33502,anterior,3,SCN7A
896,27055,anterior,3,SLC7A14
897,31278,anterior,3,RUNX1T1
898,45998,anterior,3,HTR2A
899,45111,anterior,3,FAM7A3
900,50645,posterior,3,A_32_P154601
901,32935,posterior,3,DIO3OS
902,10959,posterior,3,WIF1
903,52304,posterior,3,A_32_P27144
904,18663,posterior,3,LRRC2
905,50460,posterior,3,A_23_P400036
906,38319,posterior,3,AP004607.4
907,47674,posterior,3,A_24_P759861
908,8996,posterior,3,ADAMTS3
909,56724,posterior,3,A_23_P119850
910,24983,posterior,3,C10orf140
911,52284,posterior,3,A_24_P196478
912,52347,posterior,3,A_32_P76255
913,811,posterior,3,DLAT
914,33023,posterior,3,TMEM44
915,27993,posterior,3,PPARG
916,44506,posterior,3,ABCF1
917,36974,posterior,3,TRIM48
918,28632,posterior,3,FAM209A
919,1056,posterior,3,PHC1
920,53792,posterior,3,MDH1B
921,32897,posterior,3,MDH1B
922,17625,posterior,3,C6orf134
923,15781,posterior,3,PNO1
924,45622,posterior,3,UPB1
925,41474,posterior,3,PCP4L1
926,25358,posterior,3,SBSN
927,6343,posterior,3,TAC1
928,29818,posterior,3,RAPGEF1
929,33701,posterior,3,YPLR6490
930,28457,posterior,3,SLC35F1
931,3768,posterior,3,NEB
932,58355,posterior,3,A_24_P928250
933,33599,posterior,3,GEMIN8P4
934,24452,posterior,3,NAT8L
935,40731,posterior,3,MGC21881
936,35004,posterior,3,JDP2
937,29725,posterior,3,KDELR3
938,44543,posterior,3,ADORA2A
939,36419,posterior,3,CCDC39
940,17252,posterior,3,MRM1
941,51500,posterior,3,A_24_P239385
942,11533,posterior,3,TSPAN12
943,53038,posterior,3,A_24_P914161
944,51365,posterior,3,A_32_P96748
945,36546,posterior,3,GLB1L3
946,44610,posterior,3,AKT2
947,49004,posterior,3,A_32_P83750
948,40091,posterior,3,CACNA1A
949,37393,posterior,3,LINC00282
950,47951,anterior,3,A_24_P638073
951,5040,anterior,3,RAB3B
952,53950,anterior,3,A_24_P548966
953,19654,anterior,3,NTNG2
954,5425,anterior,3,PTAFR
955,29000,anterior,3,HPCAL1
956,43014,anterior,3,KLK5
957,4871,anterior,3,PROC
958,8620,anterior,3,NFE2L3
959,48507,anterior,3,A_24_P923271
960,34536,anterior,3,LOC339524
961,15868,anterior,3,SLC17A6
962,1172,anterior,3,ETV1
963,27056,anterior,3,SLC7A14
964,37445,anterior,3,NELL1
965,20481,anterior,3,C16orf75
966,26590,anterior,3,GCH1
967,9259,anterior,3,GPRIN2
968,13105,anterior,3,MYO15A
969,28746,anterior,3,INADL
970,40925,anterior,3,NELL1
971,27054,anterior,3,SLC7A14
972,49307,anterior,3,A_24_P589044
973,52854,anterior,3,A_32_P110604
974,15882,anterior,3,SLC17A6
975,23246,anterior,3,CPNE2
976,15857,anterior,3,SLC17A6
977,50046,anterior,3,A_32_P90759
978,21946,anterior,3,C10orf82
979,45621,anterior,3,MYBPC1
980,7464,anterior,3,SLC30A3
981,2122,anterior,3,GPD1
982,50951,anterior,3,ZNF488
983,23239,anterior,3,C13orf3
984,40961,anterior,3,NELL1
985,13773,anterior,3,AC135457.2
986,37654,anterior,3,KNCN
987,33355,anterior,3,KCNC4
988,22127,anterior,3,DOCK11
989,47031,anterior,3,CHRM5
990,20528,anterior,3,SLC26A8
991,24521,anterior,3,FREM2
992,62,anterior,3,CCND2
993,15878,anterior,3,SLC17A6
994,11512,anterior,3,SEZ6L
995,56662,anterior,3,A_24_P307306
996,7537,anterior,3,DYRK3
997,56531,anterior,3,A_24_P203976
998,40513,anterior,3,CCDC85A
999,44530,anterior,3,A1BG
1000,21647,posterior,3,SLC32A1
1001,42734,posterior,3,KDM6B
1002,9440,posterior,3,AC005277.1
1003,55025,posterior,3,LOC100131943
1004,39826,posterior,3,SEC14L1
1005,55322,posterior,3,A_24_P509893
1006,56802,posterior,3,A_32_P76
1007,46909,posterior,3,GABRA4
1008,35565,posterior,3,C18orf42
1009,4377,posterior,3,NPPB
1010,32401,posterior,3,PTTG3
1011,1833,posterior,3,GMPR
1012,45866,posterior,3,HTR7
1013,46462,posterior,3,TPBG
1014,41865,posterior,3,PENK
1015,418,posterior,3,CAPZA2
1016,45925,posterior,3,BCAS4
1017,42355,posterior,3,WNT2
1018,35125,posterior,3,MLLT6
1019,7934,posterior,3,PARG
1020,49688,posterior,3,A_24_P85322
1021,56762,posterior,3,STK16
1022,40625,posterior,3,A_32_P98423
1023,26560,posterior,3,MIDN
1024,16280,posterior,3,CACNG8
1025,35937,posterior,3,ADARB1
1026,57160,posterior,3,A_24_P896619
1027,10566,posterior,3,NXPH2
1028,34823,posterior,3,TTC39C
1029,1529,posterior,3,GABRA4
1030,53639,posterior,3,A_32_P40596
1031,54761,posterior,3,A_32_P175667
1032,33022,posterior,3,TMEM44
1033,45327,posterior,3,SYT2
1034,32797,posterior,3,MID2
1035,53247,posterior,3,A_24_P275984
1036,38819,posterior,3,SLC29A1
1037,19251,posterior,3,RGS8
1038,51915,posterior,3,A_32_P212958
1039,819,posterior,3,DLSTP
1040,34035,posterior,3,EIF4G2
1041,30160,posterior,3,RASGRP2
1042,28249,posterior,3,BTN2A2
1043,50656,posterior,3,A_24_P938243
1044,47485,posterior,3,A_24_P942385
1045,48373,posterior,3,SDHC
1046,11144,posterior,3,ZC3H7B
1047,4068,posterior,3,NTS
1048,38147,posterior,3,LOC375295
1049,10567,posterior,3,NXPH2
1050,56279,anterior,3,A_23_P350782
1051,33865,anterior,3,ANXA8
1052,27611,anterior,3,HTR2A
1053,4935,anterior,3,PTGIR
1054,52061,anterior,3,A_32_P98574
1055,49873,anterior,3,A_23_P102071
1056,50090,anterior,3,A_24_P722360
1057,20273,anterior,3,PKD1L2
1058,24004,anterior,3,IGSF10
1059,45644,anterior,3,EPB41L4B
1060,14394,anterior,3,TREM2
1061,45987,anterior,3,HTR2A
1062,31246,anterior,3,WSCD1
1063,42272,anterior,3,RAB34
1064,21889,anterior,3,TMEM155
1065,21347,anterior,3,LRRC50
1066,49346,anterior,3,A_32_P10083
1067,4354,anterior,3,NOV
1068,25429,anterior,3,AC010974.2
1069,26243,anterior,3,EVC
1070,20283,anterior,3,GPRIN1
1071,50826,anterior,3,A_24_P393596
1072,35864,anterior,3,KLK10
1073,48744,anterior,3,USH1C
1074,20320,anterior,3,C6orf142
1075,33852,anterior,3,PLCH2
1076,8161,anterior,3,CRLF1
1077,20835,anterior,3,ZNF488
1078,27610,anterior,3,HTR2A
1079,1787,anterior,3,GAST
1080,37842,anterior,3,TMEM2
1081,12702,anterior,3,PYCARD
1082,27613,anterior,3,HTR2A
1083,34425,anterior,3,CNGB1
1084,49088,anterior,3,A_23_P6786
1085,5682,anterior,3,CCL4
1086,31907,anterior,3,RARRES1
1087,34524,anterior,3,AC092324.1
1088,54839,anterior,3,A_32_P163894
1089,27612,anterior,3,HTR2A
1090,48298,anterior,3,A_32_P100610
1091,28745,anterior,3,INADL
1092,3234,anterior,3,VWA5A
1093,47297,anterior,3,A_32_P187143
1094,7536,anterior,3,DYRK3
1095,31222,anterior,3,AMACR
1096,34785,anterior,3,ACVR1C
1097,38816,anterior,3,LOC389458
1098,7057,anterior,3,TNFRSF4
1099,22837,anterior,3,PRSS23
1100,57444,posterior,3,A_24_P349580
1101,29865,posterior,3,PDLIM7
1102,35935,posterior,3,AC013356.3
1103,16263,posterior,3,IL22RA1
1104,33834,posterior,3,CORO6
1105,51988,posterior,3,A_24_P50281
1106,46880,posterior,3,GABRD
1107,36580,posterior,3,A_23_P390621
1108,30230,posterior,3,C4orf18
1109,41739,posterior,3,DDC
1110,57302,posterior,3,A_32_P84333
1111,19630,posterior,3,MAK16
1112,46335,posterior,3,C11orf24
1113,10564,posterior,3,NXPH3
1114,142,posterior,3,ENTPD3
1115,54269,posterior,3,BMS1P6
1116,19560,posterior,3,BRSK1
1117,43494,posterior,3,KCNE1
1118,19129,posterior,3,FNDC4
1119,2515,posterior,3,CFH
1120,49301,posterior,3,TBC1D16
1121,52449,posterior,3,A_24_P913411
1122,24461,posterior,3,ANKRD34B
1123,45221,posterior,3,TRAPPC9
1124,17411,posterior,3,CDCP1
1125,41008,posterior,3,GABRA1
1126,47696,posterior,3,A_24_P621701
1127,43371,posterior,3,GABRA1
1128,49928,posterior,3,A_24_P33055
1129,36851,posterior,3,AMIGO2
1130,52072,posterior,3,A_32_P79492
1131,10341,posterior,3,STON1
1132,44055,posterior,3,BTC
1133,52699,posterior,3,A_32_P171253
1134,53888,posterior,3,A_24_P916808
1135,30100,posterior,3,COL25A1
1136,44414,posterior,3,AOX1
1137,9089,posterior,3,KIF20A
1138,51687,posterior,3,A_24_P943026
1139,36483,posterior,3,CLEC2L
1140,48752,posterior,3,AC106739.1
1141,31150,posterior,3,MFI2
1142,8011,posterior,3,KMO
1143,4373,posterior,3,PRODH2
1144,24036,posterior,3,YIPF7
1145,21273,posterior,3,PIH1D2
1146,21289,posterior,3,TRIM51GP
1147,30532,posterior,3,CD8B
1148,6432,posterior,3,TLE4
1149,47479,posterior,3,A_32_P57989
1150,11493,anterior,3,RFTN1
1151,40100,anterior,3,PNMA5
1152,2829,anterior,3,KCNN4
1153,4629,anterior,3,PNMT
1154,45011,anterior,3,C1QB
1155,1661,anterior,3,GPC5
1156,5654,anterior,3,SCN9A
1157,41944,anterior,3,CRYZ
1158,22477,anterior,3,RP13-102H20.1
1159,34916,anterior,3,TPTE2P1
1160,10734,anterior,3,IKZF2
1161,15525,anterior,3,MESP1
1162,16753,anterior,3,C1orf135
1163,336,anterior,3,COL4A2
1164,55758,anterior,3,A_24_P74828
1165,44071,anterior,3,C1QA
1166,3000,anterior,3,IGFBP2
1167,11590,anterior,3,DAPK2
1168,29047,anterior,3,CLEC7A
1169,29042,anterior,3,ADRA1A
1170,15856,anterior,3,SLC17A6
1171,10168,anterior,3,ADAM28
1172,40064,anterior,3,HS6ST2
1173,14321,anterior,3,FXYD6
1174,98,anterior,3,CD5
1175,14393,anterior,3,TREM2
1176,58317,anterior,3,A_24_P911973
1177,19729,anterior,3,FAM71F1
1178,2488,anterior,3,HCLS1
1179,45995,anterior,3,HTR2A
1180,12584,anterior,3,RPS6KA6
1181,19881,anterior,3,UAP1L1
1182,23373,anterior,3,RHOV
1183,198,anterior,3,CDH12
1184,42157,anterior,3,PDE2A
1185,4307,anterior,3,PCSK2
1186,30535,anterior,3,TYROBP
1187,30603,anterior,3,USH2A
1188,32906,anterior,3,DUSP5P
1189,52688,anterior,3,A_32_P232413
1190,43052,anterior,3,MTMR11
1191,23240,anterior,3,C13orf3
1192,41499,anterior,3,AIFM3
1193,17756,anterior,3,PDGFD
1194,12470,anterior,3,GPR77
1195,21046,anterior,3,NKAIN4
1196,2817,anterior,3,KCNJ16
1197,21631,anterior,3,CHODL
1198,37149,anterior,3,ACVR1
1199,44081,anterior,3,LOC100287038
1200,48132,posterior,3,A_32_P102247
1201,30826,posterior,3,SH3PXD2B
1202,44376,posterior,3,POLR3D
1203,40326,posterior,3,MYBL1
1204,43792,posterior,3,PPP1R1C
1205,49461,posterior,3,A_23_P371076
1206,30089,posterior,3,SCRT1
1207,29348,posterior,3,ARPP-21
1208,55610,posterior,3,A_24_P547659
1209,24860,posterior,3,CCDC37
1210,10061,posterior,3,PTTG2
1211,1398,posterior,3,GABRA4
1212,3559,posterior,3,LUM
1213,46505,posterior,3,SLC22A3
1214,16487,posterior,3,ZNF398
1215,17468,posterior,3,SLC26A10
1216,15481,posterior,3,SMPD3
1217,26893,posterior,3,HOMER2
1218,15251,posterior,3,SLC47A1
1219,17414,posterior,3,CDCP1
1220,18429,posterior,3,FUZ
1221,8153,posterior,3,PTTG1
1222,39970,posterior,3,IPCEF1
1223,50238,posterior,3,A_32_P211301
1224,26892,posterior,3,HOMER2
1225,44731,posterior,3,AQP6
1226,52823,posterior,3,A_23_P320407
1227,19128,posterior,3,FNDC4
1228,16977,posterior,3,TNMD
1229,17356,posterior,3,REXO1
1230,31782,posterior,3,MASP1
1231,2785,posterior,3,KCNJ2
1232,11606,posterior,3,NAT6
1233,22605,posterior,3,NBPF4
1234,12347,posterior,3,SLITRK5
1235,47207,posterior,3,A_32_P30717
1236,28406,posterior,3,LGR6
1237,31603,posterior,3,RELN
1238,26323,posterior,3,FBXO32
1239,18746,posterior,3,GDPD5
1240,21371,posterior,3,GPR139
1241,26195,posterior,3,NFKBIZ
1242,30836,posterior,3,SIRT5
1243,37381,posterior,3,HOOK2
1244,54922,posterior,3,FAM110A
1245,13656,posterior,3,GINS2
1246,56267,posterior,3,CUST_4640_PI416261804
1247,10770,posterior,3,FRMPD1
1248,17840,posterior,3,NLRX1
1249,46614,posterior,3,ENPP1
1250,20836,anterior,3,PIK3AP1
1251,1171,anterior,3,ETV1
1252,25870,anterior,3,BLID
1253,6049,anterior,3,SOAT1
1254,18662,anterior,3,LRRC2
1255,3879,anterior,3,MIPEP
1256,47210,anterior,3,EVI1
1257,42356,anterior,3,Z83851.1
1258,13571,anterior,3,PEX5L
1259,14969,anterior,3,CCDC109B
1260,51397,anterior,3,CUST_2576_PI416261804
1261,56398,anterior,3,A_24_P514678
1262,57868,anterior,3,A_23_P113101
1263,41154,anterior,3,DFNB31
1264,32907,anterior,3,DUSP5P
1265,20296,anterior,3,TMEM200A
1266,34930,anterior,3,RP11-453F18__B.1
1267,29395,anterior,3,DPP10
1268,2815,anterior,3,KCNJ16
1269,6014,anterior,3,SNCB
1270,31986,anterior,3,PSD3
1271,6190,anterior,3,SSTR2
1272,36424,anterior,3,ODZ2
1273,45994,anterior,3,HTR2A
1274,55276,anterior,3,APOE
1275,46979,anterior,3,DRD5
1276,1842,anterior,3,GNAI1
1277,2816,anterior,3,KCNJ16
1278,55672,anterior,3,A_32_P36481
1279,19277,anterior,3,STON2
1280,6411,anterior,3,TCEA3
1281,432,anterior,3,CAV2
1282,57664,anterior,3,A_24_P925191
1283,31637,anterior,3,LDHD
1284,40559,anterior,3,HRH2
1285,31221,anterior,3,AMACR
1286,20813,anterior,3,GPR62
1287,47385,anterior,3,A_24_P854758
1288,19851,anterior,3,TRIM47
1289,4993,anterior,3,PTPRR
1290,7599,anterior,3,SLC43A1
1291,28748,anterior,3,INADL
1292,33014,anterior,3,DRD1
1293,26682,anterior,3,CMTM7
1294,48755,anterior,3,SATB2
1295,41477,anterior,3,LOC150519
1296,31279,anterior,3,RUNX1T1
1297,20391,anterior,3,OSBPL10
1298,28158,anterior,3,KIAA1755
1299,30333,anterior,3,DENND2A
1300,26701,posterior,3,BAX
1301,39367,posterior,3,NEURL1B
1302,28830,posterior,3,ADSSL1
1303,39402,posterior,3,LOC100131943
1304,30610,posterior,3,ZNF365
1305,53138,posterior,3,A_32_P198071
1306,40384,posterior,3,AGAP2
1307,47813,posterior,3,A_24_P626951
1308,4064,posterior,3,NTS
1309,52296,posterior,3,A_32_P17525
1310,27542,posterior,3,C3orf35
1311,1514,posterior,3,GABRA4
1312,40781,posterior,3,FAM20A
1313,22733,posterior,3,SLC38A11
1314,27021,posterior,3,CHEK2
1315,24544,posterior,3,STAC2
1316,20479,posterior,3,RNF166
1317,32065,posterior,3,SPAG1
1318,41039,posterior,3,C7orf73
1319,44433,posterior,3,SHROOM2
1320,12649,posterior,3,TRIB2
1321,32365,posterior,3,ARC
1322,51954,posterior,3,A_24_P700210
1323,46773,posterior,3,HPCA
1324,47157,posterior,3,ELAVL4
1325,2457,posterior,3,HTR2C
1326,43856,posterior,3,RP11-561O23.6
1327,39715,posterior,3,C20orf91
1328,9819,posterior,3,PROCR
1329,19770,posterior,3,KCNH7
1330,4427,posterior,3,PET112L
1331,26207,posterior,3,PSMC3IP
1332,26236,posterior,3,PDLIM5
1333,54972,posterior,3,A_23_P46070
1334,57407,posterior,3,SYTL5
1335,30200,posterior,3,DEFB137
1336,43666,posterior,3,C5orf13
1337,28764,posterior,3,NFIC
1338,14619,posterior,3,ANO1
1339,27858,posterior,3,NF2
1340,23872,posterior,3,PCSK9
1341,15922,posterior,3,PCDHB6
1342,4799,posterior,3,PGC
1343,37917,posterior,3,LOC100130100
1344,21149,posterior,3,ENPP6
1345,38779,posterior,3,PPP1R1C
1346,19298,posterior,3,CCDC65
1347,36743,posterior,3,C9orf11
1348,15905,posterior,3,PCDHB14
1349,23526,posterior,3,GPR111
1350,43557,anterior,3,BTNL10
1351,56417,anterior,3,A_24_P926566
1352,23909,anterior,3,TCERG1L
1353,46215,anterior,3,SYT9
1354,51539,anterior,3,A_24_P910255
1355,42768,anterior,3,MGC4294
1356,46550,anterior,3,SFRP2
1357,45180,anterior,3,PDLIM3
1358,32874,anterior,3,ZBTB7C
1359,4878,anterior,3,PROS1
1360,9445,anterior,3,ARNT2
1361,21961,anterior,3,PIWIL4
1362,56582,anterior,3,A_24_P617427
1363,34024,anterior,3,IQCJ
1364,56583,anterior,3,A_24_P617427
1365,36771,anterior,3,EGFEM1P
1366,46613,anterior,3,PDK4
1367,34775,anterior,3,PHACTR2
1368,2999,anterior,3,IGFBP2
1369,21807,anterior,3,GALM
1370,8822,anterior,3,NR1H4
1371,12562,anterior,3,RPS6KA6
1372,29823,anterior,3,RASL10A
1373,41841,anterior,3,AC079341.1
1374,60,anterior,3,CCND2
1375,20373,anterior,3,IL33
1376,1793,anterior,3,FUT4
1377,45270,anterior,3,SEPT9
1378,55883,anterior,3,A_32_P154042
1379,57436,anterior,3,A_24_P297302
1380,13102,anterior,3,AADAT
1381,28849,anterior,3,OR4C12
1382,56903,anterior,3,A_24_P340498
1383,32955,anterior,3,HTR4
1384,197,anterior,3,CDH12
1385,9018,anterior,3,MAMLD1
1386,52507,anterior,3,A_24_P857669
1387,12116,anterior,3,GALNT8
1388,55790,anterior,3,A_32_P4778
1389,41459,anterior,3,BEND7
1390,1841,anterior,3,GNAI1
1391,14725,anterior,3,NUDT11
1392,34684,anterior,3,AC007743.1
1393,9248,anterior,3,ST18
1394,28015,anterior,3,STEAP3
1395,10167,anterior,3,CYP46A1
1396,13976,anterior,3,EPB41L4B
1397,31535,anterior,3,COL6A3
1398,15161,anterior,3,AF205589.2
1399,28898,anterior,3,KCNN3
1400,40279,posterior,3,GABRA1
1401,30181,posterior,3,SAMD5
1402,10272,posterior,3,RALBP1
1403,5140,posterior,3,PPP1R2
1404,8382,posterior,3,CACNA1G
1405,41669,posterior,3,GABRA1
1406,58608,posterior,3,A_24_P323795
1407,23041,posterior,3,GRASP
1408,40546,posterior,3,GABRA1
1409,40980,posterior,3,RCC1
1410,15506,posterior,3,PLXNA3
1411,18858,posterior,3,SLC10A7
1412,37589,posterior,3,GGT8P
1413,26293,posterior,3,TRPM3
1414,46878,posterior,3,GABRB2
1415,28841,posterior,3,DHX57
1416,11143,posterior,3,ZC3H7B
1417,40117,posterior,3,EGR2
1418,55666,posterior,3,A_24_P945160
1419,39327,posterior,3,PLK5P
1420,40278,posterior,3,GABRA1
1421,41637,posterior,3,VIL2
1422,45574,posterior,3,FHL2
1423,2975,posterior,3,LCP2
1424,49571,posterior,3,A_24_P783810
1425,57437,posterior,3,PLCL1
1426,13874,posterior,3,TM6SF1
1427,40457,posterior,3,GABRA1
1428,2790,posterior,3,KCNJ4
1429,16203,posterior,3,NT5M
1430,5626,posterior,3,RBM3
1431,40418,posterior,3,GABRA1
1432,19937,posterior,3,NXPE3
1433,34869,posterior,3,ISPD
1434,42326,posterior,3,GABRA1
1435,11613,posterior,3,FJX1
1436,50575,posterior,3,A_32_P101623
1437,49083,posterior,3,A_32_P83434
1438,42095,posterior,3,GABRA1
1439,28318,posterior,3,TRIM17
1440,38485,posterior,3,ECSCR
1441,14334,posterior,3,MYO3A
1442,11529,posterior,3,RASD2
1443,35904,posterior,3,LOC728485
1444,54053,posterior,3,A_24_P921186
1445,46907,posterior,3,GABRA4
1446,30645,posterior,3,KCNJ11
1447,19673,posterior,3,DGAT2
1448,48655,posterior,3,TDRD12
1449,47996,posterior,3,A_23_P430852
1450,11117,anterior,3,AC092436.3
1451,13924,anterior,3,PCDH18
1452,1644,anterior,3,GLDC
1453,50771,anterior,3,A_24_P536218
1454,3954,anterior,3,NHS
1455,10820,anterior,3,MMRN1
1456,52384,anterior,3,A_32_P209702
1457,44754,anterior,3,APOA2
1458,39638,anterior,3,FAM189A1
1459,37845,anterior,3,CCDC85A
1460,11944,anterior,3,NTSR2
1461,22727,anterior,3,ZNF385B
1462,40850,anterior,3,EFCAB1
1463,26045,anterior,3,PPAPDC1A
1464,34574,anterior,3,AC106818.2
1465,6410,anterior,3,TCEA3
1466,49305,anterior,3,A_32_P82845
1467,58649,anterior,3,A_24_P789425
1468,29834,anterior,3,TMEM132B
1469,36915,anterior,3,PBX3
1470,41686,anterior,3,C8ORF75
1471,9147,anterior,3,DHRS2
1472,57630,anterior,3,MARCH1
1473,23095,anterior,3,ANKFN1
1474,6579,anterior,3,TTPA
1475,22791,anterior,3,CMTM8
1476,2342,anterior,3,HOXD3
1477,6699,anterior,3,VIPR1
1478,22325,anterior,3,CRYGN
1479,6830,anterior,3,TIMP1
1480,40766,anterior,3,PRICKLE1
1481,4877,anterior,3,PROS1
1482,21608,anterior,3,PTCHD1
1483,17575,anterior,3,TMEM108
1484,44238,anterior,3,BCHE
1485,41917,anterior,3,CUST_8032_PI416261804
1486,13570,anterior,3,PEX5L
1487,19762,anterior,3,FAM181A
1488,118,anterior,3,CD24
1489,49423,anterior,3,LINC00260
1490,200,anterior,3,CDH13
1491,44145,anterior,3,CUST_10853_PI416261804
1492,49834,anterior,3,A_24_P945165
1493,43730,anterior,3,AC013356.1
1494,8157,anterior,3,NOG
1495,44366,anterior,3,BMP7
1496,6188,anterior,3,SSTR1
1497,12528,anterior,3,DHDH
1498,50082,anterior,3,A_24_P7565
1499,7070,anterior,3,TYRO3
1500,45271,posterior,3,GABRA1
1501,20148,posterior,3,ZNF461
1502,17437,posterior,3,CENPH
1503,51003,posterior,3,A_32_P17577
1504,41465,posterior,3,BANK1
1505,19271,posterior,3,ZIC5
1506,36413,posterior,3,C16orf46
1507,12650,posterior,3,TRIB2
1508,31034,posterior,3,CD200R1
1509,3977,posterior,3,NMBR
1510,19424,posterior,3,C2orf16
1511,38875,posterior,3,LOC100127998
1512,31999,posterior,3,NTRK2
1513,4066,posterior,3,NTS
1514,2441,posterior,3,HTR2C
1515,39755,posterior,3,NEURL1B
1516,33694,posterior,3,LOC643750
1517,4245,posterior,3,PAM
1518,46837,posterior,3,GRIK3
1519,40238,posterior,3,G6PC2
1520,18069,posterior,3,LIMD2
1521,47515,posterior,3,A_24_P943843
1522,32324,posterior,3,DOCK10
1523,52676,posterior,3,A_23_P10885
1524,36160,posterior,3,CYLC1
1525,13791,posterior,3,HECA
1526,42857,posterior,3,GABRA1
1527,52293,posterior,3,A_32_P17525
1528,34287,posterior,3,ARHGAP24
1529,20932,posterior,3,HMGB4
1530,34547,posterior,3,CNTNAP3
1531,16085,posterior,3,PCDHB16
1532,1832,posterior,3,GMPR
1533,34339,posterior,3,CUST_3836_PI416261804
1534,18337,posterior,3,SEMA6D
1535,45248,posterior,3,GABRA1
1536,45265,posterior,3,GABRA1
1537,9832,posterior,3,RPP30
1538,54130,posterior,3,A_24_P747012
1539,2253,posterior,3,FOXA2
1540,2252,posterior,3,FOXA2
1541,9026,posterior,3,SLC17A4
1542,41159,posterior,3,CYP4F35P
1543,55428,posterior,3,A_23_P35205
1544,18371,posterior,3,BAIAP2L2
1545,23777,posterior,3,TPCN2
1546,4248,posterior,3,PAM
1547,24879,posterior,3,GATS
1548,40226,posterior,3,PHLDB2
1549,41426,posterior,3,CTXN3
1550,13560,anterior,3,GULP1
1551,51609,anterior,3,A_32_P158181
1552,52247,anterior,3,A_24_P870921
1553,49225,anterior,3,A_32_P118675
1554,56480,anterior,3,A_24_P144254
1555,53102,anterior,3,A_24_P483213
1556,35666,anterior,3,RP1-74M1.1
1557,15332,anterior,3,N4BP2
1558,30876,anterior,3,VDR
1559,30408,anterior,3,TEPP
1560,40982,anterior,3,SNED1
1561,29779,anterior,3,C9orf135
1562,31526,anterior,3,PCDH11Y
1563,21201,anterior,3,ACOT12
1564,4470,anterior,3,SERPINB13
1565,39554,anterior,3,AC092324.1
1566,43242,anterior,3,LOC150519
1567,201,anterior,3,CDH13
1568,7925,anterior,3,DIRAS3
1569,181,anterior,3,CDH1
1570,35882,anterior,3,ECE2
1571,31240,anterior,3,C1QL4
1572,14587,anterior,3,TMEM45A
1573,24502,anterior,3,NANOS1
1574,37813,anterior,3,CRYZ
1575,19488,anterior,3,C2orf88
1576,6763,anterior,3,NR2F1
1577,52769,anterior,3,A_24_P928068
1578,19543,anterior,3,DYDC2
1579,48217,anterior,3,A_24_P870463
