Mixture,Exc_L2_LAMP5_LTK,Exc_L5-6_FEZF2_ABO,Exc_L3-5_RORB_ESR1,Exc_L4-5_RORB_FOLH1B,Inh_L4-5_PVALB_MEPE,Oligo_L1-6_OPALIN,Exc_L5-6_RORB_TTC12,Exc_L3-5_RORB_FILIP1L,Astro_L1-6_FGFR3_SLC14A1,Inh_L5-6_PVALB_LGR5,Inh_L4-6_SST_B3GAT2,no_class,Exc_L5-6_SLC17A7_IL15,Inh_L1-3_SST_CALB1,Exc_L4-6_RORB_SEMA3E,Exc_L2-3_LINC00507_FREM3,Inh_L1-4_LAMP5_LCP2,Inh_L4-6_PVALB_SULF1,Inh_L1-2_VIP_LBH,Exc_L5-6_THEMIS_FGF10,Inh_L1-3_VIP_ADAMTSL1,Inh_L1-3_VIP_CHRM2,Exc_L5-6_THEMIS_C1QL3,Inh_L1-2_SST_BAGE2,Inh_L5-6_SST_KLHDC8A,Inh_L2-4_PVALB_WFDC2,Inh_L1_SST_NMBR,Exc_L5-6_FEZF2_EFTUD1P1,Inh_L3-6_VIP_HS3ST3A1,Inh_L2-4_SST_FRZB,Exc_L4-5_RORB_DAPK2,Inh_L1-2_PAX6_TNFAIP8L3,Inh_L3-5_SST_ADGRG6,Inh_L2-5_VIP_SERPINF1,Exc_L4-6_RORB_C1R,Exc_L3-4_RORB_CARM1P1,Inh_L1_SST_CHRNA4,Inh_L2-4_VIP_SPAG17,Exc_L3-5_RORB_COL22A1,Inh_L2-5_VIP_TYR,Inh_L4-5_SST_STK32A,Micro_L1-3_TYROBP,Exc_L6_FEZF2_OR2T8,Inh_L1-2_PAX6_CDH12,OPC_L1-6_PDGFRA,Inh_L2-6_LAMP5_CA1,Inh_L1-3_PAX6_SYT6,Exc_L3-5_RORB_TWIST2,Inh_L1-3_VIP_CCDC184,Astro_L1-2_FGFR3_GFAP,Exc_L5-6_THEMIS_CRABP1,Inh_L5-6_SST_NPM1P10,Inh_L1-2_LAMP5_DBP,Inh_L5-6_SST_MIR548F2,Inh_L4-6_SST_GXYLT2,Endo_L2-6_NOSTRIN,Exc_L6_FEZF2_SCUBE1,Inh_L2-5_PVALB_SCUBE3,Exc_L2-4_LINC00507_GLP2R,Exc_L4-6_FEZF2_IL26,Inh_L2-6_VIP_QPCT,Inh_L3-6_SST_HPGD,Inh_L2-4_VIP_CBLN1,Inh_L1-2_GAD1_MC4R,Inh_L3-6_SST_NPY,Inh_L1-2_VIP_PCDH20,Inh_L1-4_VIP_CHRNA6,Exc_L5-6_THEMIS_DCSTAMP,Inh_L1-4_VIP_OPRM1,Exc_L4-5_FEZF2_SCN4B,Inh_L5-6_GAD1_GLP1R,Inh_L5-6_SST_TH,Inh_L2-3_VIP_CASC6,Inh_L1-3_VIP_GGH,Inh_L1-2_VIP_TSPAN12,Inh_L1-4_VIP_PENK,P-value,Correlation,RMSE
10021_549,0.0129990089574865,0.017998409630715,0,0.0708331193740683,0.0095450589340293,0,0.0106782864041333,0,0.0216995752557394,0,0,0.0958679498406264,0.0145028558549317,0.0171443205705145,0,0.199685855379294,0.00709094343882041,0.0285645888130645,0.00939918465358824,0.0336325906082362,0,0,0.0109022494395349,0,0.0101729617375234,0,0.00809926518711043,0.0142263730563621,0.0185088884929126,0.0129251814046457,0,0.00436848101827412,0,0.00888196267996346,0.0273248815263249,0.0389865121578325,0,0.0172948221687057,0.0331016699560615,0.00962196419053729,0.000341514267224516,0.00245699899982385,0.0181299551374762,0.020977040854915,0.00398053757609301,0.000908073859980843,0.00513090847709788,0,0.0099194716783168,0.00562327259369626,0.00401157319734137,0.00970758109990776,0.0127695906197599,0,0.00522136488102124,0.00119855686240395,0.00464576468699723,0,0,0.0180796397916545,0.00217005118239273,0.0245479971341684,0.0095914802594821,0,0.0058479442250372,0,0,0.00122272579414369,0.00168859360288959,0.0242875181779327,0.00655565223227455,0.00214341749726179,0,0.0157930990381732,0.0117068811166996,0.00728583442479818,0,0.773857448196546,0.769057228750473
10021_558,0.0272668257201889,0.0203481337325057,0,0.0374231291736923,0.00867652295299228,0,0.00726870623383036,0,0.000904379131930366,0.00129580898731623,0,0.0784120345580704,0.021901639741559,0,0,0.201766713044115,4.92070396305051e-05,0.00523254335604805,0.00288602331230305,0.0228442167087505,0.00909601669642337,0.0166167363732508,0.145751193549049,0.000270438537027192,0.00464453696429228,0,0,0.0307191328815119,0.0161746354056362,0.0116780555265081,0,0.00950352514674259,0,0.0104633403530516,0.0554070011444817,0.0117194604836687,0,0.0126450156388494,0.00640016442139328,0.0177073114046809,0.00483507548481476,0,0.0173663917247092,0.00966158647264602,0,0.00521132087992448,0,0,0.0186589134283494,0.000224337265350668,0.00419269246739172,0.0200270010026539,0.0112017598899712,0.00905520000975133,0.00771924468932972,0,0.0165345215028214,0.00495055411910122,0,0.0171035074779955,0.001281588968017,0.021056638516835,0.00679540505304488,0,0.000384443926503348,0,0,0,0,0.000611489996038481,0.00653828373466563,0.00264230880347144,0,0,0.0136865957616975,0.00518869060541715,0,0.774685745258983,0.769507297346552
10021_559,0,0.023298098575506,0,0.044349075699928,0.0133804899326309,0,0.00740922760540421,0,0.0139232720293852,0.000117502720323801,0,0.07865509170369,0.00953996467998045,0,0,0.219346106379884,0.0174537117318024,0.00733031965929284,0.00887584832915321,0.0240398992544165,0.00641441770323577,0.00170781098791124,0.0873912573307345,0,0.00266780622905733,0,0,0.0228254014159029,0.0150035072182629,0.0219114700999651,0,0.0102230060626605,0.000952481138385961,0.00239591101433634,0.0374296958198244,0.0115873077617005,0,0.0174148475699988,0.0279131947915998,0.0134021254949605,0,0.0032451393745372,0.0235479095158303,0.00984534576481316,0.00494379777774055,0.00128983505305262,0.001042857296699,0,0.0179988169071508,0.00160310261473286,0,0.0183530632549507,0.00925184862985791,0,0.00298415092186399,0.000223077877650615,0.00425548692591415,0,0,0.0132611301114715,0.00546999337633601,0.0326941149152861,0.00881853539313737,0,0.00615341284006383,0.00199456348562381,0,0,0,0.051431817656688,0.00369817788302717,0.00466111601162858,0,0.00427965055774699,0.0136821589183751,0.0083120479958868,0,0.813966297813531,0.753190751838915
10021_560,0.0137484999188779,0.0350971691083322,0,0.0197976025875256,0.0104566397283074,0,0,0,0.0078489944101734,0.00125674180175918,0,0.072541767254038,0.0196064785640222,0.00457916288791491,0,0.158918920544382,0.00814363230944987,0.0225858748501919,0.00847889536716748,0.0201658673937624,0,0.00238428273217483,0.059872962384554,0.00278497853005716,0.00345860102567686,0,0.00596888096390563,0.0120592999436573,0.0055368503153764,0.00980948904597982,0,0.00662850368482909,0.00108878223432204,0.0133012554440247,0.0458397790489847,0.036408070496786,0,0.0228608035382648,0.0197297028390982,0.00834742814393534,0.00371497169755759,0.00020952698137129,0.0333012266336903,0.015368992925307,0.00214720741021196,0,0,0.00130367171011333,0.0166423667732418,0.00154455440884897,0.0167101530028915,0.00815847441318278,0.00738627249250803,0,0.00708539504842495,0,0.0182651008935984,0.00476081778386723,0,0.0424369988342415,0.00380284839983068,0.0322128374428839,0.00814476158924261,0,0.016117954617896,0.00285522898315116,0,0,0.000418281994916934,0.0571298661377183,0.00640874303245321,0,0,0.00809665556139148,0.0206406964622425,0.00583047767168482,0,0.851293225029916,0.734609065875274
10021_562,0.0310706649865369,0.0211428888378865,0,0.0342495734884136,0.00204489970197735,0,0.00204538939295006,0,0.00176034714812521,0.00197776929812335,0,0.0874651158295374,0.0142766368410024,0,0,0.192822707693282,0,0.00574604715485955,0.00731917900711165,0.0178345205001252,0.00757858860435396,0.0149533268833719,0.146554166478121,0.00508951064487583,0.00457213356429351,0,0,0.0234442323997832,0.0226386031958489,0.0140088990706448,0,0.0119577071128034,0,0.0107159159452537,0.0581136556693169,0.00578523086832485,0,0.0146650009704852,0.0125126729539139,0.0148907978034747,0.00324541827213288,0,0.0191406238737224,0.00523347696114876,0,0.00790119879198973,0,0,0.0136549449929158,0,0.0058537566857268,0.0184866186822937,0.0126128912063134,0.00733528271096497,0.00610847246094449,0,0.0168493062352529,0.00180490464012025,0,0.0254583778959059,0.00293644452664708,0.024001624843597,0.00473854182659803,0,0.0010533073892317,0,0,0,0,0.00776400897509879,0.00885609597496351,0.00383920808796578,0,0,0.0124868201593691,0.00340249276229966,0,0.785157819555103,0.765120712059069
10021_563,0.001044260860194,0.00524515983735017,0,0.0118224830579591,0,0,0.00708378792512146,0,0.00587416410070297,0,0.00320334492630052,0.0818978906468181,0.00804012874818938,0,0,0.166323029022973,0.0166180923342056,0.0142238009576861,0.00639350725819463,0.0282218358661237,0.000351077098613834,0.0175814379006465,0.134608501250679,0,0.00836159756686313,0,0,0.0320121764147398,0.00920243120509933,0.01411496527571,0,0.0081521499957975,0.00290944347963408,0.0130086827444711,0.0415421974428489,0.0373044970085468,0,0.0237473908302764,0.026457459123866,0.0106800035831517,0,0.00106836361756976,0.0293228542853483,0.0195017250699751,0.00104793177705452,0.00259547156498366,0.00475496949867741,0,0.00568936018589458,0.00463792195121142,0.00816519515102119,0.02439987843555,0.00419533628452871,0.000697770102513756,0,0,0.013982206348888,0.000958530086519019,0,0.0151222655724145,0.00519610233535107,0.0416149555747469,0.0129973142843477,0,0.0202411997860647,0,0,0,0,0.00230447125588034,0.009167036994305,5.91706940255397e-05,0,0.00769110176791568,0.0225208314623782,0.00604253945007237,0,0.857633320883382,0.725783278736816
10021_564,0.00127935861414663,0,0,0.0242596302472048,0.00452850220366924,0,0.00571601107404079,0,0.00648952789700609,0,0,0.100822485623353,0.00306831293719814,0,0,0.157385178224057,0.0094938384305911,0.0159885207910458,0.00978984462839222,0.0329585155060514,0.000833555142664166,0.0101318016910749,0.160465578346102,0,0.00337216304804304,0,0,0.0329934079886886,0.019065595816518,0.0211996724624918,0,0.00503647083743152,0.00760772079295956,0.00408038327513749,0.0525601258185154,0.0274215438163516,0,0.0268034575700303,0.0159096317184986,0.0116800318871159,0,0,0.0257163563714003,0.0177088777735238,0,0,0.0052488676637987,0,0.0197613556684685,0,0,0.0194032975998472,0.0145391589584202,0,0.00165207979830448,0,0.0120085497358586,0.00386288519507688,0,0.0261647247376605,0,0.0319061510409755,0.00502293558337221,0,0.00517023911353944,0,0,0,0,0.000443201896052572,0.0116333140948459,0.00608222004620876,0,0,0.0201274993542104,0.0026074189800578,0,0.803798691597624,0.753204717525379
10021_565,0,0.045061819206997,0,0.0727153891290132,0.00693133457611952,0,0.00680721103357205,0,0.00582350524563072,0.00227416110092338,0.00107842474120441,0.0762112990741724,0.00841703131099686,0.00467031975803598,0,0.1562057613993,0.0244483340444841,0,0.0107160580903317,0.0265434836995318,0,0.00869153810108054,0.102220320463708,0,0,0,0,0.0208509658770585,0.00891879573158992,0.0214130106640111,0,0.0163119607789128,0.00190705246252809,0.00961420874872274,0.0566727686769322,0.0178259330793953,0,0.015115713785701,0.00640266330846568,0.0185033122670282,0,0,0.0255513180565782,0.0185220174075909,0,0,0.0154386771503861,0,0.0110229148455723,0,0.00850614793663564,0.017431699539707,0.0109786225725759,0.00207908316726563,0.00182362722794519,0,0.0121284145712798,0.00187465911922208,0.00056886199730268,0.00343733755147657,0.00813120370853539,0.028359876926418,0.0136791311875836,0,0.00266724912025683,0,0,0,0,0.0342795994597223,0.00780143368233732,0,0.00870564192544479,0,0.013754797461968,0.000905309028747518,0,0.820994511371809,0.741080546682323
10021_566,0.00259924887255354,0.0328909631545339,0,0.0488638809625108,0.00118363739138386,0,0,0,0.01455631314933,0.00266124478934891,0,0.0951631211161107,0.0176910105343751,0.0156390541989929,0,0.231791512583853,0.00141808043179972,0.0285581968225238,0.00285520948344831,0.0194416143568158,0,3.674578458299e-05,0.00822494762384652,0,0.0118228134523101,0,0.0118618602338674,0.0173563862913287,0.0228505883241157,0.0143248659076583,0,0.00189403431932988,0,0.00110099609648146,0.0373124748479718,0.0107559353136298,0,0.0280980733561322,0.0325834530817027,0.00617441350600343,0.00279292113199128,0.000490149785490797,0.0270428312331613,0.0231137203359956,0.000661978980345046,0,0,0,0.0189465178799269,0.000369057010345032,0.00845788547832,0.0089893372495397,0.0155680747599946,0,0.00862894889016005,0,0.00781212606566764,0,0,0.0204708451177957,0,0.0309423175769561,0.0110282605671794,0,0.00533199821420473,0.00630920240829266,0,0.00906632503756951,0.00105285757698816,0.0345515610964314,0.006061203867095,0,0,0.00823881325739117,0.0192270278593097,0.0051353626333075,0,0.683740523482652,0.805496838892611
10021_567,0,0.0268812055281059,0,0.0215087180615743,0.0104524597034457,0,0.00355108324694844,0,0.00914283504466465,0.00706647174583691,0.000297788047976979,0.0696343856460693,0.0109358363345422,0.00528958984829517,0,0.160185597569989,0.00749943916609682,0.0286357693325157,0.00578880208690875,0.0190031482717121,0,0.0106204028243675,0.0778187829546961,0,0,0,0,0.00865704946555325,0.00602856654374124,0.00794752571302377,0,0.00976994779753556,0.00309961637412608,0.0144570523927913,0.0402474096918542,0.0297580092720609,0,0.0188468962652344,0.0251115987893742,0.0211319416334476,0.00130342825020395,0.000168374503735857,0.0294762063793288,0.00920483596431386,0.00433215766068587,0.00427239435070906,0.00171402768400697,0,0.0212986948157405,0.000694530027972544,0.021440608777818,0.00766329537183563,0.00322372644723124,0,0.00377472809170351,0,0.0223649601091388,0.00431707472891584,0,0.0420458463774645,0.00441564734108258,0.0312402021548336,0.00741491065337986,0,0.0202118306417279,0,0,0,0.00256957158663838,0.0647616639734009,0.0053711853617582,0.00415279071331198,0,0,0.0216187169446971,0.00158066173587647,0,0.863822443359458,0.730751404915505
10021_648,0.0685625127023041,0.0284818152439053,0,0.0481646328805878,0.000741307130685564,0,0,0,0.00149145937976006,0.00376113803186275,0,0.106108044293149,0.0164906350492467,0,0,0.180571057743893,0,0.0015891603032226,0.00983386353747192,0.00989349090729192,0.00397189501152999,0.016281555598718,0.105130836931311,0.00765364121734472,0.00231681191497951,0,0,0.0139141849628505,0.0185309611989279,0.00179598964831654,0,0.00875869428314794,0.000183163200532954,0.0152092333402009,0.0596954766229978,0,0,0.0168549365388818,0.0120205922193883,0.0163800709809298,0,0,0.0192194203364919,0,0.0013823810188352,0.0127486562637166,0,0,0.0142357221550866,8.6993958719799e-05,0.00417129786652674,0.0207629052155787,0.0132426253865338,0.000157617300736577,0.0135791930311153,0,0.0121371054682002,0.00359887786409225,0,0.0261109899619263,0.00429431714949126,0.0265925761938812,0.00756850185377505,0,0.00337238074692029,0,0,0,0,0.0108339097373319,0.00936926023493981,0.00432662698980338,0,0,0.015273552154836,0.00254792823802228,0,0.792373222958221,0.763002880050573
10021_730,0.00381540508045845,0.00805023206610399,0,0.0485830566181005,0.00902693431963104,0,0,0,0.00504788040487039,0,0,0.0880907596669397,0.0028027583679413,0,0,0.137581252098677,0.0170289421014281,0,0.0124287471326015,0.0357311669764848,0.0128807900367037,0.01615823612837,0.130533423279369,0,0.00629942642518892,0,0,0.0290919682902848,0.0179430242875996,0.0203070341910224,0,0.0176255411084521,0.0069334785638311,0.00478039458819134,0.043704616079035,0.0144883098873474,0.00882040668015718,0.0176378759519032,0.0215325471922967,0.0135540845034081,0,0,0.0390968351766283,0.0295856977069855,0,0,0.00561079077315647,0,0.011311180022032,0,0.00527826289696301,0.0167409682328069,0.00731085937399452,0,0,0,0.0101874583600055,0,0,0.0317436793015672,0.00429099865702985,0.0398057371191634,0.0112095548724742,0.000788047939090223,0.00406512912935369,0,0,0,0,0.0137521446169708,0.00547253036647877,0,0,0,0.0105021316996154,0.00276970172928675,0,0.853127925122702,0.720862397053887
10021_736,0.00412003986017172,0,0.0124511679245741,0.039274810254962,0,0,0,0,0.0078549663118603,0,0,0.0758958456727163,0,0,0,0.113934737969797,0.0225402946821699,0.00310979354908449,0.00264160709908683,0.0292218438330565,0,0.00821623867159494,0.188436816016959,0,0.00566671773503683,0,0,0.041800492944984,0.0148282460921085,0.0215833974959369,0,0.00958194232835522,0.0068584237071249,0.00480466458052856,0.041565236850558,0.0231355759973668,0.00218870606477737,0.0205393495740667,0.0158130059395867,0.00690191189968794,0,5.22069305334319e-05,0.0303951148765644,0.0279528475631429,0,0.00758889956486887,0.0041179442631969,0,0.0114323658768042,0,0.0058751666374207,0.0155976691167045,0.0127066412163,0,0,0,0.00749713887801284,0.000705964141776831,0,0.0290529857709801,0.005062133309113,0.0419727253441634,0.0116652577287356,0,0.00595060549898826,0,0,0,0,0.00382548223239816,0.0112001606022842,0,0.00646381912977295,0.000352176676797677,0.0317733333399163,0.00579352824537329,0,0.845652458868239,0.725322615905158
10021_754,0,0.0350164179229149,0,0.080604600004862,0.0030724821580689,0,0.000763982518569169,0,0.00206095737229126,0,0.00636558387834898,0.0731014837237176,0.00894666905564804,0.00068834391996671,0,0.147796350298172,0.0239516312144562,0.000408221286285119,0.0155567233694952,0.0219822961168208,0.000360639652875752,0.0204370371877771,0.118640928907558,0,0,0,0,0.0211652928647846,0.00727998051410941,0.0106005249566297,0.00614500375148786,0.0116898812535312,0.00633655282072543,0.00719522955288217,0.0425841891387928,0.0147474221932868,0,0.0131327452513444,0.0164472513721441,0.0136453349830412,0,0,0.028688599160385,0.0159400289048548,0,0,0.012252444812875,0,0.013185348921638,0,0.0207994751043584,0.0144590829267249,0.00835857432853634,0.00663089931034693,0,0,0.0110894401292194,0.00162337571410594,0,0.0191673102289187,0.00829525263560514,0.0303113338339205,0.0119988539749767,0,0.00133164015438324,0,0,0,0,0.0374609905823709,0.00720381804631105,0.000501896365897517,0.00428704414852198,0,0.0145150458308619,0.00117578764459977,0,0.827965479869222,0.741582301605813
10021_781,0,0.0521798339955857,0,0.0652261286427901,0.00492923142771615,0,0.00428259059979971,0,0.00864733228396367,0.0017770311506127,0,0.0665412753430552,0.0188572296525494,0.00537292377070198,0,0.199055062446235,0.0208800949197299,0.0216823451297504,0.0122293658798501,0.0310400155155093,0,0.0195304671359296,0.0440182436429703,0,0,0,0,0.0106882049367098,0.0137546817586628,0.0107475572311474,0,0.00705472475377518,0,0.00417519902138153,0.0390800031256602,0.0290978237730876,0,0.0136217303337098,0.0262509560828071,0.0160068305897234,0.00318831477489143,0.00188364003388813,0.0162276102805761,0.00934211919738795,0.000411670358102101,0.00426165563002247,0.012650642063198,0,0.0135472944194959,0.000424332212134759,0,0.0159745337840604,0.0086225891044424,0,0,0.00095788802938671,0.00848590768410182,0,0,0.00717863235648439,0.00464396850959136,0.0379718873325157,0.0027804174203056,0,0.00479622353834358,0.000752418210092621,0,0.0084038775865362,0,0.0445422290829471,0.00817610664108728,0.000676281843824517,0.00147618544203895,0.0142742445909482,0.0115904539275306,0.0100319928026516,0,0.803170229661873,0.75635881335841
10021_782,0,0.0443238303499471,0.019707817189765,0.0867769658218183,0.000372902654287519,0,0.0159557838523628,0,0.00635914627040717,0.000818714035305684,0,0.0632054294914314,0.0173627250709296,0.00164641409270771,0,0.126842302145217,0.0255549179955609,0,0.0142006449306922,0.035489341123888,0,0.015773760252118,0.0821286021108555,0,0,0,0,0.0277738962342402,0.01053294078078,0.0170882800770877,0,0.0180823837369473,0.00544055796697217,0.00393229598242292,0.0434391864279498,0.0176056852979038,0,0.0182865032498563,0.000295866652126696,0.0150471598307937,0,0.00038045710357017,0.018240748295338,0.0223307504437623,0,0.00375727120496752,0.018148905852989,0,0.0145594701987821,0,0.0126008630597967,0.0223198892537663,0.00545560772832707,0.00202061230112371,0.00358040321595517,5.31591478736684e-05,0.004939945889787,0,0,0.0152796431775377,0.00902923142154263,0.0342325311717734,0.0107162427156131,0,0.00424392853960329,0,0,0.000423669711370963,0,0.0227942370842948,0.00991822158272616,0,0.00932624701149739,0,0.0161190044909882,0.00548490577263928,0,0.819914325069336,0.738392171978048
10021_783,0,0,0,0.0437873847642925,0.00871187895648974,0,0,0,0.00847073188324203,0,0,0.064203989433084,0.00461417569201034,0,0,0.125005904718609,0.0183343223915222,0.00209130707109977,0.00081375444971123,0.0269459283690168,0,0.0110502742558124,0.155662448453205,0,0.0137564373588457,0,0,0.0441740929830631,0.0196123274601742,0.0180657960718785,0.0138823592796717,0.00412571015090788,0,0.00927148930305991,0.0481360278159393,0.0276921587062977,0,0.0164732156438636,0.0157006368690371,0.0112316681192313,0,0,0.0228135293885082,0.0251046918463374,0,0.00491977611259556,0.0099582886133641,0,0.00923528563449229,0.000782590378995893,0.000155510684749658,0.0145705343237743,0.00827484361873125,0,0.00156981244369873,0,0.0069598806380775,0,0,0.0240220418285267,0.0076880961611658,0.0481344203377303,0.0143797775439865,0,0.0259635452232649,0,0,0,0,0,0.00971356863066945,0.00408570157656141,0.00650438875346717,0.00719762227387195,0.0243375506179525,0.0118145231694128,0,0.84647013044903,0.72485859423105
10021_784,0,0.0266805737629725,0,0.0558637756861216,0.0115530060009122,0,0,0,0.00163352345396794,0.00211676015813577,0,0.0836479418399036,0.0198139123507328,0,0,0.193605363043383,0,4.58840163297208e-05,0.0111942882634192,0.0169477736063125,0.00373587121520283,0.0156152812106518,0.122637386897838,0,0.00625261674997678,0,0,0.0326091535389678,0.0133626594919036,0.0152206959826048,0,0.0121955944021928,0,0.00998407351099098,0.05113782156085,0,0,0.012958601701364,0.021470705912474,0.0211687058333293,0,0,0.0205603018013619,0.0105880721426102,0.000499875974464689,0.0116289479576746,0,0,0.0198073008877399,0.000334702828470958,0.00286667072211584,0.0199759666681635,0.00887805816928852,0.00617884834064824,0.0112618219196788,0,0.0110845605373826,0.00320047199859906,0.0086620748334869,0.0232115238320375,0.00253213307271138,0.0249564053927543,0.00333349247426583,0,0.00142273853468428,0,0,0,0.00250140926807984,0.00855523658479685,0.0125956723101316,0.00363046399100386,0.00212063527471248,0,0.0125473331254697,0.00561331116712907,0,0.786164930009789,0.764564688732705
10021_794,0.00654730362200687,0.0550948076719919,0,0.074575081762973,0.00974679402331656,0,0.012839254904234,0,0.00721154443706068,0.00547852146699502,0,0.0311236970685623,0.0115254661531093,0,0,0.099931959158935,0.00738241826110979,0.0224542704492819,0.0146251625704309,0.0157648016088721,0,0.00814738711207802,0.0973535274828251,0.00252029109832506,0,0,0,0.021623716702644,0.00694481509511556,0.0054525198288656,0,0.0154310822121183,0.00367490901709636,0.0162609579594776,0.0339323055994106,0.0193546530188442,0,0.0136916932378273,0.00347222128164446,0.00848315697859481,0,0.00122858021459852,0.0328866765231592,0.00421721347983003,0.00271651731283166,0.0117084026189237,0.00143018329232076,0.00233742573982548,0.0154218257363235,0,0.0163020480756539,0.015314137818149,0.00491997064984991,0,0.00633188590135617,0,0.0221179282468985,0,0,0.059179210842364,0.00860756891968317,0.0414082332190388,0.00104881437270614,0,0.0171756973076044,0.00387424683446895,0,0,0,0.0705281870532226,0.00579273439375507,0.00575746876334222,0,0.00566585089662445,0.00522371808583484,0.00816115391788882,0,0.836570894164444,0.745506739048621
10021_872,0,0.0488249222813364,0.0146148298637642,0.0845406154420251,0.00221558683028976,0,0.0101302664295534,0,0.00873617378194886,0.00246801181021247,0,0.0702908963569765,0.00358596027604138,0,0,0.143424368326131,0.0138909324667993,0.00458088407978713,0.0127545877583077,0.0181896271789037,0,0.0124260934322872,0.100109168610814,0,0,0,0,0.0315115353626965,0.0117503222278478,0.0107299662548779,0.00586462416314189,0.0157056231516539,0.0108420311207415,0.00942559045626753,0.0380922612052125,0.00870082875921134,0,0.015710101511342,0.00923354345639198,0.0236531904834403,0,0,0.0245562630792664,0.0118688314986464,0,0.0074951658450032,0.0225596187561935,0,0.0150648371008711,0,0.00616601893512385,0.0224801817009099,0.0112454460394392,0,0.000588693975838365,0,0.0126740371121004,0.000524081309143873,0,0.00979594315485105,0.011435840317558,0.0276828285962035,0.00649291617851503,0,0.00237007878379842,0,0,0,0,0.0252539494681672,0.006898498969135,0.000956810738130645,0.00660895412670126,0,0.023752512032171,0.00152594920422896,0,0.826740980302318,0.734024382289662
10021_873,0.0331582139637292,0.0141281352677927,0,0.0292397995264033,0.00447507350947812,0,0,0,0.0106772754288652,0,0,0.0795693270952327,0.00893797669153967,0,0,0.127685467092459,0.00811025132241753,0.00809215297580749,0.00882702426998275,0.0191486596578444,0,0.0109627718184727,0.0968592967994658,0,0.0172702143773414,0,0,0.0264665077277166,0.0187655112517088,0.00818534269552268,0,0.0106483380692051,0,0.0122174713321936,0.0487411671405043,0.0108475746054372,0,0.022220082551567,0.0297406980907237,0.00877866543450903,0,0.00231526829769218,0.0158378165121101,0.00697661742189706,0.00497888120189365,0.0134835479437288,0.00980030925870752,0,0.00179851587191085,0.0067818549322926,0.00773701367087846,0.0243958892700839,0.00757764050360836,0.00254370802517621,0.000115253478086361,0,0.00987356530736246,0,0,0.0184462273236117,0.0093067086269679,0.0491352863672283,0.0140207946388708,0,0.0622559635813944,0.00154050209079156,0,0,0,0.00959388287444506,0.00799085695801071,0.00481170714598828,0.00393355871890778,0.0017588515386048,0.0215020610367082,0.00773471870712176,0,0.864196291526763,0.708979914217367
10021_876,0.00236355438910586,0.0154595926373312,0,0.03601625518054,0.000625407573606533,0,0,0,0.00481362082870573,0,0,0.0948915878701709,0.00856034729368194,0,0,0.140803278768475,0.0197996198925318,0,0.0045104858788841,0.0143699172528289,0,0.0180607800271134,0.176462924388888,0,0.00260777568150458,0,0,0.0351235536189572,0.0183327293784757,0.0147439699575993,0,0.00780598687330383,0.0086939385400541,0.00933343438278501,0.0463647773409669,0.0116664830428092,0.00115525979253121,0.0245450569226606,0.0186499160713981,0.00667349067928856,0,0,0.03222208400244,0.0228165212083925,0,0.00254011435113143,0.000237975594668902,0,0.0138838655960047,0.0011732436115904,0.0131197880876118,0.0208766976785409,0.0108899232641315,0,0.000526653080774396,0,0.00188564389283879,0.00262076090085365,0,0.0115382287540929,0.00712384355394311,0.0309662171959332,0.0123453971046405,0,0.00860975655855272,0,0,0,0,0.00423070186677868,0.0117744204934145,0.00654346854096535,0.00161364968569377,0,0.0340708837149594,0.00595641699784975,0,0.826085498418181,0.735762812486902
10021_888,0.011297453561266,0.0323051666561139,0,0.0421244263250403,0.00779157868947214,0,0.00202848848191071,0,0.0139569656329208,0.00371589232752027,0,0.0531051257320116,0.00178308116533036,0.00719358585212733,0,0.157705800206177,0,0.0265843423016426,0.0164152887920522,0.00907368798797835,0,0.00836958364590704,0.0877728942699817,0.000814954927091639,0,0,0,0.0328943222462601,0.00722414896164349,0.00498565050372274,0.00570624544723059,0.0133854253617278,0.00259691486590406,0.0104319963650083,0.0429436224346633,0,0,0.0134639694682449,0.0192058125639712,0.0199050094241516,0.00336510568268498,0.00106377069309471,0.0251186705492634,0.000533188276643849,0.00220989635983445,0.0207245604723725,0.0142129647159863,0,0.0104075887271584,0.00326615590895262,0.0128034680551263,0.0233518778961546,0.0101915279610384,0,0,0,0.0208765279649818,0,0,0.0447452487084636,0.0208131873918962,0.0346940151005651,0.00653195609747692,0,0.0123461413224274,0.00227377619309398,0,0,0.000571067584350016,0.0431661380040832,0.00697288257326684,0,0,0.00823093136955137,0.0127659614294749,0.0039819567649865,0,0.884088488063417,0.717165649926799
